imdb_id,titleType,Title,originalTitle,startYear,endYear,runtimeMinutes,imdb_rating,imdb_no_votes,Streamer,Age,imdb_id2,tmdb_id,creators,writer_1,writer_2,writer_3,director_1,director_2,director_3,genre_1,genre_2,director_1_name,director_2_name,director_3_name
tt1856010,tvSeries,House of Cards,House of Cards,2013,2018,3804,8.6,525135.0,Netflix,18,1856010,1425,Beau Willimon,0203577,0229645,2802722,0001226,0000705,0171315,Drama,,James Foley,Robin Wright,John David Coles
tt2309295,tvSeries,Hemlock Grove,Hemlock Grove,2013,2015,46,7.0,42205.0,Netflix,18,2309295,42295,Brian McGreevy,2992029,0794106,0290130,3393440,0797455,0007008,Drama,Fantasy,Carl Tibbetts,Floria Sigismondi,David Petrarca
tt2372162,tvSeries,Orange Is the New Black,Orange Is the New Black,2013,2019,59,8.0,316768.0,Netflix,18,2372162,1424,Jenji Kohan,0463176,5246353,6371396,0000530,0008971,0872841,Comedy,Crime,Andrew McCarthy,Phil Abraham,Michael Trim
tt2189461,tvSeries,Marco Polo,Marco Polo,2014,2016,60,8.0,77293.0,Netflix,18,2189461,60699,John Fusco,0299301,4063095,3250138,0590889,0007008,0002399,Action,Adventure,Daniel Minahan,David Petrarca,Alik Sakharov
tt3520702,tvSeries,Bloodline,Bloodline,2015,2017,60,7.9,57529.0,Netflix,18,3520702,61986,"('Daniel Zelman', 'Glenn Kessler', 'Todd A. Kessler')",0450331,0450393,0954664,0405632,0450393,0080601,Drama,Thriller,Mikael Håfström,Todd A. Kessler,Ed Bianchi
tt3322312,tvSeries,Daredevil,Daredevil,2015,2018,54,8.6,466426.0,Netflix,18,3322312,61889,Drew Goddard,1152450,1206844,0498278,0008971,0839660,0387486,Action,Crime,Phil Abraham,Stephen Surjik,Peter Hoar
tt2431438,tvSeries,Sense8,Sense8,2015,2018,60,8.2,161239.0,Netflix,18,2431438,61664,"('Lilly Wachowski', 'Lana Wachowski', 'J. Michael Straczynski')",0833089,0905154,0905152,0905154,0905152,0574625,Drama,Mystery,Lana Wachowski,Lilly Wachowski,James McTeigue
tt2707408,tvSeries,Narcos,Narcos,2015,2017,49,8.8,459579.0,Netflix,18,2707408,63351,"('Chris Brancato', 'Doug Miro', 'Carlo Bernard')",0076166,0104333,1215164,1223381,2129610,2036500,Biography,Crime,Andrés Baiz,Josef Kubota Wladyka,Fernando Coimbra
tt2357547,tvSeries,Jessica Jones,Jessica Jones,2015,2019,56,7.9,224144.0,Netflix,18,2357547,38472,Melissa Rosenberg,1144314,7584292,0742279,0839660,0315298,0003802,Action,Crime,Stephen Surjik,Jennifer Getzinger,Uta Briesewitz
tt4592410,tvSeries,The Get Down,The Get Down,2016,2017,52,8.2,23465.0,Netflix,18,4592410,65345,Baz Luhrmann,0012289,0525303,3228766,0080601,2425863,0076997,Drama,Music,Ed Bianchi,Mack Williams,Andrew Bernstein
tt3322314,tvSeries,Luke Cage,Luke Cage,2016,2018,55,7.3,137913.0,Netflix,18,3322314,62126,Cheo Hodari Coker,1854539,2745499,0739661,0323758,1305344,0424800,Action,Crime,Andy Goddard,Marc Jobst,Clark Johnson
tt4635282,tvSeries,The OA,The OA,2016,2019,60,7.8,113218.0,Netflix,18,4635282,69061,"('Brit Marling', 'Zal Batmanglij')",2610231,1779870,5505530,2610231,0354091,2326407,Drama,Fantasy,Zal Batmanglij,Andrew Haigh,
tt4834206,tvSeries,A Series of Unfortunate Events,A Series of Unfortunate Events,2017,2019,50,7.8,65625.0,Netflix,7,4834206,65294,"('Barry Sonnenfeld', 'Daniel Handler')",3321780,1428524,6220567,0001756,0919514,0657372,Adventure,Comedy,Barry Sonnenfeld,Bo Welch,
tt3322310,tvSeries,Iron Fist,Iron Fist,2017,2018,55,6.4,137876.0,Netflix,18,3322310,62127,Scott Buck,0118420,0437314,0859471,0839660,0001093,1879225,Action,Adventure,Stephen Surjik,John Dahl,
tt1837492,tvSeries,13 Reasons Why,13 Reasons Why,2017,2020,60,7.5,311088.0,Netflix,18,1837492,66788,Brian Yorkey,4311145,5039329,9507493,1547859,0470971,0517877,Drama,Mystery,Kyle Patrick Alvarez,John T. Kretchmer,
tt6928052,tvSeries,Free Rein,Free Rein,2017,2019,26,7.2,2432.0,Netflix,0,6928052,72462,"('Vicki Lutas', 'Anna McCleery', 'Kirstie Falkous')",3278413,1590372,2283188,1637400,1595299,1398781,Action,Adventure,Rob Burke,Dusan Lazarevic,
tt5503718,tvSeries,Gypsy,Gypsy,2017,2017,51,6.7,18424.0,Netflix,18,5503718,66939,Lisa Rubin,2599842,4568816,0413005,0317328,0537199,0002399,Drama,Thriller,Coky Giedroyc,Victoria Mahoney,
tt6076336,tvSeries,Greenhouse Academy,Greenhouse Academy,2017,2020,25,6.6,6800.0,Netflix,7,6076336,73602,Giora Chamizer,2073166,1328493,1052109,1937128,1166154,,Adventure,Comedy,Roee Florentin,Amir Mann,
tt5290382,tvSeries,Mindhunter,Mindhunter,2017,2019,60,8.6,324435.0,Netflix,18,5290382,67744,Joe Penhall,0235123,0647833,0671856,0000399,0002083,1497918,Crime,Drama,David Fincher,Carl Franklin,
tt5675620,tvSeries,The Punisher,The Punisher,2017,2019,53,8.5,258863.0,Netflix,18,5675620,67178,Steve Lightfoot,2613887,0176689,1479450,1317262,1290515,4945419,Action,Crime,Jim O'Hanlon,Antonio Campos,
tt2261227,tvSeries,Altered Carbon,Altered Carbon,2018,2020,60,7.9,185267.0,Netflix,18,2261227,68421,Laeta Kalogridis,0436164,3975029,0219719,2007278,0403541,0323758,Action,Drama,Jeremy Webb,Nick Hurran,
tt6297682,tvMiniSeries,Seven Seconds,Seven Seconds,2018,2018,60,7.7,19279.0,Netflix,18,6297682,75540,Veena Sud,4021775,1184198,2800988,0317328,0225416,0001129,Crime,Drama,Coky Giedroyc,Ernest R. Dickerson,
tt5232792,tvSeries,Lost in Space,Lost in Space,2018,2021,60,7.3,104328.0,Netflix,7,5232792,3051,Irwin Allen,0000740,1948885,2332952,0816074,0839660,0394012,Adventure,Drama,Tim Southam,Stephen Surjik,
tt7692572,tvSeries,Ponysitters Club,Ponysitters Club,2017,2018,22,6.3,130.0,Netflix,0,7692572,79892,"('Elizabeth Turner', 'Nancy Yeaman')",10014555,10014041,0278031,3452373,5650585,5028410,Family,,Justin G. Dyck,Emma Jean Sutherland,
tt8021824,tvSeries,The Innocents,The Innocents,2018,2018,60,6.3,6205.0,Netflix,18,8021824,77400,"('Simon Duric', 'Hania Elkington')",2039397,2715384,2050631,1879225,4385546,,Drama,Horror,Farren Blackburn,Jamie Donoughue,
tt7569592,tvSeries,Chilling Adventures of Sabrina,Chilling Adventures of Sabrina,2018,2020,60,7.4,106119.0,Netflix,14,7569592,79242,Roberto Aguirre-Sacasa,2630745,2529335,8090030,1032600,0683478,0838198,Drama,Fantasy,Rob Seidenglanz,Alex Pillai,
tt8714904,tvSeries,Narcos: Mexico,Narcos: Mexico,2018,2021,50,8.4,91028.0,Netflix,18,8714904,80968,"('Chris Brancato', 'Doug Miro', 'Carlo Bernard')",0076166,0104333,1215164,1223381,1661334,2091911,Crime,Drama,Andrés Baiz,Amat Escalante,
tt6898970,tvSeries,Tidelands,Tidelands,2018,2018,60,6.8,8774.0,Netflix,18,6898970,83381,"('Tracey Robertson', 'Nathan Mayfield', 'Leigh McGrath', 'Stephen M. Irwin')",2207641,1329342,0569838,1089736,1175458,1642908,Crime,Drama,Toa Fraser,Emma Freeman,
tt8295472,tvSeries,The Order,The Order,2019,2020,60,6.7,32513.0,Netflix,18,8295472,82104,"('Dennis Heaton', 'Shelley Eriksen')",0372773,2421483,0259275,1018148,0394012,0005138,Drama,Fantasy,Mathias Herndl,Leslie Hope,
tt7949204,tvSeries,Chambers,Chambers,2019,2019,60,6.4,9395.0,Netflix,18,7949204,80055,Leah Rachel,1556992,8407221,2108496,0004234,1488800,2978148,Drama,Fantasy,Alfonso Gomez-Rejon,Ti West,
tt8778064,tvSeries,The Society,The Society,2019,2019,58,7.1,35644.0,Netflix,18,8778064,84647,Christopher Keyser,10677408,6320621,0450899,0923423,1989536,0341722,Drama,Mystery,Tara Nicole Weyr,Marc Webb,
tt8860450,tvMiniSeries,What/If,What/If,2019,2019,55,6.3,16602.0,Netflix,14,8860450,91363,,0445958,4772704,1332931,0637518,1121978,2036500,Drama,Thriller,Phillip Noyce,Jessika Borsiczky,
tt9134194,tvSeries,Trinkets,Trinkets,2019,2020,30,7.0,13141.0,Netflix,18,9134194,89852,"('Amy Andelson', 'Emily Meyer', 'Kirsten Smith')",3655562,2199696,0809006,2871451,2351144,0453270,Comedy,Crime,Sara St. Onge,Sherwin Shilati,
tt8652642,tvSeries,Wu Assassins,Wu Assassins,2019,2019,44,6.4,14193.0,Netflix,18,8652642,86752,"('Tony Krantz', 'John Wirth')",8627212,0469813,4430515,1089736,0298691,0002749,Action,Crime,Toa Fraser,Stephen Fung,
tt6905542,tvSeries,The Dark Crystal: Age of Resistance,The Dark Crystal: Age of Resistance,2019,2019,60,8.4,26672.0,Netflix,7,6905542,71809,Jim Henson,2731620,1113276,0001345,0504642,,,Adventure,Family,Louis Leterrier,,
tt9348692,tvSeries,Criminal: UK,Criminal: UK,2019,2020,43,7.7,20973.0,Netflix,18,9348692,92926,"('Jim Field Smith', 'George Kay')",1637768,0443047,,1637768,,,Crime,Drama,Jim Field Smith,,
tt8509922,tvSeries,Dolly Parton's Heartstrings,Dolly Parton's Heartstrings,2019,2019,62,7.6,2383.0,Netflix,14,8509922,86456,,0001299,0344196,0005081,0124079,1827614,0281598,Comedy,Drama,Timothy Busfield,Erica Dunton,
tt7403736,tvSeries,V-Wars,V-Wars,2019,2019,60,6.0,14925.0,Netflix,18,7403736,81559,"('Glenn Davis', 'William Laurin')",11181194,0065949,11181193,0877427,0779830,1543846,Drama,Horror,Brad Turner,T.J. Scott,
tt7913450,tvSeries,Soundtrack,Soundtrack,2019,2019,56,6.8,2212.0,Netflix,16,7913450,96095,Joshua Safran,2085100,1127336,10305682,0004610,0335337,1846132,Drama,Musical,Karen Gaviola,Darren Grant,
tt7671598,tvSeries,Messiah,Messiah,2020,2020,43,7.6,46116.0,Netflix,18,7671598,81292,Michael Petroni,1821879,8334003,0678104,0574625,0940668,,Drama,Mystery,James McTeigue,Kate Woods,
tt9117054,tvSeries,Spinning Out,Spinning Out,2020,2020,48,7.6,16512.0,Netflix,18,9117054,83050,Samantha Stratton,6233868,1243646,0528709,0368602,0020491,0047425,Drama,Sport,Matthew Hastings,Elizabeth Allen Rosenbaum,
tt8826128,tvSeries,October Faction,October Faction,2020,2020,39,6.2,12216.0,Netflix,18,8826128,93826,Damian Kindler,0454307,5698260,0632051,1962311,0001227,0292468,Adventure,Drama,Director X,Megan Follows,
tt9698480,tvMiniSeries,The Stranger,The Stranger,2020,2020,363,7.3,56928.0,Netflix,18,9698480,96608,Harlan Coben,1454192,0110662,0285795,1637821,0703854,,Crime,Drama,Daniel O'Hara,Hannah Quinn,
tt9426290,tvSeries,Queen Sono,Queen Sono,2020,2020,43,6.2,1368.0,Netflix,18,9426290,96676,Kagiso Lediga,1616879,6004756,,1616879,6838196,,Action,Crime,Kagiso Lediga,Tebogo Malope,
tt8741648,tvSeries,The Letter for the King,The Letter for the King,2020,2020,0,6.0,8238.0,Netflix,7,8741648,99356,William Davies,0204030,1096337,0187912,3110964,1790560,0391739,Action,Adventure,Felix Thompson,Charles Martin,
tt8403664,tvMiniSeries,The English Game,The English Game,2020,2020,281,7.6,16627.0,Netflix,14,8403664,100052,"('Julian Fellowes', 'Oliver Cotton', 'Tony Charles')",11434749,0153166,4088065,0299563,1122945,,Drama,History,Tim Fywell,Birgitte Stærmose,
tt9827854,tvMiniSeries,Hollywood,Hollywood,2020,2020,347,7.5,40005.0,Netflix,18,9827854,87050,"('Ryan Murphy', 'Ian Brennan')",0107302,0614682,1424318,4270072,0881461,0590889,Drama,History,Janet Mock,Michael Uppendahl,
tt9073958,tvSeries,White Lines,White Lines,2020,2020,60,6.6,18234.0,Netflix,18,9073958,90265,Álex Pina,1210565,4674670,2943989,0358327,1060986,0915416,Crime,Drama,Nick Hamm,Luis Prieto,
tt12574336,tvSeries,Homemade,Homemade,2020,0,138,6.1,877.0,Netflix,18,12574336,105465,"('Pablo Larraín', 'Juan de Dios Larraín', 'Lorenzo Mieli')",2213147,1883257,0585747,3235877,1135329,1290515,Drama,,Ana Lily Amirpour,Natalia Beristain,
tt8210856,tvSeries,Cursed,Cursed,2020,2020,60,6.0,32279.0,Netflix,18,8210856,83125,"('Frank Miller', 'Tom Wheeler')",0588340,1117226,0923980,1113890,0626706,0297489,Adventure,Drama,Jon East,Daniel Nettheim,
tt8787802,tvSeries,Away,Away,2020,2020,50,6.6,25436.0,Netflix,14,8787802,89233,Andrew Hinderaker,6999214,2629489,10400269,0101741,0104851,0400486,Drama,Romance,David Boyd,Charlotte Brändström,
tt12313074,tvMiniSeries,Social Distance,Social Distance,2020,2020,0,6.0,710.0,Netflix,16,12313074,110862,Hilary Weisman Graham,4977841,0918853,3612790,1449136,0008971,0055493,Comedy,Drama,Anya Adams,Phil Abraham,
tt10473150,tvSeries,Grand Army,Grand Army,2020,2020,0,7.5,8709.0,Netflix,18,10473150,104229,Katie Cappiello,6619196,8407221,1960849,1036574,0811611,2064480,Drama,,Silas Howard,So Yong Kim,
tt1758589,tvSeries,Dash & Lily,Dash & Lily,2020,2020,0,7.5,22756.0,Netflix,14,1758589,111625,Joe Tracz,2578825,2832819,4739522,0000625,2408871,0797869,Comedy,Drama,Fred Savage,Pamela Romanowsky,
tt9421868,tvSeries,Selena: The Series,Selena: The Series,2020,2021,40,7.0,4907.0,Netflix,7,9421868,97180,Moisés Zamora,8700306,3196204,4160695,1659777,2048922,,Biography,Drama,Hiromi Kamata,Katina Medina Mora,
tt10767748,tvSeries,Tiny Pretty Things,Tiny Pretty Things,2020,2020,60,5.9,10295.0,Netflix,18,10767748,113246,Michael MacLennan,12145551,6858872,7309344,0716813,0001219,0367524,Drama,Mystery,Samir Rehem,Gary Fleder,
tt12083014,tvSeries,Zero Chill,Zero Chill,2021,2021,35,5.7,1749.0,Netflix,13,12083014,120849,,1011079,1718999,1254838,0388745,1318214,,Comedy,Drama,Tessa Hoffe,Angelo Abela,
tt10893694,tvSeries,The Irregulars,The Irregulars,2021,2021,0,6.1,16799.0,Netflix,14,10893694,98187,Tom Bidwell,3635428,12155775,,0013140,12181762,4299757,Crime,Drama,Joss Agnew,Johnny Allan,
tt5774002,tvSeries,Jupiter's Legacy,Jupiter's Legacy,2021,2021,56,6.7,40654.0,Netflix,18,5774002,93484,Steven S. DeKnight,6269516,0215299,2629398,0104851,6501824,0215299,Action,Adventure,Charlotte Brändström,Christopher J. Byrne,
tt9073940,tvSeries,Hit & Run,Hit & Run,2021,2021,60,7.0,10740.0,Netflix,18,9073940,124416,"('Dawn Prestwich', 'Nicole Yorkin', 'Lior Raz', 'Avi Issacharoff')",7216957,0696518,2443797,1450065,3163149,0054954,Action,Crime,Neasa Hardiman,Rotem Shamir,
tt1267295,tvSeries,Cowboy Bebop,Cowboy Bebop,2021,2021,58,6.7,42944.0,Netflix,14,1267295,30991,,8331903,2391773,1236653,3421685,0003150,,Action,Adventure,Alex Garcia Lopez,Michael Katleman,
tt4160920,tvSeries,Richie Rich,Richie Rich,2015,2015,22,3.3,1309.0,Netflix,7,4160920,62626,"('Jeff Hodsden', 'Tim Pollock')",2621227,3130543,2773767,0004597,0507629,0483302,Comedy,,Adam Weissman,Phill Lewis,
tt3339966,tvSeries,Unbreakable Kimmy Schmidt,Unbreakable Kimmy Schmidt,2015,2020,30,7.6,77607.0,Netflix,14,3339966,61671,"('Tina Fey', 'Robert Carlock')",1061622,0275486,2337847,0788426,0257554,0565063,Comedy,,Tristram Shapeero,Michael Engler,
tt4341500,tvMiniSeries,Wet Hot American Summer: First Day of Camp,Wet Hot American Summer: First Day of Camp,2015,2015,30,7.3,24990.0,Netflix,18,4341500,61967,"('David Wain', 'Michael Showalter')",3975695,3636582,1812566,0906476,,,Comedy,,David Wain,,
tt4861760,tvSeries,Project Mc²,Project Mc²,2015,2017,26,6.2,1251.0,Netflix,0,4861760,63454,Jordana Arkin,0035076,0036961,2169608,0295919,2991889,1060984,Family,,Ken Friss,Michael Younesi,
tt4574708,tvSeries,W/Bob and David,W/Bob and David,2015,2015,30,7.3,4604.0,Netflix,18,4574708,64113,"('David Cross', 'Bob Odenkirk')",0042006,0189144,0388875,0874133,0316139,0938471,Comedy,,Keith Truesdell,Tom Gianas,
tt4061080,tvSeries,Love,Love,2016,2018,50,7.6,45405.0,Netflix,18,4061080,53606,"('Judd Apatow', 'Paul Rust', 'Lesley Arfin')",0031976,5039571,1770256,0390657,1119645,0795290,Comedy,Drama,Dean Holland,Lynn Shelton,
tt3986586,tvSeries,Fuller House,Fuller House,2016,2020,30,6.7,29069.0,Netflix,7,3986586,63623,Jeff Franklin,0291449,8643131,3127081,0180902,0148252,0959034,Comedy,Drama,Richard Correll,Mark Cendrowski,
tt4973548,tvSeries,Flaked,Flaked,2016,2017,30,7.2,12342.0,Netflix,18,4973548,65315,"('Will Arnett', 'Mark Chappell')",0004715,1746309,0039101,0002892,0001139,0330347,Comedy,Drama,Wally Pfister,Tom DiCillo,
tt5228026,tvSeries,The Characters,The Characters,2016,2016,32,5.4,975.0,Netflix,18,5228026,65977,,2547958,5707880,2440581,3760083,,,Comedy,,Andrew Gaynord,,
tt4998212,tvSeries,The Ranch,The Ranch,2016,2020,30,7.5,41965.0,Netflix,18,4998212,65493,"('Don Reo', 'Jim Patterson')",1017487,0720009,8040404,0870699,,,Comedy,Drama,David Trainer,,
tt4789300,tvSeries,Lady Dynamite,Lady Dynamite,2016,2017,30,7.4,3948.0,Netflix,18,4789300,66309,"('Pam Brady', 'Mitchell Hurwitz')",0103702,0403804,4278387,0568840,0169712,0075728,Comedy,,Ryan McFaul,Robert Cohen,
tt5562056,tvSeries,Easy,Easy,2016,2019,30,6.9,15061.0,Netflix,18,5562056,67780,Joe Swanberg,1846132,,,1846132,,,Comedy,,Joe Swanberg,,
tt5467814,tvSeries,Haters Back Off!,Haters Back Off!,2016,2017,30,5.9,7835.0,Netflix,14,5467814,67148,"('Colleen Ballinger', 'Chris Ballinger')",2544907,4180339,0566998,3760083,1286069,0737442,Comedy,Drama,Andrew Gaynord,Steven K. Tsuchida,
tt5937754,tvSeries,Trailer Park Boys: Out of the Park,Trailer Park Boys: Out of the Park,2016,2017,30,7.0,2592.0,Netflix,18,5937754,68375,,1034266,1033215,1036211,0398258,1034266,1033215,Adventure,Comedy,Gary Howsam,Mike Smith,
tt5339440,tvSeries,One Day at a Time,One Day at a Time,2017,2020,30,8.2,17977.0,Netflix,7,5339440,69017,"('Whitney Blake', 'Allan Manings')",0086756,1260853,0005131,0507629,0296945,1260853,Comedy,Drama,Phill Lewis,Pamela Fryman,
tt5580540,tvSeries,Santa Clarita Diet,Santa Clarita Diet,2017,2019,30,7.8,74648.0,Netflix,18,5580540,69470,Victor Fresco,0294355,0115272,6342509,0118530,0477129,0684336,Comedy,Horror,Marc Buckland,Ken Kwapis,
tt5706996,tvSeries,Girlboss,Girlboss,2017,2017,26,7.0,19454.0,Netflix,18,5706996,65856,Kay Cannon,4619459,3873358,0134224,0228542,0044803,0112565,Comedy,,Christian Ditter,Jamie Babbit,
tt5707802,tvSeries,Dear White People,Dear White People,2017,2021,30,6.4,26257.0,Netflix,18,5707802,70767,Justin Simien,2282177,3344453,6975175,2282177,1286069,5697142,Comedy,Drama,Justin Simien,Steven K. Tsuchida,
tt5770786,tvSeries,GLOW,GLOW,2017,2019,35,8.0,49819.0,Netflix,18,5770786,70573,"('Liz Flahive', 'Carly Mensch')",3477311,4063230,4611331,0673400,1119645,0768957,Comedy,Drama,Jesse Peretz,Lynn Shelton,
tt5565334,tvSeries,Friends from College,Friends from College,2017,2019,30,6.9,22982.0,Netflix,18,5565334,71890,"('Nicholas Stoller', 'Francesca Delbanco')",2973496,0831557,2817114,0831557,0348640,2973496,Comedy,Drama,Nicholas Stoller,Andrew Gurland,
tt6315640,tvSeries,Atypical,Atypical,2017,2021,30,8.2,101141.0,Netflix,14,6315640,71578,Robia Rashid,1968720,4652422,4061085,0417794,1884278,0926526,Comedy,Drama,Michael Patrick Jann,Ryan Case,
tt5884792,tvSeries,Disjointed,Disjointed,2017,2018,30,6.7,11147.0,Netflix,18,5884792,71308,"('Chuck Lorre', 'David Javerbaum')",1974551,0419486,0521143,0007193,0927042,1586450,Comedy,,Richie Keen,James Widdoes,
tt6877772,tvSeries,American Vandal,American Vandal,2017,2018,34,8.1,32633.0,Netflix,18,6877772,73126,"('Tony Yacenda', 'Dan Perrault')",4285995,2829241,2830283,2829241,,,Comedy,Crime,Tony Yacenda,,
tt3713588,tvSeries,She's Gotta Have It,She's Gotta Have It,2017,2019,30,6.9,4963.0,Netflix,18,3713588,72633,Spike Lee,0000490,0501490,0497046,0000490,,,Comedy,,Spike Lee,,
tt7078710,tvSeries,Everything Sucks!,Everything Sucks!,2018,2018,30,7.5,22704.0,Netflix,14,7078710,76438,"('Ben York Jones', 'Michael Mohan')",1726378,2278537,3489958,1735543,2278537,,Comedy,Drama,Ry Russo-Young,Michael Mohan,
tt7879820,tvSeries,On My Block,On My Block,2018,2021,30,7.9,19049.0,Netflix,14,7879820,76747,"('Jeremy Haft', 'Eddie Gonzalez', 'Lauren Iungerich')",0327659,0353183,0411897,0411897,2551273,1451294,Comedy,Drama,Lauren Iungerich,Arlyn Richardson,
tt6916746,tvSeries,Alexa & Katie,Alexa & Katie,2018,2020,25,7.5,6064.0,Netflix,7,6916746,76874,Heather Wordham,1507437,9386331,2279570,1241603,0327591,3815120,Comedy,Drama,Trevor Kirschner,Victor Gonzalez,
tt7661368,tvSeries,All About the Washingtons,All About the Washingtons,2018,2018,25,4.8,771.0,Netflix,0,7661368,80309,Jeremy Bronson,3169287,7411856,0716925,0769135,0579318,0005205,Comedy,Music,Don Scardino,Linda Mendoza,
tt6487482,tvSeries,Insatiable,Insatiable,2018,2019,45,6.5,31906.0,Netflix,18,6487482,80743,Lauren Gussis,0348940,8090030,6494831,0281598,0200380,0002973,Comedy,Drama,Andrew Fleming,Brian Dannelly,
tt7183074,tvSeries,The Good Cop,The Good Cop,2018,2018,60,7.0,6843.0,Netflix,7,7183074,80308,Andy Breckman,1440794,4964138,0077062,0957198,0393661,0038893,Comedy,Crime,Randy Zisk,Kevin Hooks,
tt7768010,tvMiniSeries,Best. Worst. Weekend. Ever.,Best. Worst. Weekend. Ever.,2018,2018,191,6.4,347.0,Netflix,7,7768010,82656,"('Jeremy Garelick', 'Robin J. Stein', 'Daniel Bryan Franklin')",1275670,1441389,0825620,1275670,,,Comedy,Family,Jeremy Garelick,,
tt8001718,tvSeries,Prince of Peoria,Prince of Peoria,2018,2019,25,6.1,565.0,Netflix,7,8001718,84111,"('Devin Bunje', 'Nick Stanton')",1691845,2325798,4127963,1339949,0546756,1451137,Comedy,Family,Eric Dean Seaton,Jody Margolin Hahn,
tt7255502,tvSeries,The Kominsky Method,The Kominsky Method,2018,2021,30,8.2,43263.0,Netflix,18,7255502,81290,Chuck Lorre,0521143,0383322,0419486,0677953,0521143,0565063,Comedy,Drama,Donald Petrie,Chuck Lorre,
tt8304498,tvSeries,Turn Up Charlie,Turn Up Charlie,2019,2019,30,7.1,8188.0,Netflix,18,8304498,85486,"('Idris Elba', 'Gary Reich')",0252961,0716933,3315240,0513754,0788426,,Comedy,Music,Matt Lipsey,Tristram Shapeero,
tt8009602,tvSeries,Huge in France,Huge in France,2019,2019,30,6.8,3076.0,Netflix,18,8009602,87799,,2361949,0666871,0255362,2361949,0666871,,Comedy,,Andrew Mogel,Jarrad Paul,
tt9039142,tvSeries,No Good Nick,No Good Nick,2019,2019,30,6.1,3498.0,Netflix,7,9039142,82578,"('David H. Steinberg', 'Keetgi Kogan')",1097892,9060884,0825738,0507629,0183615,0275698,Comedy,Drama,Phill Lewis,Robbie Countryman,
tt8164794,tvMiniSeries,Lunatics,Lunatics,2019,2019,35,6.6,3561.0,Netflix,18,8164794,88366,Chris Lilley,1372823,,,1372823,,,Comedy,,Chris Lilley,,
tt7718088,tvSeries,Bonding,Bonding,2018,2021,17,7.1,17640.0,Netflix,18,7718088,88512,Rightor Doyle,2943328,3535066,9937382,2943328,,,Comedy,Drama,Rightor Doyle,,
tt10186846,tvSeries,It's Bruno!,It's Bruno!,2019,2019,15,7.4,3218.0,Netflix,18,10186846,89490,Slick Naim,4918462,6027977,,4918462,,,Comedy,Short,Solvan Naim,,
tt9098432,tvSeries,Malibu Rescue,Malibu Rescue,2019,2019,0,5.6,1158.0,Netflix,0,9098432,85958,"('Savage Steve Holland', 'Scott McAboy')",3548748,0253624,4554395,0390822,0563829,1659763,Action,Comedy,Savage Steve Holland,Scott McAboy,
tt8403536,tvSeries,Mr. Iglesias,Mr. Iglesias,2019,2020,30,7.1,7764.0,Netflix,14,8403536,88378,Kevin Hench,0376247,7295351,4068303,0546756,0327591,0507629,Comedy,,Jody Margolin Hahn,Victor Gonzalez,
tt9717424,tvSeries,Team Kaylie,Team Kaylie,2019,2020,0,4.7,414.0,Netflix,7,9717424,93960,Tracy Bitterolf,0485027,1978050,4110074,0463199,0183615,1659763,Comedy,,Bob Koherr,Robbie Countryman,
tt7971476,tvSeries,The Politician,The Politician,2019,2020,42,7.5,24242.0,Netflix,14,7971476,83127,"('Ryan Murphy', 'Ian Brennan', 'Brad Falchuk')",0107302,1004299,0614682,0394586,1004299,0107302,Comedy,Drama,Gwyneth Horder-Payton,Brad Falchuk,
tt8880894,tvSeries,Living with Yourself,Living with Yourself,2019,2019,26,7.2,34989.0,Netflix,18,8880894,81532,Timothy Greenberg,1308367,,,0206760,0267512,,Comedy,Drama,Jonathan Dayton,Valerie Faris,
tt8755226,tvSeries,Daybreak,Daybreak,2019,2019,60,6.7,22805.0,Netflix,18,8755226,83478,"('Brad Peyton', 'Aron Eli Coleite')",1847815,6505248,0679031,0417794,0679031,2351144,Action,Adventure,Michael Patrick Jann,Brad Peyton,
tt9770286,tvSeries,Merry Happy Whatever,Merry Happy Whatever,2019,2019,26,6.3,5387.0,Netflix,7,9770286,94587,,5969780,0147228,3164677,0296945,0507629,1260853,Comedy,,Pamela Fryman,Phill Lewis,
tt8404094,tvSeries,AJ and the Queen,AJ and the Queen,2020,2020,52,7.5,9111.0,Netflix,14,8404094,84896,"('Michael Patrick King', 'RuPaul')",0455078,0750412,8641286,0455078,0203215,0281945,Adventure,Comedy,Michael Patrick King,Adam Davidson,
tt9850952,tvSeries,Medical Police,Medical Police,2020,2020,242,6.0,4655.0,Netflix,18,9850952,95670,"('David Wain', 'Rob Corddry', 'Jonathan Stern', 'Krister Johnson')",1117791,2543661,0827746,3189181,0906476,,Comedy,,Bill Benz,David Wain,
tt10540562,tvSeries,The Healing Powers of Dude,The Healing Powers of Dude,2020,2020,25,6.6,1093.0,Netflix,13,10540562,97441,"('Sam Littenberg-Weisberg', 'Erica Spates')",2604380,4530187,1820725,0007193,4772008,0287198,Action,Adventure,Richie Keen,Yulin Kuang,
tt9446688,tvSeries,I Am Not Okay with This,I Am Not Okay with This,2020,2020,30,7.5,72735.0,Netflix,18,9446688,90260,"('Jonathan Entwistle', 'Christy Hall')",3536642,6981033,8631159,3536642,,,Comedy,Drama,Jonathan Entwistle,,
tt11092086,tvSeries,The Iliza Shlesinger Sketch Show,The Iliza Shlesinger Sketch Show,2020,2020,115,5.1,997.0,Netflix,18,11092086,101255,,2038367,,,1980395,11044867,,Comedy,,Laura Murphy,Laura Murphy,
