imdb_id,titleType,Title,originalTitle,startYear,endYear,runtimeMinutes,imdb_rating,imdb_no_votes,Streamer,Age,imdb_id2,tmdb_id,writer_1,writer_2,writer_3,director_1,director_2,director_3,genre_1,genre_2,director_1_name,director_2_name,director_3_name,writer_1_name,writer_2_name,writer_3_name,ep_run_times,writer_1_pop,writer_2_pop,writer_3_pop,director_1_pop,director_2_pop,director_3_pop,tmdb_popularity,no_of_ep,no_of_seasons,team_popularity,origin_language,creator/actor?,first_country,second_country,actor_1_name,actor_2_name,cast_pop,actor_1_pop,actor_2_pop
tt1856010,tvSeries,House of Cards,House of Cards,2013,2018,3804,8.6,525135,Netflix,18,1856010,1425,203577,229645,2802722,1226,705,171315,Drama,Drama,James Foley,Robin Wright,John David Coles,Andrew Davies,Michael Dobbs,Beau Willimon,73,6.6,1.4,5.2,7.0,22.5,2.8,889.4,73,6,7.6,en,0,US,US,Robin Wright, Michael Kelly,31.0,35.6,26.5
tt2309295,tvSeries,Hemlock Grove,Hemlock Grove,2013,2015,46,7.0,42205,Netflix,18,2309295,42295,2992029,794106,290130,3393440,797455,7008,Drama,Fantasy,Carl Tibbetts,Floria Sigismondi,David Petrarca,Brian McGreevy,Lee Shipman,David Paul Francis,60,1.4,1.4,2.3,1.5,3.0,4.9,134.7,33,3,2.4,en,0,US,US,Landon Liboiron, Bill Skarsgård,38.4,18.5,58.3
tt2372162,tvSeries,Orange Is the New Black,Orange Is the New Black,2013,2019,59,8.0,316768,Netflix,18,2372162,1424,463176,5246353,6371396,530,8971,872841,Comedy,Crime,Andrew McCarthy,Phil Abraham,Michael Trim,Jenji Kohan,Piper Kerman,Anthony Natoli,60,2.6,2.6,0.6,14.8,1.3,0.6,278.5,91,7,3.7,en,0,US,US,Taylor Schilling, Natasha Lyonne,20.4,28.4,12.3
tt2189461,tvSeries,Marco Polo,Marco Polo,2014,2016,60,8.0,77293,Netflix,18,2189461,60699,299301,4063095,3250138,590889,7008,2399,Action,Adventure,Daniel Minahan,David Petrarca,Alik Sakharov,John Fusco,Matthew White,Noelle Valdivia,60,3.3,0.6,0.6,2.6,4.9,1.4,167.2,20,2,2.2,en,0,US,US,Lorenzo Richelmy, Benedict Wong,21.4,18.3,24.4
tt3520702,tvSeries,Bloodline,Bloodline,2015,2017,60,7.9,57529,Netflix,18,3520702,61986,450331,450393,954664,405632,450393,80601,Drama,Thriller,Mikael Håfström,Todd A. Kessler,Ed Bianchi,Glenn Kessler,Todd A. Kessler,Daniel Zelman,60,1.5,1.4,4.7,2.6,1.4,1.0,240.1,33,3,2.1,en,0,US,US,Kyle Chandler, Linda Cardellini,33.6,34.3,32.8
tt3322312,tvSeries,Daredevil,Daredevil,2015,2018,54,8.6,466426,Netflix,18,3322312,61889,1152450,1206844,498278,8971,839660,387486,Action,Crime,Phil Abraham,Stephen Surjik,Peter Hoar,Bill Everett,Drew Goddard,Stan Lee,52,0.6,9.8,14.2,1.3,4.3,2.9,354.4,39,3,5.5,en,0,US,US,Charlie Cox, Deborah Ann Woll,38.9,37.4,40.5
tt2431438,tvSeries,Sense8,Sense8,2015,2018,60,8.2,161239,Netflix,18,2431438,61664,833089,905154,905152,905154,905152,574625,Drama,Mystery,Lana Wachowski,Lilly Wachowski,James McTeigue,J. Michael Straczynski,Lana Wachowski,Lilly Wachowski,60,4.4,20.5,9.5,20.5,9.5,6.5,217.9,24,2,11.8,en,0,US,US,Miguel Ángel Silvestre, Max Riemelt,24.8,31.7,17.8
tt2707408,tvSeries,Narcos,Narcos,2015,2017,49,8.8,459579,Netflix,18,2707408,63351,76166,104333,1215164,1223381,2129610,2036500,Biography,Crime,Andrés Baiz,Josef Kubota Wladyka,Fernando Coimbra,Carlo Bernard,Chris Brancato,Doug Miro,57,1.4,5.1,3.7,2.5,4.1,0.6,194.3,30,3,2.9,en,0,US,US,Pedro Pascal, Matias Varela,74.9,128.3,21.5
tt2357547,tvSeries,Jessica Jones,Jessica Jones,2015,2019,56,7.9,224144,Netflix,18,2357547,38472,1144314,7584292,742279,839660,315298,3802,Action,Crime,Stephen Surjik,Jennifer Getzinger,Uta Briesewitz,Brian Michael Bendis,Michael Gaydos,Melissa Rosenberg,52,1.5,0.6,5.1,4.3,2.2,2.5,213.8,39,3,2.7,en,0,US,US,Krysten Ritter, Rachael Taylor,37.5,39.1,35.9
tt4592410,tvSeries,The Get Down,The Get Down,2016,2017,52,8.2,23465,Netflix,18,4592410,65345,12289,525303,3228766,80601,2425863,76997,Drama,Music,Ed Bianchi,Mack Williams,Andrew Bernstein,Stephen Adly Guirgis,Baz Luhrmann,Jacqui Rivera,52,3.4,5.3,0.6,1.0,0.8,1.8,62.1,11,1,2.2,en,0,US,US,Justice Smith, Shameik Moore,31.3,40.0,22.6
tt3322314,tvSeries,Luke Cage,Luke Cage,2016,2018,55,7.3,137913,Netflix,18,3322314,62126,1854539,2745499,739661,323758,1305344,424800,Action,Crime,Andy Goddard,Marc Jobst,Clark Johnson,Cheo Hodari Coker,Archie Goodwin,John Romita Sr.,46,1.7,0.8,1.3,1.3,1.8,7.6,195.0,26,2,2.4,en,0,US,US,Mike Colter, Alfre Woodard,23.0,29.8,16.1
tt4635282,tvSeries,The OA,The OA,2016,2019,60,7.8,113218,Netflix,18,4635282,69061,2610231,1779870,5505530,2610231,354091,2326407,Drama,Fantasy,Zal Batmanglij,Andrew Haigh,Zal Batmanglij,Zal Batmanglij,Brit Marling,Dominic Orlando,60,3.3,17.6,1.0,3.3,2.7,3.3,149.3,16,2,5.2,en,0,US,US,Brit Marling, Jason Isaacs,38.2,39.2,37.3
tt4834206,tvSeries,A Series of Unfortunate Events,A Series of Unfortunate Events,2017,2019,50,7.8,65625,Netflix,7,4834206,65294,3321780,1428524,6220567,1756,919514,657372,Adventure,Comedy,Barry Sonnenfeld,Bo Welch,Barry Sonnenfeld,Joshua Conkel,Emily Fox,Sigrid Gilmer,52,0.6,0.9,1.0,6.9,7.2,6.9,297.5,25,3,3.9,en,0,US,US,Neil Patrick Harris, Patrick Warburton,34.3,37.9,30.6
tt3322310,tvSeries,Iron Fist,Iron Fist,2017,2018,55,6.4,137876,Netflix,18,3322310,62127,118420,437314,859471,839660,1093,1879225,Action,Adventure,Stephen Surjik,John Dahl,Stephen Surjik,Scott Buck,Gil Kane,Roy Thomas,55,2.9,1.3,2.8,4.3,5.3,4.3,96.9,23,2,3.5,en,0,US,US,Finn Jones, Jessica Henwick,38.7,32.9,44.5
tt1837492,tvSeries,13 Reasons Why,13 Reasons Why,2017,2020,60,7.5,311088,Netflix,18,1837492,66788,4311145,5039329,9507493,1547859,470971,517877,Drama,Mystery,Kyle Patrick Alvarez,John T. Kretchmer,Kyle Patrick Alvarez,Jay Asher,Brian Yorkey,Julia Bicknell,57,0.6,1.2,0.7,3.6,11.5,3.6,162.0,49,4,3.5,en,0,US,US,Dylan Minnette, Grace Saif,15.2,25.1,5.3
tt6928052,tvSeries,Free Rein,Free Rein,2017,2019,26,7.2,2432,Netflix,0,6928052,72462,3278413,1590372,2283188,1637400,1595299,1398781,Action,Adventure,Rob Burke,Dusan Lazarevic,Rob Burke,Vicki Lutas,Anna McCleery,Kevin Rundle,26,1.4,1.4,0.8,0.8,0.6,0.8,115.1,30,3,1.0,en,0,US,US,Jaylen Barron, Celine Buckens,20.8,17.8,23.8
tt5503718,tvSeries,Gypsy,Gypsy,2017,2017,51,6.7,18424,Netflix,18,5503718,66939,2599842,4568816,413005,317328,537199,2399,Drama,Thriller,Coky Giedroyc,Victoria Mahoney,Coky Giedroyc,Jonathan Caren,Lisa Rubin,Sean Jablonski,51,0.6,1.4,1.2,1.2,2.4,1.2,67.3,10,1,1.3,en,0,US,US,Naomi Watts, Billy Crudup,39.2,36.8,41.6
tt6076336,tvSeries,Greenhouse Academy,Greenhouse Academy,2017,2020,25,6.6,6800,Netflix,7,6076336,73602,2073166,1328493,1052109,1937128,1166154,1937128,Adventure,Comedy,Roee Florentin,Amir Mann,Roee Florentin,Giora Chamizer,Paula Yoo,Janae Bakken,30,0.8,1.0,0.6,0.6,0.6,0.6,59.6,40,4,0.7,en,0,US,US,Ariel Mortman, Finn Roberts,9.6,9.0,10.3
tt5290382,tvSeries,Mindhunter,Mindhunter,2017,2019,60,8.6,324435,Netflix,18,5290382,67744,235123,647833,671856,399,2083,1497918,Crime,Drama,David Fincher,Carl Franklin,David Fincher,John Douglas,Mark Olshaker,Joe Penhall,50,0.6,1.0,4.9,20.0,1.9,20.0,207.5,19,2,8.1,en,0,US,US,Jonathan Groff, Holt McCallany,19.4,13.7,25.2
tt5675620,tvSeries,The Punisher,The Punisher,2017,2019,53,8.5,258863,Netflix,18,5675620,67178,2613887,176689,1479450,1317262,1290515,4945419,Action,Crime,Jim O'Hanlon,Antonio Campos,Jim O'Hanlon,Ross Andru,Gerry Conway,Ken Kristensen,53,1.1,5.2,1.3,1.2,3.1,1.2,264.5,26,2,2.2,en,0,US,US,Jon Bernthal, Ben Barnes,53.4,74.4,32.3
tt2261227,tvSeries,Altered Carbon,Altered Carbon,2018,2020,60,7.9,185267,Netflix,18,2261227,68421,436164,3975029,219719,2007278,403541,323758,Action,Drama,Jeremy Webb,Nick Hurran,Jeremy Webb,Laeta Kalogridis,Richard Morgan,Nevin Densham,50,4.2,0.6,0.6,0.7,2.2,0.7,619.3,18,2,1.5,en,0,US,US,Anthony Mackie, Renée Elise Goldsberry,33.8,35.5,32.1
tt6297682,tvMiniSeries,Seven Seconds,Seven Seconds,2018,2018,60,7.7,19279,Netflix,18,6297682,75540,4021775,1184198,2800988,317328,225416,1129,Crime,Drama,Coky Giedroyc,Ernest R. Dickerson,Coky Giedroyc,Yuriy Bykov,John Lopez,Evangeline Ordaz,55,0.6,0.6,0.6,1.2,10.4,1.2,250.6,10,1,2.4,en,0,US,US,Clare-Hope Ashitey, Michael Mosley,18.8,19.0,18.5
tt5232792,tvSeries,Lost in Space,Lost in Space,2018,2021,60,7.3,104328,Netflix,7,5232792,3051,740,1948885,2332952,816074,839660,394012,Adventure,Drama,Tim Southam,Stephen Surjik,Tim Southam,Irwin Allen,Matt Sazama,Burk Sharpless,60,6.1,1.6,3.4,1.5,4.3,1.5,282.2,83,3,3.1,en,0,US,US,Guy Williams, June Lockhart,24.4,21.1,27.6
tt7692572,tvSeries,Ponysitters Club,Ponysitters Club,2017,2018,22,6.3,130,Netflix,0,7692572,79892,10014555,10014041,278031,3452373,5650585,5028410,Family,Family,Justin G. Dyck,Emma Jean Sutherland,Justin G. Dyck,Elizabeth Turner,H.T. Bussell,David Finley,23,1.7,0.6,0.8,2.0,0.6,2.0,56.4,20,2,1.3,en,0,US,US,Khiyla Aynne, Cailan Laine Punnewaert,4.0,3.1,4.8
tt8021824,tvSeries,The Innocents,The Innocents,2018,2018,60,6.3,6205,Netflix,18,8021824,77400,2039397,2715384,2050631,1879225,4385546,1879225,Drama,Horror,Farren Blackburn,Jamie Donoughue,Farren Blackburn,Simon Duric,Hania Elkington,Corinna Faith,52,1.4,0.6,0.6,1.4,0.6,1.4,33.4,8,1,1.0,en,0,GB,GB,Percelle Ascott, Sorcha Groundsell,9.7,10.8,8.5
tt7569592,tvSeries,Chilling Adventures of Sabrina,Chilling Adventures of Sabrina,2018,2020,60,7.4,106119,Netflix,14,7569592,79242,2630745,2529335,8090030,1032600,683478,838198,Drama,Fantasy,Rob Seidenglanz,Alex Pillai,Rob Seidenglanz,Roberto Aguirre-Sacasa,Christianne Hedtke,Jenina Kibuka,60,6.4,0.6,0.6,1.2,4.2,1.2,163.0,36,2,2.3,en,0,US,US,Kiernan Shipka, Ross Lynch,32.7,48.4,17.1
tt8714904,tvSeries,Narcos: Mexico,Narcos: Mexico,2018,2021,50,8.4,91028,Netflix,18,8714904,80968,76166,104333,1215164,1223381,1661334,2091911,Crime,Drama,Andrés Baiz,Amat Escalante,Andrés Baiz,Carlo Bernard,Chris Brancato,Doug Miro,50,1.4,5.1,3.7,2.5,1.3,2.5,104.4,30,3,2.7,en,0,US,US,Scoot McNairy, José María Yázpik,33.8,53.5,14.0
tt6898970,tvSeries,Tidelands,Tidelands,2018,2018,60,6.8,8774,Netflix,18,6898970,83381,2207641,1329342,569838,1089736,1175458,1642908,Crime,Drama,Toa Fraser,Emma Freeman,Toa Fraser,Stephen M. Irwin,Nathan Mayfield,Leigh McGrath,60,0.6,0.6,1.4,1.4,0.9,1.4,52.9,8,1,1.0,en,0,AU,AU,Charlotte Best, Marco Pigossi,18.0,15.0,21.1
tt8295472,tvSeries,The Order,The Order,2019,2020,60,6.7,32513,Netflix,18,8295472,82104,372773,2421483,259275,1018148,394012,5138,Drama,Fantasy,Mathias Herndl,Leslie Hope,Mathias Herndl,Dennis Heaton,Gorrman Lee,Shelley Eriksen,50,1.9,0.6,1.1,3.2,13.6,3.2,83.9,20,2,3.9,en,0,US,US,Jake Manley, Sarah Grey,20.1,18.0,22.2
tt7949204,tvSeries,Chambers,Chambers,2019,2019,60,6.4,9395,Netflix,18,7949204,80055,1556992,8407221,2108496,4234,1488800,2978148,Drama,Fantasy,Alfonso Gomez-Rejon,Ti West,Alfonso Gomez-Rejon,Jason Gavin,Randy McKinnon,Leah Rachel,60,0.6,0.6,2.3,2.1,5.2,2.1,80.2,10,1,2.2,en,0,US,US,Sivan Alyra Rose, Marcus LaVoi,6.6,5.2,8.0
tt8778064,tvSeries,The Society,The Society,2019,2019,58,7.1,35644,Netflix,18,8778064,84647,10677408,6320621,450899,923423,1989536,341722,Drama,Mystery,Tara Nicole Weyr,Marc Webb,Tara Nicole Weyr,Rachel Alter,Emily Bensinger,Christopher Keyser,50,0.6,0.6,1.1,1.7,5.1,1.7,58.5,10,1,1.8,en,0,US,US,Kathryn Newton, Gideon Adlon,32.0,47.8,16.2
tt8860450,tvMiniSeries,What/If,What/If,2019,2019,55,6.3,16602,Netflix,14,8860450,91363,445958,4772704,1332931,637518,1121978,2036500,Drama,Thriller,Phillip Noyce,Jessika Borsiczky,Phillip Noyce,Mike Kelley,Brenna Kouf,David Graziano,34,3.0,1.0,1.4,7.2,0.6,7.2,400.7,18,3,3.4,en,0,US,US,Jeffrey Wright,Jeffrey Wright,58.7,58.7,58.7
tt9134194,tvSeries,Trinkets,Trinkets,2019,2020,30,7.0,13141,Netflix,18,9134194,89852,3655562,2199696,809006,2871451,2351144,453270,Comedy,Crime,Sara St. Onge,Sherwin Shilati,Sara St. Onge,Amy Andelson,Emily Meyer,Kirsten Smith,25,0.8,0.6,0.9,1.2,1.2,1.2,55.3,20,2,1.0,en,0,US,US,Brianna Hildebrand, Kiana Madeira,44.4,50.2,38.6
tt8652642,tvSeries,Wu Assassins,Wu Assassins,2019,2019,44,6.4,14193,Netflix,18,8652642,86752,8627212,469813,4430515,1089736,298691,2749,Action,Crime,Toa Fraser,Stephen Fung,Toa Fraser,Jessica Chou,Tony Krantz,Yalun Tu,45,1.1,2.0,0.9,1.4,3.7,1.4,97.8,10,1,1.7,en,0,US,US,Iko Uwais, Byron Mann,38.9,48.8,28.9
tt6905542,tvSeries,The Dark Crystal: Age of Resistance,The Dark Crystal: Age of Resistance,2019,2019,60,8.4,26672,Netflix,7,6905542,71809,2731620,1113276,1345,504642,504642,504642,Adventure,Family,Louis Leterrier,Louis Leterrier,Louis Leterrier,Jeffrey Addiss,Richard Elliott,Jim Henson,51,0.6,1.4,12.1,7.7,7.7,7.7,58.9,10,1,6.2,en,0,GB, US,Taron Egerton, Anya Taylor-Joy,49.8,36.8,62.8
tt9348692,tvSeries,Criminal: UK,Criminal: UK,2019,2020,43,7.7,20973,Netflix,18,9348692,92926,1637768,443047,1637768,1637768,1637768,1637768,Crime,Drama,Jim Field Smith,Jim Field Smith,Jim Field Smith,Jim Field Smith,George Kay,Jim Field Smith,43,2.8,1.4,2.8,2.8,2.8,2.8,70.0,7,2,2.6,en,0,GB,GB,Lee Ingleby, Katherine Kelly,22.5,23.3,21.7
tt8509922,tvSeries,Dolly Parton's Heartstrings,Dolly Parton's Heartstrings,2019,2019,62,7.6,2383,Netflix,14,8509922,86456,1299,344196,5081,124079,1827614,281598,Comedy,Drama,Timothy Busfield,Erica Dunton,Timothy Busfield,Thomas Ian Griffith,Gary Grubbs,Mary Page Keller,65,15.3,4.9,7.5,11.6,1.4,11.6,33.3,8,1,8.7,en,0,US,US,Dolly Parton,Dolly Parton,16.6,16.6,16.6
tt7403736,tvSeries,V-Wars,V-Wars,2019,2019,60,6.0,14925,Netflix,18,7403736,81559,11181194,65949,11181193,877427,779830,1543846,Drama,Horror,Brad Turner,T.J. Scott,Brad Turner,Sam Beck,Philip Bedard,Charlie Cleven,42,0.6,0.6,0.6,1.8,4.2,1.8,35.4,10,1,1.6,en,0,CA, US,Ian Somerhalder, Adrian Holmes,38.5,51.2,25.8
tt7913450,tvSeries,Soundtrack,Soundtrack,2019,2019,56,6.8,2212,Netflix,16,7913450,96095,2085100,1127336,10305682,4610,335337,1846132,Drama,Musical,Karen Gaviola,Darren Grant,Karen Gaviola,Allyn Rachel,Joshua Safran,Khiyon Hursey,57,3.4,2.6,0.6,3.5,2.1,3.5,52.9,10,1,2.6,en,0,US,US,Paul James, Callie Hernandez,15.4,16.9,13.9
tt7671598,tvSeries,Messiah,Messiah,2020,2020,43,7.6,46116,Netflix,18,7671598,81292,1821879,8334003,678104,574625,940668,574625,Drama,Mystery,James McTeigue,Kate Woods,James McTeigue,Michael Bond,Amy Louise Johnson,Michael Petroni,45,1.0,0.6,4.7,6.5,3.5,6.5,137.6,10,1,3.8,en,0,US,US,Mehdi Dehbi, Michelle Monaghan,55.4,9.9,100.9
tt9117054,tvSeries,Spinning Out,Spinning Out,2020,2020,48,7.6,16512,Netflix,18,9117054,83050,6233868,1243646,528709,368602,20491,47425,Drama,Sport,Matthew Hastings,Elizabeth Allen Rosenbaum,Matthew Hastings,Leon Chills,Elizabeth Higgins Clark,Jenny Lynn,50,0.6,0.6,0.6,1.8,4.4,1.8,50.1,10,1,1.6,en,0,US,US,Kaya Scodelario, January Jones,68.2,68.8,67.6
tt8826128,tvSeries,October Faction,October Faction,2020,2020,39,6.2,12216,Netflix,18,8826128,93826,454307,5698260,632051,1962311,1227,292468,Adventure,Drama,Director X,Megan Follows,Director X,Damian Kindler,Keely MacDonald,Steve Niles,40,2.9,0.6,1.4,2.6,16.1,2.6,62.6,10,1,4.4,en,0,US,US,Aurora Burghart, Megan Follows,10.3,3.8,16.7
tt9698480,tvMiniSeries,The Stranger,The Stranger,2020,2020,363,7.3,56928,Netflix,18,9698480,96608,1454192,110662,285795,1637821,703854,1637821,Crime,Drama,Daniel O'Hara,Hannah Quinn,Daniel O'Hara,Harlan Coben,Daniel Brocklehurst,Mick Ford,50,21.4,2.5,6.4,0.7,0.6,0.7,69.4,8,1,5.4,en,0,GB,GB,Richard Armitage, Siobhan Finneran,47.0,70.9,23.1
tt9426290,tvSeries,Queen Sono,Queen Sono,2020,2020,43,6.2,1368,Netflix,18,9426290,96676,1616879,6004756,1616879,1616879,6838196,1616879,Action,Crime,Kagiso Lediga,Tebogo Malope,Kagiso Lediga,Kagiso Lediga,Karabo Lediga,Kagiso Lediga,45,4.3,0.6,4.3,4.3,0.6,4.3,20.1,6,1,3.1,en,0,ZA,ZA,Pearl Thusi, Vuyo Dabula,8.9,15.7,2.2
tt8741648,tvSeries,The Letter for the King,The Letter for the King,2020,2020,0,6.0,8238,Netflix,7,8741648,99356,204030,1096337,187912,3110964,1790560,391739,Action,Adventure,Felix Thompson,Charles Martin,Felix Thompson,William Davies,Tonke Dragt,Harry Cripps,47,1.5,1.4,10.7,2.0,1.7,2.0,15.9,6,1,3.2,en,0,GB, US,Amir Wilson, Ruby Ashbourne Serkis,15.3,13.9,16.7
tt8403664,tvMiniSeries,The English Game,The English Game,2020,2020,281,7.6,16627,Netflix,14,8403664,100052,11434749,153166,4088065,299563,1122945,299563,Drama,History,Tim Fywell,Birgitte Stærmose,Tim Fywell,Richard Barber,Tony Charles,Edward Charlton,47,1.4,0.6,0.6,6.1,0.6,6.1,36.3,6,1,2.6,en,0,GB,GB,Kevin Guthrie, Edward Holcroft,11.1,13.5,8.7
tt9827854,tvMiniSeries,Hollywood,Hollywood,2020,2020,347,7.5,40005,Netflix,18,9827854,87050,107302,614682,1424318,4270072,881461,590889,Drama,History,Janet Mock,Michael Uppendahl,Janet Mock,Ian Brennan,Ryan Murphy,Hernando Cortes Watson,50,3.4,8.3,3.4,1.8,1.9,1.8,87.8,7,1,3.4,en,0,US,US,David Corenswet, Darren Criss,36.1,45.1,27.2
tt9073958,tvSeries,White Lines,White Lines,2020,2020,60,6.6,18234,Netflix,18,9073958,90265,1210565,4674670,2943989,358327,1060986,915416,Crime,Drama,Nick Hamm,Luis Prieto,Nick Hamm,Álex Pina,Ed Wethered,David Barrocal,55,12.1,0.6,1.0,2.1,2.0,2.1,41.5,10,1,3.3,en,0,GB,GB,Laura Haddock, Nuno Lopes,16.9,29.1,4.7
tt8210856,tvSeries,Cursed,Cursed,2020,2020,60,6.0,32279,Netflix,18,8210856,83125,588340,1117226,923980,1113890,626706,297489,Adventure,Drama,Jon East,Daniel Nettheim,Jon East,Frank Miller,Tom Wheeler,William Wheeler,60,4.9,5.1,1.6,0.6,1.1,0.6,92.3,10,1,2.3,en,0,GB,GB,Katherine Langford, Devon Terrell,21.2,25.8,16.5
tt8787802,tvSeries,Away,Away,2020,2020,50,6.6,25436,Netflix,14,8787802,89233,6999214,2629489,10400269,101741,104851,400486,Drama,Romance,David Boyd,Charlotte Brändström,David Boyd,Andrew Hinderaker,Chris Jones,Aditi Brennan Kapil,60,1.4,0.6,1.9,2.4,6.3,2.4,170.4,10,1,2.5,en,0,US,US,Hilary Swank, Mark Ivanir,30.1,48.8,11.4
tt10473150,tvSeries,Grand Army,Grand Army,2020,2020,0,7.5,8709,Netflix,18,10473150,104229,6619196,8407221,1960849,1036574,811611,2064480,Drama,Drama,Silas Howard,So Yong Kim,Silas Howard,Katie Cappiello,Randy McKinnon,Ming Peiffer,53,1.0,0.6,0.6,0.7,1.6,0.7,63.1,9,1,0.9,en,0,US,US,"""Odessa Azion""", Odley Jean,21.4,39.1,3.8
tt9421868,tvSeries,Selena: The Series,Selena: The Series,2020,2021,40,7.0,4907,Netflix,7,9421868,97180,8700306,3196204,4160695,1659777,2048922,1659777,Biography,Drama,Hiromi Kamata,Katina Medina Mora,Hiromi Kamata,Pamela Garcia Rooney,Jessica Lopez,Jorge Ramirez-Martinez,40,0.6,0.6,0.6,4.3,2.1,4.3,78.8,18,1,2.1,en,0,US,US,Christian Serratos, Gabriel Chavarria,21.2,29.0,13.4
tt10767748,tvSeries,Tiny Pretty Things,Tiny Pretty Things,2020,2020,60,5.9,10295,Netflix,18,10767748,113246,12145551,6858872,7309344,716813,1219,367524,Drama,Mystery,Samir Rehem,Gary Fleder,Samir Rehem,Stuti Malhotra,Azia Squire,Aiyana White,59,0.6,0.6,1.0,1.6,4.0,1.6,47.3,10,1,1.6,en,0,US,US,Brennan Clost, Barton Cowperthwaite,5.3,2.2,8.3
tt12083014,tvSeries,Zero Chill,Zero Chill,2021,2021,35,5.7,1749,Netflix,13,12083014,120849,1011079,1718999,1254838,388745,1318214,388745,Comedy,Drama,Tessa Hoffe,Angelo Abela,Tessa Hoffe,Kirstie Falkous,John Regier,Adam Usden,35,1.5,1.5,0.6,1.4,2.0,1.4,24.8,10,1,1.4,en,0,GB,GB,Grace Beedie, Dakota Taylor,7.6,3.8,11.5
tt10893694,tvSeries,The Irregulars,The Irregulars,2021,2021,0,6.1,16799,Netflix,14,10893694,98187,3635428,12155775,3635428,13140,12181762,4299757,Crime,Drama,Joss Agnew,Johnny Allan,Joss Agnew,Tom Bidwell,Sarah Simmonds,Tom Bidwell,53,0.8,0.6,0.8,1.2,0.6,1.2,32.4,8,1,0.9,en,0,GB,GB,Henry Lloyd-Hughes, Royce Pierreson,26.5,23.6,29.4
tt5774002,tvSeries,Jupiter's Legacy,Jupiter's Legacy,2021,2021,56,6.7,40654,Netflix,18,5774002,93484,6269516,215299,2629398,104851,6501824,215299,Action,Adventure,Charlotte Brändström,Christopher J. Byrne,Charlotte Brändström,Julia Cooperman,Steven S. DeKnight,Henry G.M. Jones,45,0.6,2.6,1.2,6.3,0.6,6.3,62.0,8,1,2.9,en,0,US,US,Josh Duhamel, Ben Daniels,37.0,39.7,34.4
tt9073940,tvSeries,Hit & Run,Hit & Run,2021,2021,60,7.0,10740,Netflix,18,9073940,124416,7216957,696518,2443797,1450065,3163149,54954,Action,Crime,Neasa Hardiman,Rotem Shamir,Neasa Hardiman,Avi Issacharoff,Dawn Prestwich,Lior Raz,48,1.0,1.4,7.8,2.3,1.1,2.3,52.3,9,1,2.6,en,0,IL,IL,Lior Raz, Kaelen Ohm,12.6,18.3,6.8
tt1267295,tvSeries,Cowboy Bebop,Cowboy Bebop,2021,2021,58,6.7,42944,Netflix,14,1267295,30991,8331903,2391773,1236653,3421685,3150,3421685,Action,Adventure,Alex Garcia Lopez,Michael Katleman,Alex Garcia Lopez,Sean Cummings,Karl Taro Greenfeld,Christopher L. Yost,25,0.6,1.4,6.0,1.4,1.7,1.4,217.2,26,1,2.1,ja,0,JP,JP,Koichi Yamadera, Unsho Ishizuka,34.2,58.8,9.5
tt4160920,tvSeries,Richie Rich,Richie Rich,2015,2015,22,3.3,1309,Netflix,7,4160920,62626,2621227,3130543,2773767,4597,507629,483302,Comedy,Comedy,Adam Weissman,Phill Lewis,Adam Weissman,Jeff Hodsden,Sid Jacobson,Tim Pollock,21,0.6,0.6,0.6,1.9,5.5,1.9,107.9,21,2,1.8,en,0,US,US,Jake Brennan, Brooke Wexler,16.2,19.9,12.6
tt3339966,tvSeries,Unbreakable Kimmy Schmidt,Unbreakable Kimmy Schmidt,2015,2020,30,7.6,77607,Netflix,14,3339966,61671,1061622,275486,2337847,788426,257554,565063,Comedy,Comedy,Tristram Shapeero,Michael Engler,Tristram Shapeero,Robert Carlock,Tina Fey,Sam Means,30,2.0,21.8,1.3,1.5,0.6,1.5,921.9,51,4,4.8,en,0,US,US,Ellie Kemper, Tituss Burgess,25.6,33.6,17.6
tt4341500,tvMiniSeries,Wet Hot American Summer: First Day of Camp,Wet Hot American Summer: First Day of Camp,2015,2015,30,7.3,24990,Netflix,18,4341500,61967,3975695,3636582,1812566,906476,906476,906476,Comedy,Comedy,David Wain,David Wain,David Wain,Sarah-Violet Bliss,Lauren Caltagirone,Joe DeRosa,30,1.2,0.6,1.1,8.3,8.3,8.3,85.6,8,1,4.7,en,0,US,US,Janeane Garofalo, Molly Shannon,17.1,14.4,19.7
tt4861760,tvSeries,Project Mc²,Project Mc²,2015,2017,26,6.2,1251,Netflix,0,4861760,63454,35076,36961,2169608,295919,2991889,1060984,Family,Family,Ken Friss,Michael Younesi,Ken Friss,Jordana Arkin,Elaine Aronson,Kathy Fischer,30,1.4,0.6,0.6,0.6,0.6,0.6,32.7,26,6,0.7,en,0,US,US,Mika Abdalla, Ysa Penarejo,15.8,22.0,9.5
tt4574708,tvSeries,W/Bob and David,W/Bob and David,2015,2015,30,7.3,4604,Netflix,18,4574708,64113,42006,189144,388875,874133,316139,938471,Comedy,Comedy,Keith Truesdell,Tom Gianas,Keith Truesdell,Scott Aukerman,David Cross,Eric Hoffman,30,1.2,20.8,0.6,1.1,0.6,1.1,48.1,5,1,4.2,en,0,US,US,David Cross, Bob Odenkirk,29.8,26.7,32.9
