imdb_id,titleType,Title,originalTitle,startYear,endYear,runtimeMinutes,imdb_rating,imdb_no_votes,Streamer,Age,imdb_id2,tmdb_id,writer_1,writer_2,writer_3,director_1,director_2,director_3,genre_1,genre_2,director_1_name,director_2_name,director_3_name,writer_1_name,writer_2_name,writer_3_name,ep_run_times,writer_1_pop,writer_2_pop,writer_3_pop,director_1_pop,director_2_pop,director_3_pop,tmdb_popularity,no_of_ep,no_of_seasons,team_popularity,origin_language,creator/actor?,first_country,second_country,actor_1_name,actor_2_name,cast_pop,actor_1_pop,actor_2_pop
tt12885670,tvSeries,The Last Bus,The Last Bus,2022,2022,35,5.3,868,Netflix,7,12885670,169590,4770534,166534,4594722,2334918,3881,2943356,Adventure,Comedy,Lawrence Gough,Steve Hughes,Lawrence Gough,Paul Neafcy,Jess Cleverly,Sarah Mattingley,35,0.6,2.0,0.6,2.0,0.6,2.0,19.6,10,1,1.3,en,0,GB,GB,Laura Crowhurst, Daniel Frogson,1.1,1.0,1.2
tt10638036,tvSeries,Heartstopper,Heartstopper,2022,0,30,8.6,73436,Netflix,14,10638036,124834,10836729,15057549,10836729,528186,2841097,528186,Drama,Romance,Euros Lyn,Andy Newbery,Euros Lyn,Alice Oseman,Lauren James,Alice Oseman,30,1.9,0.6,1.9,2.6,1.6,2.6,115.5,17,3,1.9,en,0,GB,GB,Joe Locke, Kit Connor,14.1,5.1,23.1
tt14959710,tvSeries,Hard Cell,Hard Cell,2022,2022,25,6.4,2078,Netflix,18,14959710,156407,1080105,851113,1143038,2889917,851113,2889917,Comedy,Comedy,James Kayler,Catherine Tate,James Kayler,Alex Carter,Catherine Tate,Niky Wardley,25,8.4,14.1,2.8,0.6,14.1,0.6,19.3,6,1,6.8,en,0,GB,GB,Catherine Tate, Christian Brassington,25.5,35.6,15.4
tt12717354,tvSeries,Samurai Rabbit: The Usagi Chronicles,Samurai Rabbit: The Usagi Chronicles,2022,2022,25,6.4,562,Netflix,7,12717354,195926,427551,5775160,486007,319791,1684310,319791,Action,Adventure,Alfred Gimeno,Derek Lee Thompson,Alfred Gimeno,Ben Jones,Candie Langdale,Doug Langdale,25,2.9,1.4,5.2,1.2,0.8,1.2,194.6,20,2,2.1,en,0,US,US,Darren Barnet, Aleks Le,32.3,61.6,3.1
tt14859224,tvSeries,Dirty Lines,Dirty Lines,2022,2022,45,7.4,2755,Netflix,18,14859224,105306,1081625,722783,12755968,3707302,1081625,1438245,Drama,History,Tomas Kaan,Pieter Bart Korthuis,Tomas Kaan,Pieter Bart Korthuis,Franky Ribbens,Fred Saueressig,50,0.6,0.6,0.6,0.6,0.6,0.6,9.3,6,1,0.6,nl,0,NL,NL,Joy Delima, Minne Koole,3.1,4.8,1.4
tt14140886,tvSeries,The 7 Lives of Lea,The 7 Lives of Lea,2022,2022,45,7.5,5001,Netflix,18,14140886,195928,6331976,2473226,4506893,1927069,4202288,1927069,Crime,Drama,Julien Despaux,Émilie Noblet,Julien Despaux,Charlotte Sanson,Déborah Hassoun,Dorothée Lachaud,41,0.6,0.6,0.6,0.6,0.6,0.6,40.2,7,1,0.6,fr,0,FR,FR,Raïka Hazanavicius, Khalil Ben Gharbia,3.3,1.8,4.7
tt13308276,tvSeries,Heirs to the Land,Heirs to the Land,2022,2022,50,7.1,1574,Netflix,16,13308276,128008,1345585,2327309,2966752,289513,289513,289513,Drama,Drama,Jordi Frades,Jordi Frades,Jordi Frades,Sergio Barrejón,Ildefonso Falcones,Miriam García Montero,50,1.1,0.6,1.1,1.4,1.4,1.4,32.1,8,1,1.2,es,0,ES,ES,Yon González, Pere Arquillué,10.6,16.6,4.6
tt13317454,tvSeries,Yakamoz S-245,Yakamoz S-245,2022,2022,45,6.2,8169,Netflix,16,13317454,195930,1314178,5404569,9909516,2141029,3796645,2141029,Action,Adventure,Umut Aral,Tolga Karaçelik,Umut Aral,Jacek Dukaj,Jason George,Cansu Coban,50,0.6,4.6,0.6,0.6,0.8,0.6,13.9,7,1,1.3,tr,0,TR,TR,Kıvanç Tatlıtuğ, Özge Özpirinçci,22.0,24.9,19.2
tt14719276,tvSeries,He's Expecting,He's Expecting,2022,0,23,3.1,3351,Netflix,13,14719276,152291,4561837,12608472,3176690,3821926,10683012,3821926,Comedy,Drama,Takeo Kikuchi,Yuko Hakota,Takeo Kikuchi,Chihiro Amano,Eri Sakai,Yukiko Sode,25,0.6,0.6,1.4,2.1,0.6,2.1,36.3,8,1,1.2,ja,0,JP,JP,Takumi Saitoh, Juri Ueno,21.3,30.3,12.3
tt19398068,tvMiniSeries,Blood Sisters,Blood Sisters,2022,2022,224,5.7,1106,Netflix,18,19398068,197428,293822,8828501,13554700,4161077,5763427,4161077,Crime,Drama,Biyi Bandele,Kenneth Gyang,Biyi Bandele,Craig Freimond,Zelipa Zulu,Temidayo Makanjuola,56,1.0,1.0,0.6,0.6,0.6,0.6,11.8,4,1,0.7,en,0,US, NG,Ini Dima-Okojie, Nancy Isime,4.9,1.0,8.8
tt12304420,tvMiniSeries,Clark,Clark,2022,2022,362,7.4,13219,Netflix,18,12304420,157008,2981,37239,959774,959774,959774,959774,Action,Comedy,Jonas Åkerlund,Jonas Åkerlund,Jonas Åkerlund,Fredrik Agetoft,Peter Arrhenius,Jonas Åkerlund,60,0.8,0.6,2.5,2.5,2.5,2.5,28.6,6,1,1.9,sv,0,SE,SE,Bill Skarsgård, Kolbjörn Skarsgård,29.8,58.3,1.2
tt13649532,tvMiniSeries,The G Word with Adam Conover,The G Word with Adam Conover,2022,2022,174,6.7,1169,Netflix,18,13649532,114066,4873809,5418639,3967420,5283727,4742559,5283727,Comedy,Documentary,Nneka Onuorah,Jon Wolf,Nneka Onuorah,Jonathan Braylock,Biniam Bizuneh,Jon Cohen,30,0.8,0.6,1.4,0.6,0.6,0.6,13.6,6,1,0.8,en,0,US,US,Adam Conover, Nicole Randall Johnson,15.8,7.5,24.1
tt13833978,tvSeries,The Lincoln Lawyer,The Lincoln Lawyer,2022,0,60,7.7,61542,Netflix,18,13833978,116799,175093,401960,5082,343622,3311110,2704,Crime,Drama,David Grossman,Alonso Alvarez,David Grossman,Michael Connelly,Ted Humphrey,David E. Kelley,50,3.7,1.8,7.1,5.0,1.4,5.0,142.0,20,3,4.0,en,0,US,US,Manuel Garcia-Rulfo, Neve Campbell,36.2,27.6,44.7
tt10011314,tvMiniSeries,Vampire in the Garden,Vampire in the Garden,2022,2022,25,6.8,1691,Netflix,14,10011314,99772,2606944,2606944,2606944,2606944,2485876,2606944,Action,Adventure,Ryôtarô Makihara,Hiroyuki Tanaka,Ryôtarô Makihara,Ryôtarô Makihara,Ryôtarô Makihara,Ryôtarô Makihara,26,2.5,2.5,2.5,2.5,0.8,2.5,36.9,5,1,2.2,ja,0,JP,JP,Megumi Han, Yu Kobayashi,25.2,37.8,12.6
tt14134334,tvSeries,My Little Pony: Make Your Mark,My Little Pony: Make Your Mark,2022,0,44,5.8,571,Netflix,0,14134334,158691,3186756,5422690,10332286,490640,490640,490640,Adventure,Animation,William Lau,William Lau,William Lau,Gillian Berrow,Kelly Lynne D'Angelo,Janae Hall,23,1.6,0.6,0.8,3.6,3.6,3.6,58.5,25,4,2.3,en,0,US,US,Jenna Warren, Ana Sani,14.7,12.0,17.4
tt14460684,tvSeries,The Sound of Magic,The Sound of Magic,2022,2022,70,7.6,4921,Netflix,14,14460684,123349,12491143,12491143,12491143,5313007,5313007,5313007,Drama,Fantasy,Sung-Yoon Kim,Sung-Yoon Kim,Sung-Yoon Kim,Ha Il-Kwon,Ha Il-Kwon,Ha Il-Kwon,69,0.6,0.6,0.6,1.7,1.7,1.7,32.3,6,1,1.1,ko,0,KR,KR,Ji Chang-wook, Choi Sung-eun,28.3,54.7,1.8
tt13457822,tvSeries,Welcome to Eden,Welcome to Eden,2022,2023,40,5.6,7415,Netflix,18,13457822,128010,1126077,9311650,556517,2038223,280669,1882666,Action,Drama,Daniel Benmayor,Menna Fité,Daniel Benmayor,Joaquín Górriz,Guillermo López Sánchez,Raimon Masllorens,41,1.6,0.6,0.6,1.9,0.8,1.9,97.0,16,2,1.3,es,0,ES,ES,Amaia Salamanca, Amaia Aberasturi,12.2,14.7,9.8
tt15090462,tvSeries,42 Days of Darkness,42 Days of Darkness,2022,2022,45,6.5,1606,Netflix,13,15090462,197190,8839426,5447183,4474950,7050504,5447183,7050504,Crime,Drama,Gaspar Antillo,Claudia Huaiquimilla,Gaspar Antillo,Rodrigo Fluxá,Claudia Huaiquimilla,Enrique Videla,40,0.6,0.8,0.6,0.6,0.8,0.6,36.5,6,1,0.7,es,0,CL,CL,Aline Küppenheim, Claudia di Girólamo,10.9,16.9,4.8
tt13238304,tvSeries,The Life and Movies of Erşan Kuneri,The Life and Movies of Erşan Kuneri,2022,0,45,6.6,15300,Netflix,18,13238304,197679,948000,948000,948000,948000,948000,948000,Comedy,Comedy,Cem Yilmaz,Cem Yilmaz,Cem Yilmaz,Cem Yilmaz,Cem Yilmaz,Cem Yilmaz,50,3.6,3.6,3.6,3.6,3.6,3.6,20.5,8,1,3.6,tr,0,TR,TR,Cem Yılmaz, Zafer Algöz,9.0,6.8,11.2
tt20449034,tvSeries,DI4RIES,DI4RIES,2022,2023,30,7.0,723,Netflix,7,20449034,202306,3952365,6503007,3828158,1964257,1964257,1964257,Comedy,Drama,Alessandro Celli,Alessandro Celli,Alessandro Celli,Mariano Di Nardo,Simona Ercolani,Angelo Pastore,26,0.6,0.6,0.6,0.6,0.6,0.6,52.9,29,2,0.6,it,0,IT,IT,Andrea Arru, Favia Leone,1.1,0.8,1.4
tt13315156,tvSeries,First Kill,First Kill,2022,2022,60,6.5,29008,Netflix,18,13315156,111616,9900578,4940073,3172567,5113,1288934,470971,Drama,Horror,Eriq La Salle,Jet Wilkinson,Eriq La Salle,Bryce Ahart,Stephanie McFarlane,Italome Ohikhuare,60,0.6,0.6,0.6,7.9,2.3,7.9,88.7,8,1,3.3,en,0,US,US,Sarah Catherine Hook, Imani Lewis,19.7,30.1,9.2
tt13861620,tvSeries,God's Favorite Idiot,God's Favorite Idiot,2022,0,30,5.8,7140,Netflix,18,13861620,114201,1229520,1229520,1229520,567912,907324,567912,Comedy,Fantasy,Michael McDonald,Sheila G. Waldron,Michael McDonald,Ben Falcone,Ben Falcone,Ben Falcone,30,8.5,8.5,8.5,6.9,1.8,6.9,63.3,8,1,6.8,en,1,US,US,Ben Falcone, Melissa McCarthy,33.4,35.3,31.5
tt13640670,tvSeries,Man vs. Bee,Man vs. Bee,2022,2022,112,6.7,32873,Netflix,13,13640670,197588,100,204030,100,1256143,1256143,1256143,Comedy,Family,David Kerr,David Kerr,David Kerr,Rowan Atkinson,William Davies,Rowan Atkinson,11,24.7,1.5,24.7,3.2,3.2,3.2,64.7,9,1,10.1,en,1,GB,GB,Rowan Atkinson,Rowan Atkinson,52.2,52.2,52.2
tt10011306,tvSeries,Spriggan,Spriggan,2022,2022,45,6.8,1484,Netflix,18,10011306,94925,2638693,5003154,8914697,5368756,5368756,5368756,Action,Adventure,Hiroshi Kobayashi,Hiroshi Kobayashi,Hiroshi Kobayashi,Ryoji Minagawa,Hiroshi Seko,Hiroshi Takashige,46,2.0,4.1,0.7,0.8,0.8,0.8,93.3,6,1,1.5,ja,0,JP,JP,Chiaki Kobayashi, Yohei Azakami,29.9,43.2,16.5
tt17736234,tvSeries,"Bastard!! Heavy Metal, Dark Fantasy","Bastard!! Heavy Metal, Dark Fantasy",2022,2023,25,6.5,2353,Netflix,18,17736234,156898,353713,475853,475594,2041678,3456699,7736493,Action,Adventure,Takaharu Ozaki,Akira Mano,Takaharu Ozaki,Kazushi Hagiwara,Yôsuke Kuroda,Hideyuki Kurata,25,1.6,4.2,2.2,0.8,0.8,0.8,169.0,39,2,1.7,ja,0,JP,JP,Kisho Taniyama, Tomori Kusunoki,19.0,16.1,21.9
tt12642764,tvSeries,Dead End: Paranormal Park,Dead End: Paranormal Park,2022,2022,0,7.1,2941,Netflix,7,12642764,158139,1652896,4557294,7851941,924289,924289,924289,Adventure,Animation,Liz Whitaker,Liz Whitaker,Liz Whitaker,Nicole Paglia,Hamish Steele,Jen Bardekoff,26,0.6,1.0,1.6,0.6,0.6,0.6,51.8,20,2,0.8,en,0,GB,GB,Zach Barack, Kody Kavitha,3.3,1.6,5.0
tt19389564,tvSeries,Baby Fever,Baby Fever,2022,0,30,6.6,1080,Netflix,0,19389564,202311,1397646,1322784,4052861,4052861,1322784,4052861,Comedy,Drama,Amalie Næsby Fick,Nikolaj Feifer,Amalie Næsby Fick,Karina Dam,Nikolaj Feifer,Amalie Næsby Fick,35,0.6,0.6,1.4,1.4,0.6,1.4,20.4,6,1,1.0,da,0,DK,DK,Josephine Park, Olivia Joof Lewerissa,12.1,14.3,9.8
tt13696452,tvSeries,Money Heist: Korea - Joint Economic Area,Money Heist: Korea - Joint Economic Area,2022,2022,60,5.7,8153,Netflix,18,13696452,112836,1210565,11733413,11733414,5222245,5222245,5222245,Action,Crime,Kim Hong-sun,Kim Hong-sun,Kim Hong-sun,Álex Pina,Kim Hwan-Chae,Choi Sung-Joon,60,12.1,0.6,1.2,1.4,1.4,1.4,81.5,12,1,3.0,ko,0,KR,KR,Yoo Ji-tae, Yunjin Kim,23.4,22.1,24.6
tt15213258,tvMiniSeries,Queen,Queen,2022,2022,200,7.1,1609,Netflix,7,15213258,4238,2366292,6222970,38604,467219,467219,467219,Drama,Drama,Lukasz Kosmicki,Lukasz Kosmicki,Lukasz Kosmicki,Ottó Geir Borg,Kacper Wysocki,Árni Ólafur Ásgeirsson,25,0.8,0.6,0.8,0.7,0.7,0.7,672.1,207,9,0.7,en,0,US,US,Kevin James, Leah Remini,31.7,35.0,28.3
tt13561292,tvMiniSeries,Maldivas,Maldivas,2022,2022,30,5.8,1278,Netflix,18,13561292,134955,4514965,10006529,5622006,23207,3120984,23207,Comedy,Drama,José Alvarenga Jr.,Daina Giannecchini,José Alvarenga Jr.,Natalia Klein,Antônio Tibau,Ana Reber,30,1.4,0.6,1.4,1.2,0.6,1.2,10.4,7,1,1.1,pt,0,BR,BR,Bruna Marquezine, Carol Castro,18.0,25.3,10.7
tt14463542,tvSeries,Intimacy,Intimacy,2022,2022,50,6.9,3335,Netflix,18,14463542,123534,273785,3139010,1346824,868441,3838051,1462222,Crime,Drama,Jorge Torregrossa,Ben Gutteridge,Jorge Torregrossa,Verónica Fernández,Laura Sarmiento Pallarés,José Luis Martín,50,2.1,1.1,0.6,1.8,0.6,1.8,30.0,8,1,1.3,es,0,ES,ES,Itziar Ituño, Patricia López Arnaiz,24.8,36.9,12.6
tt13925166,tvSeries,Surviving Summer,Surviving Summer,2022,0,30,6.6,3549,Netflix,7,13925166,129141,1859040,1860791,2297197,2531791,1271464,3782932,Drama,Family,Sian Davies,Ben Chessell,Sian Davies,Josh Mapleston,Joanna Werner,Clea Frost,27,0.6,0.6,0.6,0.6,0.6,0.6,109.6,18,2,0.6,en,0,AU,AU,Sky Katz, Kai Lewins,25.3,30.6,20.0
tt12005828,tvSeries,You Don't Know Me,You Don't Know Me,2021,2021,60,6.8,7324,Netflix,16,12005828,139686,3976567,3581716,3976567,1319499,1319499,1319499,Crime,Drama,Sarmad Masud,Sarmad Masud,Sarmad Masud,Tom Edge,Imran Mahmood,Tom Edge,57,1.1,1.1,1.1,0.6,0.6,0.6,8.9,4,1,0.8,en,0,GB,GB,Samuel Adewunmi, Sophie Wilde,25.8,10.6,41.0
tt20560428,tvSeries,That's My Time with David Letterman,That's My Time with David Letterman,2022,0,0,6.7,265,Netflix,18,20560428,203280,1395537,1395537,1395537,1410798,1410798,1410798,Comedy,Talk-Show,Sharon Everitt,Sharon Everitt,Sharon Everitt,Mike Gibbons,Mike Gibbons,Mike Gibbons,18,2.1,2.1,2.1,0.8,0.8,0.8,12.1,6,1,1.4,en,0,US,US,David Letterman,David Letterman,8.9,8.9,8.9
tt14097144,tvMiniSeries,"Boo, Bitch","Boo, Bitch",2022,2022,202,5.9,5146,Netflix,14,14097144,132188,1279203,9872743,411897,5205,1279203,411897,Comedy,Drama,Kimberly McCullough,Erin Ehrlich,Kimberly McCullough,Erin Ehrlich,Vivian Huang,Lauren Iungerich,26,1.4,0.6,0.8,1.3,1.4,1.3,59.1,8,1,1.2,en,0,US,US,Lana Condor, Zoe Colletti,20.9,23.3,18.4
tt14117010,tvMiniSeries,Keep Breathing,Keep Breathing,2022,2022,209,5.3,14396,Netflix,18,14117010,195822,2219687,1236625,5514532,453003,735484,453003,Adventure,Drama,Maggie Kiley,Rebecca Rodriguez,Maggie Kiley,Brendan Gall,Martin Gero,Iturri Sosa,35,0.6,2.0,1.4,3.4,0.8,3.4,67.5,6,1,1.9,en,0,US,US,Melissa Barrera,Melissa Barrera,60.1,60.1,60.1
tt21062540,tvMiniSeries,How to Change Your Mind,How to Change Your Mind,2022,2022,212,7.9,3129,Netflix,18,21062540,204304,2970330,316795,2293679,1013671,255334,1013671,Documentary,Documentary,Lucy Walker,Alison Ellwood,Lucy Walker,Josh Adler,Alex Gibney,Michael Pollan,50,1.2,3.4,2.2,3.8,2.5,3.8,21.9,4,1,2.8,en,0,US,US,Michael Pollan,Michael Pollan,8.2,8.2,8.2
tt9660182,tvSeries,Resident Evil,Resident Evil,2022,2022,60,4.2,45010,Netflix,18,9660182,108296,1877263,3670452,3020658,325290,400486,1032600,Action,Horror,Rachel Goldberg,Bronwen Hughes,Rachel Goldberg,Andrew Dabb,Jeff Howard,Tara Knight,55,0.6,0.6,0.6,0.9,3.1,0.9,80.1,8,1,1.1,en,0,US,US,Ella Balinska, Tamara Smart,15.8,18.1,13.4
tt10062046,tvSeries,Country Queen,Country Queen,2022,0,60,5.3,286,Netflix,18,10062046,205722,9577823,9580422,10564746,1412280,8310356,1528901,Drama,Drama,Vincent Mbaya,Brian Munene,Vincent Mbaya,Wanjeri Gakuru,Ian Kithinji,Lydia Matata,52,0.6,0.6,0.6,0.6,0.6,0.6,3.5,6,1,0.6,en,0,KE,KE,Melissa Kiplagat, Sheila Munyiva,2.2,0.6,3.7
tt21195532,tvSeries,Justice Served,Justice Served,2022,0,40,5.2,596,Netflix,18,21195532,205788,13864730,1688530,13429064,2321778,2345184,3450577,Crime,Drama,Jozua Malherbe,Rolie Nikiwe,Jozua Malherbe,Sydney Dire,Steven Pillemer,Tshepo Ty Skosana,40,0.6,0.6,0.6,1.0,1.2,1.0,12.9,6,1,0.8,en,0,ZA,ZA,Nompumelelo Mayiyane, Panch Gasela,1.6,1.1,2.1
tt15466144,tvSeries,Uncoupled,Uncoupled,2022,2024,30,7.0,18355,Netflix,18,15466144,201380,725037,823015,1545076,490792,281598,144023,Comedy,Drama,Peter Lauer,Andrew Fleming,Peter Lauer,Jeffrey Richman,Darren Star,Abraham Higginbotham,30,0.6,4.7,1.4,2.1,5.2,2.1,36.1,8,1,2.7,en,0,US,US,Neil Patrick Harris, Tisha Campbell,26.1,37.9,14.2
tt14589904,tvSeries,Farzar,Farzar,2022,2022,30,5.6,2781,Netflix,18,14589904,202864,1318600,3361510,1975097,1702014,6537343,2539632,Action,Adventure,Joey Adams,Travis Lockhart,Joey Adams,Roger Black,Josh GreenbArg,Waco O'Guin,30,4.3,4.3,0.8,0.6,0.6,0.6,122.3,10,1,1.9,en,0,US,US,Lance Reddick, Dana Snyder,34.1,34.2,34.1
tt18783984,tvSeries,Kung Fu Panda: The Dragon Knight,Kung Fu Panda: The Dragon Knight,2022,2023,0,6.0,2353,Netflix,7,18783984,129959,3481995,5093013,10233025,3066080,324713,2916082,Action,Adventure,David Dick,Michael Goguen,David Dick,Christopher Amick,Jasmine Chiong,Ellie Guzman,24,0.6,0.6,1.0,0.6,2.4,0.6,201.7,42,3,1.0,en,0,US,US,Jack Black, Rita Ora,62.8,104.9,20.7
tt15407486,tvMiniSeries,King of Stonks,King of Stonks,2022,2022,280,6.7,1703,Netflix,18,15407486,204852,2977601,5093837,3906088,1818028,4420729,2853722,Comedy,Drama,Jan Bonny,Isabell Suba,Jan Bonny,Jan Eichberg,Mats Frey,Beatrice Huber,47,0.8,1.0,0.6,0.6,0.7,0.6,21.0,6,1,0.7,de,0,DE,DE,Wilson Gonzalez Ochsenknecht, Thomas Schubert,16.2,22.1,10.3
tt15268768,tvSeries,Remarriage & Desires,Remarriage & Desires,2022,0,70,7.3,1954,Netflix,13,15268768,133775,13332990,13332990,13332990,5385826,5385826,5385826,Drama,Drama,Kim Jung Min,Kim Jung Min,Kim Jung Min,Lee Geun-Young,Lee Geun-Young,Lee Geun-Young,60,0.6,0.6,0.6,8.1,8.1,8.1,21.9,8,1,4.3,ko,0,KR,KR,Kim Hee-seon, Lee Hyun-wook,25.3,30.7,20.0
tt14463552,tvMiniSeries,The Longest Night,The Longest Night,2022,2022,268,5.9,2919,Netflix,18,14463552,201331,1090685,2041570,1090685,2487693,1224750,2487693,Action,Crime,Óscar Pedraza,Moisés Ramos,Óscar Pedraza,Xosé Morais,Victoriano Sierra Ferreiro,Xosé Morais,45,1.5,1.4,1.5,0.6,0.6,0.6,37.9,6,1,1.0,es,0,ES,ES,Alberto Ammann, Luis Callejo,15.7,15.9,15.5
tt13322978,tvSeries,Fanático,Fanático,2022,0,10,5.1,189,Netflix,18,13322978,127428,9311634,9163865,9290775,1202806,1202806,1202806,Comedy,Drama,Roger Gual,Roger Gual,Roger Gual,Yago de Torres Peño,Dani del Águila,Federico Maniá Sibona,10,0.6,0.6,0.6,0.6,0.6,0.6,2.6,5,1,0.6,es,0,ES,ES,Lorenzo Ferro, Dollar Selmouni,5.5,4.9,6.0
tt14664414,tvSeries,Young Royals,Young Royals,2021,0,50,8.3,40919,Netflix,18,14664414,125910,1087368,5448205,12587245,4041098,4097336,7087171,Drama,Romance,Rojda Sekersöz,Erika Calmeyer,Rojda Sekersöz,Lisa Ambjörn,Sofie Forsman,Tove Forsman,45,1.4,1.2,0.6,1.3,0.6,1.3,86.2,18,3,1.1,sv,0,SE,SE,Edvin Ryding, Omar Rudberg,14.3,19.9,8.8
tt21062288,tvMiniSeries,Hurts Like Hell,Hurts Like Hell,2022,2022,200,7.3,297,Netflix,18,21062288,204129,13766990,13766990,13766990,13424164,13424164,13424164,Biography,Drama,Kittichai Wanprasert,Kittichai Wanprasert,Kittichai Wanprasert,Siwat Decharat,Siwat Decharat,Siwat Decharat,50,0.6,0.6,0.6,0.6,0.6,0.6,13.3,4,1,0.6,th,0,TH,TH,Nat Kitcharit, Thaneth Warakulnukroh,5.6,7.8,3.4
tt14899624,tvSeries,Another Self,Another Self,2022,0,50,6.7,7017,Netflix,18,14899624,206180,13894179,5730456,2898305,3155993,3155993,3155993,Drama,Romance,Burcu Alptekin,Burcu Alptekin,Burcu Alptekin,Nergis Akoglu,Aysenur Siki,Nuran Evren Sit,54,1.1,0.6,1.6,0.6,0.6,0.6,34.9,8,1,0.9,tr,0,TR,TR,Tuba Büyüküstün, Riza Kocaoğlu,26.2,36.8,15.6
tt13271734,tvMiniSeries,Lost Ollie,Lost Ollie,2022,2022,45,7.7,1868,Netflix,7,13271734,156935,431622,1306819,2100477,709056,709056,709056,Adventure,Animation,Peter Ramsey,Peter Ramsey,Peter Ramsey,William Joyce,Shannon Tindle,Kate Gersten,45,4.2,0.6,0.6,5.3,5.3,5.3,43.6,4,1,3.6,en,0,US,US,Jonathan Groff, Mary J. Blige,19.9,13.7,26.1
tt1751634,tvSeries,The Sandman,The Sandman,2022,0,45,7.7,165631,Netflix,18,1751634,90802,452663,6033245,4763161,21772,1223381,54954,Drama,Fantasy,Mairzee Almas,Andrés Baiz,Mairzee Almas,Sam Kieth,Catherine Smyth-McMullen,Heather Bellson,45,0.6,0.6,1.4,2.6,2.5,2.6,133.7,11,1,1.7,en,0,US,US,Tom Sturridge, Boyd Holbrook,30.0,17.1,42.9
tt15390524,tvSeries,Partner Track,Partner Track,2022,2022,60,6.7,7152,Netflix,18,15390524,135035,10810514,6560134,1565392,548159,923330,1455688,Drama,Drama,Lily Mariye,Tanya Wexler,Lily Mariye,Katie Do,Nikki Goldwaser,Georgia Lee,46,17.8,0.6,2.0,2.5,1.8,2.5,71.7,10,1,4.5,en,0,US,US,Arden Cho, Bradley Gibson,11.0,20.0,2.0
tt21261420,tvSeries,Chad & JT Go Deep,Chad & JT Go Deep,2022,2022,20,7.2,566,Netflix,18,21261420,205798,5372912,6003006,8178166,3761121,3761121,3761121,Comedy,Comedy,Daniel Lucchesi,Daniel Lucchesi,Daniel Lucchesi,Jace Armstrong,Michael Klimkowski,Bri LeRose,20,0.6,0.6,0.6,1.6,1.6,1.6,23.8,6,1,1.1,en,0,US,US,Tom Allen, John Parr,8.5,12.6,4.4
tt15912380,tvMiniSeries,Kakegurui Twin,Kakegurui Twin,2022,2022,24,6.6,880,Netflix,14,15912380,138183,9126892,9126892,9126892,3210514,12725545,12530197,Animation,Drama,Yûichirô Hayashi,Kyoko Yamazaki,Yûichirô Hayashi,Homura Kawamoto,Homura Kawamoto,Homura Kawamoto,27,0.6,0.6,0.6,5.8,1.1,5.8,53.9,6,1,2.4,ja,0,JP,JP,Minami Tanaka, Rina Honnizumi,17.2,19.5,14.9
tt19875850,tvSeries,Tekken: Bloodline,Tekken: Bloodline,2022,2022,22,6.6,4848,Netflix,14,19875850,195530,383664,383664,383664,1450721,4469565,4846713,Action,Adventure,Yoshikazu Miyao,Wataru Arakawa,Yoshikazu Miyao,Gavin Hignight,Gavin Hignight,Gavin Hignight,22,1.4,1.4,1.4,3.1,0.6,3.1,56.2,6,1,1.8,en,0,US,US,Kaiji Tang, Vivian Lu,8.3,10.4,6.2
tt14272704,tvSeries,Rilakkuma's Theme Park Adventure,Rilakkuma's Theme Park Adventure,2022,0,15,6.7,253,Netflix,7,14272704,138273,5969727,2147104,5969727,7450138,7450138,7450138,Adventure,Animation,Masahito Kobayashi,Masahito Kobayashi,Masahito Kobayashi,Takashi Sumita,Makoto Ueda,Takashi Sumita,16,1.4,0.7,1.4,0.6,0.6,0.6,30.6,8,1,0.9,ja,0,JP,JP,Mikako Tabe, Reina Ueda,17.9,12.8,23.0
tt15527362,tvSeries,Big Tree City,Big Tree City,2022,0,24,8.3,77,Netflix,0,15527362,158694,2687180,3063370,10379196,2417217,2417217,2417217,Action,Adventure,Ben Steer,Ben Steer,Ben Steer,Jo Clegg,Alex Collier,Tasha Dhanraj,11,0.6,0.6,0.6,0.6,0.6,0.6,77.4,30,1,0.6,en,0,US,US,Mark Benton, Naomi McDonald,14.4,11.6,17.2
tt14906890,tvSeries,Super Giant Robot Brothers,Super Giant Robot Brothers,2022,0,26,6.7,220,Netflix,7,14906890,158138,1159646,1624842,85116,28764,28764,28764,Action,Adventure,Mark Andrews,Mark Andrews,Mark Andrews,Víctor Maldonado,Alfredo Torres,Tommy Blacha,25,0.6,0.6,2.3,1.0,1.0,1.0,38.5,10,1,1.1,en,0,US,US,Eric Lopez, Chris Diamantopoulos,31.5,5.1,57.9
tt15527388,tvSeries,Deepa & Anoop,Deepa & Anoop,2022,0,25,8.1,78,Netflix,0,15527388,158697,2545545,444634,2381507,1030114,11552041,2163219,Adventure,Animation,Colleen Holub,Kerr Holden,Colleen Holub,Lisa Goldman,Christopher Keenan,Heather Kenyon,12,0.6,0.6,0.6,0.6,0.6,0.6,30.8,36,2,0.6,en,0,US,US,Pavan Bharaj, Sebastian Billingsley-Rodriguez,7.0,1.4,12.5
