imdb_id,titleType,Title,originalTitle,startYear,endYear,runtimeMinutes,imdb_rating,imdb_no_votes,Streamer,Age,imdb_id2,tmdb_id,writer_1,writer_2,writer_3,director_1,director_2,director_3,genre_1,genre_2,director_1_name,director_2_name,director_3_name,writer_1_name,writer_2_name,writer_3_name,ep_run_times,writer_1_pop,writer_2_pop,writer_3_pop,director_1_pop,director_2_pop,director_3_pop,tmdb_popularity,no_of_ep,no_of_seasons,team_popularity,origin_language,origin_country,actors,creator/actor?
tt1856010,tvSeries,House of Cards,House of Cards,2013,2018,3804,8.6,525135,Netflix,18,1856010,1425,203577,229645,2802722,1226,705,171315,Drama,Drama,James Foley,Robin Wright,John David Coles,Andrew Davies,Michael Dobbs,Beau Willimon,73,6.627,1.4,5.179,6.96,22.474,2.779,889.399,73,6,7.569833333333334,en,['US'],"('Robin Wright', 'Michael Kelly')",0
tt2309295,tvSeries,Hemlock Grove,Hemlock Grove,2013,2015,46,7.0,42205,Netflix,18,2309295,42295,2992029,794106,290130,3393440,797455,7008,Drama,Fantasy,Carl Tibbetts,Floria Sigismondi,David Petrarca,Brian McGreevy,Lee Shipman,David Paul Francis,60,1.4,1.4,2.316,1.538,2.989,4.906,134.658,33,3,2.4248333333333334,en,['US'],"('Landon Liboiron', 'Bill Skarsgård')",0
tt2372162,tvSeries,Orange Is the New Black,Orange Is the New Black,2013,2019,59,8.0,316768,Netflix,18,2372162,1424,463176,5246353,6371396,530,8971,872841,Comedy,Crime,Andrew McCarthy,Phil Abraham,Michael Trim,Jenji Kohan,Piper Kerman,Anthony Natoli,60,2.559,2.559,0.6,14.757,1.252,0.6,278.534,91,7,3.7211666666666674,en,['US'],"('Taylor Schilling', 'Natasha Lyonne')",0
tt2189461,tvSeries,Marco Polo,Marco Polo,2014,2016,60,8.0,77293,Netflix,18,2189461,60699,299301,4063095,3250138,590889,7008,2399,Action,Adventure,Daniel Minahan,David Petrarca,Alik Sakharov,John Fusco,Matthew White,Noelle Valdivia,60,3.33,0.6,0.6,2.608,4.906,1.4,167.187,20,2,2.2406666666666664,en,['US'],"('Lorenzo Richelmy', 'Benedict Wong')",0
tt3520702,tvSeries,Bloodline,Bloodline,2015,2017,60,7.9,57529,Netflix,18,3520702,61986,450331,450393,954664,405632,450393,80601,Drama,Thriller,Mikael Håfström,Todd A. Kessler,Ed Bianchi,Glenn Kessler,Todd A. Kessler,Daniel Zelman,60,1.481,1.4,4.722,2.563,1.4,1.007,240.065,33,3,2.0955,en,['US'],"('Kyle Chandler', 'Linda Cardellini')",0
tt3322312,tvSeries,Daredevil,Daredevil,2015,2018,54,8.6,466426,Netflix,18,3322312,61889,1152450,1206844,498278,8971,839660,387486,Action,Crime,Phil Abraham,Stephen Surjik,Peter Hoar,Bill Everett,Drew Goddard,Stan Lee,52,0.6,9.754,14.247,1.252,4.343,2.889,354.41,39,3,5.514166666666667,en,['US'],"('Charlie Cox', 'Deborah Ann Woll')",0
tt2431438,tvSeries,Sense8,Sense8,2015,2018,60,8.2,161239,Netflix,18,2431438,61664,833089,905154,905152,905154,905152,574625,Drama,Mystery,Lana Wachowski,Lilly Wachowski,James McTeigue,J. Michael Straczynski,Lana Wachowski,Lilly Wachowski,60,4.378,20.514,9.502,20.514,9.502,6.529,217.888,24,2,11.823166666666664,en,['US'],"('Miguel Ángel Silvestre', 'Max Riemelt')",0
tt2707408,tvSeries,Narcos,Narcos,2015,2017,49,8.8,459579,Netflix,18,2707408,63351,76166,104333,1215164,1223381,2129610,2036500,Biography,Crime,Andrés Baiz,Josef Kubota Wladyka,Fernando Coimbra,Carlo Bernard,Chris Brancato,Doug Miro,57,1.378,5.113,3.661,2.454,4.061,0.6,194.313,30,3,2.8778333333333337,en,['US'],"('Pedro Pascal', 'Matias Varela')",0
tt2357547,tvSeries,Jessica Jones,Jessica Jones,2015,2019,56,7.9,224144,Netflix,18,2357547,38472,1144314,7584292,742279,839660,315298,3802,Action,Crime,Stephen Surjik,Jennifer Getzinger,Uta Briesewitz,Brian Michael Bendis,Michael Gaydos,Melissa Rosenberg,52,1.482,0.6,5.134,4.343,2.237,2.472,213.774,39,3,2.7113333333333336,en,['US'],"('Krysten Ritter', 'Rachael Taylor')",0
tt4592410,tvSeries,The Get Down,The Get Down,2016,2017,52,8.2,23465,Netflix,18,4592410,65345,12289,525303,3228766,80601,2425863,76997,Drama,Music,Ed Bianchi,Mack Williams,Andrew Bernstein,Stephen Adly Guirgis,Baz Luhrmann,Jacqui Rivera,52,3.431,5.341,0.6,1.007,0.828,1.789,62.148,11,1,2.166,en,['US'],"('Justice Smith', 'Shameik Moore')",0
tt3322314,tvSeries,Luke Cage,Luke Cage,2016,2018,55,7.3,137913,Netflix,18,3322314,62126,1854539,2745499,739661,323758,1305344,424800,Action,Crime,Andy Goddard,Marc Jobst,Clark Johnson,Cheo Hodari Coker,Archie Goodwin,John Romita Sr.,46,1.675,0.84,1.266,1.252,1.823,7.594,194.997,26,2,2.4083333333333337,en,['US'],"('Mike Colter', 'Alfre Woodard')",0
tt4635282,tvSeries,The OA,The OA,2016,2019,60,7.8,113218,Netflix,18,4635282,69061,2610231,1779870,5505530,2610231,354091,2326407,Drama,Fantasy,Zal Batmanglij,Andrew Haigh,Zal Batmanglij,Zal Batmanglij,Brit Marling,Dominic Orlando,60,3.26,17.591,1.048,3.26,2.686,3.26,149.303,16,2,5.184166666666667,en,['US'],"('Brit Marling', 'Jason Isaacs')",0
tt4834206,tvSeries,A Series of Unfortunate Events,A Series of Unfortunate Events,2017,2019,50,7.8,65625,Netflix,7,4834206,65294,3321780,1428524,6220567,1756,919514,657372,Adventure,Comedy,Barry Sonnenfeld,Bo Welch,Barry Sonnenfeld,Joshua Conkel,Emily Fox,Sigrid Gilmer,52,0.6,0.919,0.98,6.867,7.193,6.867,297.475,25,3,3.9043333333333337,en,['US'],"('Neil Patrick Harris', 'Patrick Warburton')",0
tt3322310,tvSeries,Iron Fist,Iron Fist,2017,2018,55,6.4,137876,Netflix,18,3322310,62127,118420,437314,859471,839660,1093,1879225,Action,Adventure,Stephen Surjik,John Dahl,Stephen Surjik,Scott Buck,Gil Kane,Roy Thomas,55,2.935,1.304,2.756,4.343,5.312,4.343,96.942,23,2,3.498833333333333,en,['US'],"('Finn Jones', 'Jessica Henwick')",0
tt1837492,tvSeries,13 Reasons Why,13 Reasons Why,2017,2020,60,7.5,311088,Netflix,18,1837492,66788,4311145,5039329,9507493,1547859,470971,517877,Drama,Mystery,Kyle Patrick Alvarez,John T. Kretchmer,Kyle Patrick Alvarez,Jay Asher,Brian Yorkey,Julia Bicknell,57,0.6,1.226,0.676,3.572,11.51,3.572,162.025,49,4,3.526,en,['US'],"('Dylan Minnette', 'Grace Saif')",0
tt6928052,tvSeries,Free Rein,Free Rein,2017,2019,26,7.2,2432,Netflix,0,6928052,72462,3278413,1590372,2283188,1637400,1595299,1398781,Action,Adventure,Rob Burke,Dusan Lazarevic,Rob Burke,Vicki Lutas,Anna McCleery,Kevin Rundle,26,1.4,1.4,0.84,0.837,0.608,0.837,115.129,30,3,0.987,en,['US'],"('Jaylen Barron', 'Celine Buckens')",0
tt5503718,tvSeries,Gypsy,Gypsy,2017,2017,51,6.7,18424,Netflix,18,5503718,66939,2599842,4568816,413005,317328,537199,2399,Drama,Thriller,Coky Giedroyc,Victoria Mahoney,Coky Giedroyc,Jonathan Caren,Lisa Rubin,Sean Jablonski,51,0.6,1.38,1.22,1.22,2.407,1.22,67.32,10,1,1.3411666666666664,en,['US'],"('Naomi Watts', 'Billy Crudup')",0
tt6076336,tvSeries,Greenhouse Academy,Greenhouse Academy,2017,2020,25,6.6,6800,Netflix,7,6076336,73602,2073166,1328493,1052109,1937128,1166154,1937128,Adventure,Comedy,Roee Florentin,Amir Mann,Roee Florentin,Giora Chamizer,Paula Yoo,Janae Bakken,30,0.84,1.0,0.6,0.6,0.6,0.6,59.613,40,4,0.7066666666666666,en,['US'],"('Ariel Mortman', 'Finn Roberts')",0
tt5290382,tvSeries,Mindhunter,Mindhunter,2017,2019,60,8.6,324435,Netflix,18,5290382,67744,235123,647833,671856,399,2083,1497918,Crime,Drama,David Fincher,Carl Franklin,David Fincher,John Douglas,Mark Olshaker,Joe Penhall,50,0.6,0.98,4.912,19.983,1.937,19.983,207.546,19,2,8.065833333333334,en,['US'],"('Jonathan Groff', 'Holt McCallany')",0
tt5675620,tvSeries,The Punisher,The Punisher,2017,2019,53,8.5,258863,Netflix,18,5675620,67178,2613887,176689,1479450,1317262,1290515,4945419,Action,Crime,Jim O'Hanlon,Antonio Campos,Jim O'Hanlon,Ross Andru,Gerry Conway,Ken Kristensen,53,1.052,5.222,1.26,1.232,3.134,1.232,264.517,26,2,2.1886666666666668,en,['US'],"('Jon Bernthal', 'Ben Barnes')",0
tt2261227,tvSeries,Altered Carbon,Altered Carbon,2018,2020,60,7.9,185267,Netflix,18,2261227,68421,436164,3975029,219719,2007278,403541,323758,Action,Drama,Jeremy Webb,Nick Hurran,Jeremy Webb,Laeta Kalogridis,Richard Morgan,Nevin Densham,50,4.249,0.6,0.6,0.691,2.161,0.691,619.349,18,2,1.4986666666666666,en,['US'],"('Anthony Mackie', 'Renée Elise Goldsberry')",0
tt6297682,tvMiniSeries,Seven Seconds,Seven Seconds,2018,2018,60,7.7,19279,Netflix,18,6297682,75540,4021775,1184198,2800988,317328,225416,1129,Crime,Drama,Coky Giedroyc,Ernest R. Dickerson,Coky Giedroyc,Yuriy Bykov,John Lopez,Evangeline Ordaz,55,0.6,0.6,0.6,1.22,10.422,1.22,250.557,10,1,2.4436666666666667,en,['US'],"('Clare-Hope Ashitey', 'Michael Mosley')",0
tt5232792,tvSeries,Lost in Space,Lost in Space,2018,2021,60,7.3,104328,Netflix,7,5232792,3051,740,1948885,2332952,816074,839660,394012,Adventure,Drama,Tim Southam,Stephen Surjik,Tim Southam,Irwin Allen,Matt Sazama,Burk Sharpless,60,6.102,1.636,3.379,1.525,4.343,1.525,282.243,83,3,3.0850000000000004,en,['US'],"('Guy Williams', 'June Lockhart')",0
tt7692572,tvSeries,Ponysitters Club,Ponysitters Club,2017,2018,22,6.3,130,Netflix,0,7692572,79892,10014555,10014041,278031,3452373,5650585,5028410,Family,Family,Justin G. Dyck,Emma Jean Sutherland,Justin G. Dyck,Elizabeth Turner,H.T. Bussell,David Finley,23,1.715,0.6,0.84,1.96,0.6,1.96,56.395,20,2,1.2791666666666666,en,['US'],"('Khiyla Aynne', 'Cailan Laine Punnewaert')",0
tt8021824,tvSeries,The Innocents,The Innocents,2018,2018,60,6.3,6205,Netflix,18,8021824,77400,2039397,2715384,2050631,1879225,4385546,1879225,Drama,Horror,Farren Blackburn,Jamie Donoughue,Farren Blackburn,Simon Duric,Hania Elkington,Corinna Faith,52,1.4,0.6,0.6,1.4,0.6,1.4,33.365,8,1,1.0,en,['GB'],"('Percelle Ascott', 'Sorcha Groundsell')",0
tt7569592,tvSeries,Chilling Adventures of Sabrina,Chilling Adventures of Sabrina,2018,2020,60,7.4,106119,Netflix,14,7569592,79242,2630745,2529335,8090030,1032600,683478,838198,Drama,Fantasy,Rob Seidenglanz,Alex Pillai,Rob Seidenglanz,Roberto Aguirre-Sacasa,Christianne Hedtke,Jenina Kibuka,60,6.371,0.6,0.6,1.176,4.154,1.176,162.984,36,2,2.3461666666666665,en,['US'],"('Kiernan Shipka', 'Ross Lynch')",0
tt8714904,tvSeries,Narcos: Mexico,Narcos: Mexico,2018,2021,50,8.4,91028,Netflix,18,8714904,80968,76166,104333,1215164,1223381,1661334,2091911,Crime,Drama,Andrés Baiz,Amat Escalante,Andrés Baiz,Carlo Bernard,Chris Brancato,Doug Miro,50,1.378,5.113,3.661,2.454,1.346,2.454,104.426,30,3,2.7343333333333337,en,['US'],"('Scoot McNairy', 'José María Yázpik')",0
tt6898970,tvSeries,Tidelands,Tidelands,2018,2018,60,6.8,8774,Netflix,18,6898970,83381,2207641,1329342,569838,1089736,1175458,1642908,Crime,Drama,Toa Fraser,Emma Freeman,Toa Fraser,Stephen M. Irwin,Nathan Mayfield,Leigh McGrath,60,0.6,0.6,1.4,1.407,0.852,1.407,52.857,8,1,1.0443333333333331,en,['AU'],"('Charlotte Best', 'Marco Pigossi')",0
tt8295472,tvSeries,The Order,The Order,2019,2020,60,6.7,32513,Netflix,18,8295472,82104,372773,2421483,259275,1018148,394012,5138,Drama,Fantasy,Mathias Herndl,Leslie Hope,Mathias Herndl,Dennis Heaton,Gorrman Lee,Shelley Eriksen,50,1.925,0.6,1.134,3.185,13.633,3.185,83.935,20,2,3.943666666666666,en,['US'],"('Jake Manley', 'Sarah Grey')",0
tt7949204,tvSeries,Chambers,Chambers,2019,2019,60,6.4,9395,Netflix,18,7949204,80055,1556992,8407221,2108496,4234,1488800,2978148,Drama,Fantasy,Alfonso Gomez-Rejon,Ti West,Alfonso Gomez-Rejon,Jason Gavin,Randy McKinnon,Leah Rachel,60,0.6,0.6,2.279,2.142,5.192,2.142,80.178,10,1,2.1591666666666662,en,['US'],"('Sivan Alyra Rose', 'Marcus LaVoi')",0
tt8778064,tvSeries,The Society,The Society,2019,2019,58,7.1,35644,Netflix,18,8778064,84647,10677408,6320621,450899,923423,1989536,341722,Drama,Mystery,Tara Nicole Weyr,Marc Webb,Tara Nicole Weyr,Rachel Alter,Emily Bensinger,Christopher Keyser,50,0.6,0.6,1.092,1.748,5.12,1.748,58.499,10,1,1.818,en,['US'],"('Kathryn Newton', 'Gideon Adlon')",0
tt8860450,tvMiniSeries,What/If,What/If,2019,2019,55,6.3,16602,Netflix,14,8860450,91363,445958,4772704,1332931,637518,1121978,2036500,Drama,Thriller,Phillip Noyce,Jessika Borsiczky,Phillip Noyce,Mike Kelley,Brenna Kouf,David Graziano,34,2.981,1.015,1.4,7.213,0.6,7.213,400.718,18,3,3.403666666666666,en,['US'],Jeffrey Wright,0
tt9134194,tvSeries,Trinkets,Trinkets,2019,2020,30,7.0,13141,Netflix,18,9134194,89852,3655562,2199696,809006,2871451,2351144,453270,Comedy,Crime,Sara St. Onge,Sherwin Shilati,Sara St. Onge,Amy Andelson,Emily Meyer,Kirsten Smith,25,0.84,0.6,0.855,1.22,1.176,1.22,55.257,20,2,0.9851666666666666,en,['US'],"('Brianna Hildebrand', 'Kiana Madeira')",0
tt8652642,tvSeries,Wu Assassins,Wu Assassins,2019,2019,44,6.4,14193,Netflix,18,8652642,86752,8627212,469813,4430515,1089736,298691,2749,Action,Crime,Toa Fraser,Stephen Fung,Toa Fraser,Jessica Chou,Tony Krantz,Yalun Tu,45,1.13,1.966,0.855,1.407,3.663,1.407,97.79,10,1,1.7380000000000002,en,['US'],"('Iko Uwais', 'Byron Mann')",0
tt6905542,tvSeries,The Dark Crystal: Age of Resistance,The Dark Crystal: Age of Resistance,2019,2019,60,8.4,26672,Netflix,7,6905542,71809,2731620,1113276,1345,504642,504642,504642,Adventure,Family,Louis Leterrier,Louis Leterrier,Louis Leterrier,Jeffrey Addiss,Richard Elliott,Jim Henson,51,0.6,1.4,12.133,7.669,7.669,7.669,58.866,10,1,6.19,en,"['GB', 'US']","('Taron Egerton', 'Anya Taylor-Joy')",0
tt9348692,tvSeries,Criminal: UK,Criminal: UK,2019,2020,43,7.7,20973,Netflix,18,9348692,92926,1637768,443047,1637768,1637768,1637768,1637768,Crime,Drama,Jim Field Smith,Jim Field Smith,Jim Field Smith,Jim Field Smith,George Kay,Jim Field Smith,43,2.819,1.387,2.819,2.819,2.819,2.819,70.012,7,2,2.5803333333333334,en,['GB'],"('Lee Ingleby', 'Katherine Kelly')",0
tt8509922,tvSeries,Dolly Parton's Heartstrings,Dolly Parton's Heartstrings,2019,2019,62,7.6,2383,Netflix,14,8509922,86456,1299,344196,5081,124079,1827614,281598,Comedy,Drama,Timothy Busfield,Erica Dunton,Timothy Busfield,Thomas Ian Griffith,Gary Grubbs,Mary Page Keller,65,15.299,4.933,7.526,11.602,1.422,11.602,33.346,8,1,8.730666666666666,en,['US'],Dolly Parton,0
tt7403736,tvSeries,V-Wars,V-Wars,2019,2019,60,6.0,14925,Netflix,18,7403736,81559,11181194,65949,11181193,877427,779830,1543846,Drama,Horror,Brad Turner,T.J. Scott,Brad Turner,Sam Beck,Philip Bedard,Charlie Cleven,42,0.6,0.6,0.6,1.796,4.216,1.796,35.361,10,1,1.6013333333333335,en,"['CA', 'US']","('Ian Somerhalder', 'Adrian Holmes')",0
tt7913450,tvSeries,Soundtrack,Soundtrack,2019,2019,56,6.8,2212,Netflix,16,7913450,96095,2085100,1127336,10305682,4610,335337,1846132,Drama,Musical,Karen Gaviola,Darren Grant,Karen Gaviola,Allyn Rachel,Joshua Safran,Khiyon Hursey,57,3.364,2.563,0.6,3.527,2.146,3.527,52.9,10,1,2.621166666666667,en,['US'],"('Paul James', 'Callie Hernandez')",0
tt7671598,tvSeries,Messiah,Messiah,2020,2020,43,7.6,46116,Netflix,18,7671598,81292,1821879,8334003,678104,574625,940668,574625,Drama,Mystery,James McTeigue,Kate Woods,James McTeigue,Michael Bond,Amy Louise Johnson,Michael Petroni,45,1.025,0.6,4.668,6.529,3.501,6.529,137.591,10,1,3.808666666666666,en,['US'],"('Mehdi Dehbi', 'Michelle Monaghan')",0
tt9117054,tvSeries,Spinning Out,Spinning Out,2020,2020,48,7.6,16512,Netflix,18,9117054,83050,6233868,1243646,528709,368602,20491,47425,Drama,Sport,Matthew Hastings,Elizabeth Allen Rosenbaum,Matthew Hastings,Leon Chills,Elizabeth Higgins Clark,Jenny Lynn,50,0.6,0.6,0.6,1.83,4.37,1.83,50.125,10,1,1.6383333333333334,en,['US'],"('Kaya Scodelario', 'January Jones')",0
tt8826128,tvSeries,October Faction,October Faction,2020,2020,39,6.2,12216,Netflix,18,8826128,93826,454307,5698260,632051,1962311,1227,292468,Adventure,Drama,Director X,Megan Follows,Director X,Damian Kindler,Keely MacDonald,Steve Niles,40,2.901,0.6,1.424,2.555,16.104,2.555,62.552,10,1,4.3565,en,['US'],"('Aurora Burghart', 'Megan Follows')",0
tt9698480,tvMiniSeries,The Stranger,The Stranger,2020,2020,363,7.3,56928,Netflix,18,9698480,96608,1454192,110662,285795,1637821,703854,1637821,Crime,Drama,Daniel O'Hara,Hannah Quinn,Daniel O'Hara,Harlan Coben,Daniel Brocklehurst,Mick Ford,50,21.435,2.517,6.351,0.715,0.6,0.715,69.371,8,1,5.388833333333333,en,['GB'],"('Richard Armitage', 'Siobhan Finneran')",0
tt9426290,tvSeries,Queen Sono,Queen Sono,2020,2020,43,6.2,1368,Netflix,18,9426290,96676,1616879,6004756,1616879,1616879,6838196,1616879,Action,Crime,Kagiso Lediga,Tebogo Malope,Kagiso Lediga,Kagiso Lediga,Karabo Lediga,Kagiso Lediga,45,4.339,0.6,4.339,4.339,0.6,4.339,20.114,6,1,3.0926666666666667,en,['ZA'],"('Pearl Thusi', 'Vuyo Dabula')",0
tt8741648,tvSeries,The Letter for the King,The Letter for the King,2020,2020,0,6.0,8238,Netflix,7,8741648,99356,204030,1096337,187912,3110964,1790560,391739,Action,Adventure,Felix Thompson,Charles Martin,Felix Thompson,William Davies,Tonke Dragt,Harry Cripps,47,1.504,1.38,10.693,1.96,1.686,1.96,15.89,6,1,3.1971666666666665,en,"['GB', 'US']","('Amir Wilson', 'Ruby Ashbourne Serkis')",0
tt8403664,tvMiniSeries,The English Game,The English Game,2020,2020,281,7.6,16627,Netflix,14,8403664,100052,11434749,153166,4088065,299563,1122945,299563,Drama,History,Tim Fywell,Birgitte Stærmose,Tim Fywell,Richard Barber,Tony Charles,Edward Charlton,47,1.38,0.6,0.6,6.087,0.6,6.087,36.273,6,1,2.559,en,['GB'],"('Kevin Guthrie', 'Edward Holcroft')",0
tt9827854,tvMiniSeries,Hollywood,Hollywood,2020,2020,347,7.5,40005,Netflix,18,9827854,87050,107302,614682,1424318,4270072,881461,590889,Drama,History,Janet Mock,Michael Uppendahl,Janet Mock,Ian Brennan,Ryan Murphy,Hernando Cortes Watson,50,3.39,8.337,3.39,1.814,1.923,1.814,87.761,7,1,3.4446666666666665,en,['US'],"('David Corenswet', 'Darren Criss')",0
tt9073958,tvSeries,White Lines,White Lines,2020,2020,60,6.6,18234,Netflix,18,9073958,90265,1210565,4674670,2943989,358327,1060986,915416,Crime,Drama,Nick Hamm,Luis Prieto,Nick Hamm,Álex Pina,Ed Wethered,David Barrocal,55,12.137,0.6,0.974,2.1,1.96,2.1,41.517,10,1,3.311833333333334,en,['GB'],"('Laura Haddock', 'Nuno Lopes')",0
tt12574336,tvSeries,Homemade,Homemade,2020,0,138,6.1,877,Netflix,18,12574336,105465,2213147,1883257,585747,3235877,1135329,1290515,Drama,Drama,Ana Lily Amirpour,Natalia Beristain,Ana Lily Amirpour,Juan de Dios Larraín,Pablo Larraín,Lorenzo Mieli,17,1.4,2.824,2.864,2.091,1.4,2.091,98.814,17,1,2.111666666666667,en,['US'],Not Available,0
tt8210856,tvSeries,Cursed,Cursed,2020,2020,60,6.0,32279,Netflix,18,8210856,83125,588340,1117226,923980,1113890,626706,297489,Adventure,Drama,Jon East,Daniel Nettheim,Jon East,Frank Miller,Tom Wheeler,William Wheeler,60,4.891,5.085,1.632,0.6,1.105,0.6,92.305,10,1,2.318833333333333,en,['GB'],"('Katherine Langford', 'Devon Terrell')",0
tt8787802,tvSeries,Away,Away,2020,2020,50,6.6,25436,Netflix,14,8787802,89233,6999214,2629489,10400269,101741,104851,400486,Drama,Romance,David Boyd,Charlotte Brändström,David Boyd,Andrew Hinderaker,Chris Jones,Aditi Brennan Kapil,60,1.383,0.6,1.932,2.374,6.255,2.374,170.367,10,1,2.486333333333333,en,['US'],"('Hilary Swank', 'Mark Ivanir')",0
tt12313074,tvMiniSeries,Social Distance,Social Distance,2020,2020,0,6.0,710,Netflix,16,12313074,110862,4977841,918853,3612790,1449136,8971,55493,Comedy,Drama,Anya Adams,Phil Abraham,Anya Adams,Heather Jeng Bladt,Hilary Weisman Graham,Tara Herrmann,23,0.6,0.828,0.6,1.4,1.252,1.4,8.71,8,1,1.0133333333333332,en,['US'],Not Available,0
tt10473150,tvSeries,Grand Army,Grand Army,2020,2020,0,7.5,8709,Netflix,18,10473150,104229,6619196,8407221,1960849,1036574,811611,2064480,Drama,Drama,Silas Howard,So Yong Kim,Silas Howard,Katie Cappiello,Randy McKinnon,Ming Peiffer,53,0.98,0.6,0.6,0.708,1.617,0.708,63.059,9,1,0.8688333333333332,en,['US'],"(""Odessa A'zion"", 'Odley Jean')",0
tt9421868,tvSeries,Selena: The Series,Selena: The Series,2020,2021,40,7.0,4907,Netflix,7,9421868,97180,8700306,3196204,4160695,1659777,2048922,1659777,Biography,Drama,Hiromi Kamata,Katina Medina Mora,Hiromi Kamata,Pamela Garcia Rooney,Jessica Lopez,Jorge Ramirez-Martinez,40,0.6,0.6,0.6,4.305,2.148,4.305,78.756,18,1,2.0929999999999995,en,['US'],"('Christian Serratos', 'Gabriel Chavarria')",0
tt10767748,tvSeries,Tiny Pretty Things,Tiny Pretty Things,2020,2020,60,5.9,10295,Netflix,18,10767748,113246,12145551,6858872,7309344,716813,1219,367524,Drama,Mystery,Samir Rehem,Gary Fleder,Samir Rehem,Stuti Malhotra,Azia Squire,Aiyana White,59,0.6,0.6,0.98,1.587,4.017,1.587,47.348,10,1,1.5618333333333334,en,['US'],"('Brennan Clost', 'Barton Cowperthwaite')",0
tt12083014,tvSeries,Zero Chill,Zero Chill,2021,2021,35,5.7,1749,Netflix,13,12083014,120849,1011079,1718999,1254838,388745,1318214,388745,Comedy,Drama,Tessa Hoffe,Angelo Abela,Tessa Hoffe,Kirstie Falkous,John Regier,Adam Usden,35,1.531,1.531,0.6,1.4,1.96,1.4,24.806,10,1,1.4036666666666664,en,['GB'],"('Grace Beedie', 'Dakota Taylor')",0
tt10893694,tvSeries,The Irregulars,The Irregulars,2021,2021,0,6.1,16799,Netflix,14,10893694,98187,3635428,12155775,3635428,13140,12181762,4299757,Crime,Drama,Joss Agnew,Johnny Allan,Joss Agnew,Tom Bidwell,Sarah Simmonds,Tom Bidwell,53,0.84,0.6,0.84,1.22,0.6,1.22,32.396,8,1,0.8866666666666666,en,['GB'],"('Henry Lloyd-Hughes', 'Royce Pierreson')",0
tt5774002,tvSeries,Jupiter's Legacy,Jupiter's Legacy,2021,2021,56,6.7,40654,Netflix,18,5774002,93484,6269516,215299,2629398,104851,6501824,215299,Action,Adventure,Charlotte Brändström,Christopher J. Byrne,Charlotte Brändström,Julia Cooperman,Steven S. DeKnight,Henry G.M. Jones,45,0.6,2.558,1.214,6.255,0.6,6.255,62.042,8,1,2.9136666666666664,en,['US'],"('Josh Duhamel', 'Ben Daniels')",0
tt9073940,tvSeries,Hit & Run,Hit & Run,2021,2021,60,7.0,10740,Netflix,18,9073940,124416,7216957,696518,2443797,1450065,3163149,54954,Action,Crime,Neasa Hardiman,Rotem Shamir,Neasa Hardiman,Avi Issacharoff,Dawn Prestwich,Lior Raz,48,0.982,1.4,7.836,2.278,1.094,2.278,52.275,9,1,2.6446666666666667,en,['IL'],"('Lior Raz', 'Kaelen Ohm')",0
tt1267295,tvSeries,Cowboy Bebop,Cowboy Bebop,2021,2021,58,6.7,42944,Netflix,14,1267295,30991,8331903,2391773,1236653,3421685,3150,3421685,Action,Adventure,Alex Garcia Lopez,Michael Katleman,Alex Garcia Lopez,Sean Cummings,Karl Taro Greenfeld,Christopher L. Yost,25,0.6,1.4,5.957,1.4,1.652,1.4,217.185,26,1,2.0681666666666665,ja,['JP'],"('Koichi Yamadera', 'Unsho Ishizuka')",0
tt4160920,tvSeries,Richie Rich,Richie Rich,2015,2015,22,3.3,1309,Netflix,7,4160920,62626,2621227,3130543,2773767,4597,507629,483302,Comedy,Comedy,Adam Weissman,Phill Lewis,Adam Weissman,Jeff Hodsden,Sid Jacobson,Tim Pollock,21,0.6,0.6,0.6,1.872,5.49,1.872,107.874,21,2,1.839,en,['US'],"('Jake Brennan', 'Brooke Wexler')",0
tt3339966,tvSeries,Unbreakable Kimmy Schmidt,Unbreakable Kimmy Schmidt,2015,2020,30,7.6,77607,Netflix,14,3339966,61671,1061622,275486,2337847,788426,257554,565063,Comedy,Comedy,Tristram Shapeero,Michael Engler,Tristram Shapeero,Robert Carlock,Tina Fey,Sam Means,30,1.967,21.752,1.273,1.495,0.6,1.495,921.924,51,4,4.7636666666666665,en,['US'],"('Ellie Kemper', 'Tituss Burgess')",0
tt4341500,tvMiniSeries,Wet Hot American Summer: First Day of Camp,Wet Hot American Summer: First Day of Camp,2015,2015,30,7.3,24990,Netflix,18,4341500,61967,3975695,3636582,1812566,906476,906476,906476,Comedy,Comedy,David Wain,David Wain,David Wain,Sarah-Violet Bliss,Lauren Caltagirone,Joe DeRosa,30,1.181,0.6,1.139,8.334,8.334,8.334,85.605,8,1,4.653666666666667,en,['US'],"('Janeane Garofalo', 'Molly Shannon')",0
tt4861760,tvSeries,Project Mc²,Project Mc²,2015,2017,26,6.2,1251,Netflix,0,4861760,63454,35076,36961,2169608,295919,2991889,1060984,Family,Family,Ken Friss,Michael Younesi,Ken Friss,Jordana Arkin,Elaine Aronson,Kathy Fischer,30,1.417,0.6,0.6,0.6,0.6,0.6,32.7,26,6,0.7361666666666666,en,['US'],"('Mika Abdalla', 'Ysa Penarejo')",0
tt4574708,tvSeries,W/Bob and David,W/Bob and David,2015,2015,30,7.3,4604,Netflix,18,4574708,64113,42006,189144,388875,874133,316139,938471,Comedy,Comedy,Keith Truesdell,Tom Gianas,Keith Truesdell,Scott Aukerman,David Cross,Eric Hoffman,30,1.204,20.792,0.6,1.071,0.6,1.071,48.055,5,1,4.223,en,['US'],"('David Cross', 'Bob Odenkirk')",0
