imdb_id,tmdb_id,Title,titleType,startYear,endYear,Streamer,Age,genre_1,genre_2,creator/actor?,origin_language,director_1_name,director_2_name,originalTitle,writer_1_imdb#,writer_2_imdb#,writer_3_imdb#,director_1_imdb#,director_2_imdb#,director_3_imdb#,director_3_name,writer_1_name,writer_2_name,writer_3_name,ep_run_times,writer_1_pop,writer_2_pop,writer_3_pop,director_1_pop,director_2_pop,director_3_pop,tmdb_popularity,no_of_ep,no_of_seasons,first_country,second_country,actor_1_pop,actor_2_pop,actor_1_name,actor_2_name,cast_pop,team_popularity,imdb_rating,imdb_no_votes,total_popularity
1856010,1425,House of Cards,tvSeries,2013,2018,Netflix,18,Drama,Drama,0,en,James Foley,Robin Wright,House of Cards,203577,229645,2802722,1226,705,171315,John David Coles,Andrew Davies,Michael Dobbs,Beau Willimon,73,6.6,1.4,5.2,7.0,22.5,2.8,889.4,73,6,US,US,35.6,26.5,Robin Wright, Michael Kelly,31.0,7.6,8.6,525135,5.76
2309295,42295,Hemlock Grove,tvSeries,2013,2015,Netflix,18,Drama,Fantasy,0,en,Carl Tibbetts,Floria Sigismondi,Hemlock Grove,2992029,794106,290130,3393440,797455,7008,David Petrarca,Brian McGreevy,Lee Shipman,David Paul Francis,60,1.4,1.4,2.3,1.5,3.0,4.9,134.7,33,3,US,US,18.5,58.3,Landon Liboiron, Bill Skarsgård,38.4,2.4,7.0,42205,4.58
2372162,1424,Orange Is the New Black,tvSeries,2013,2019,Netflix,18,Comedy,Crime,0,en,Andrew McCarthy,Phil Abraham,Orange Is the New Black,463176,5246353,6371396,530,8971,872841,Michael Trim,Jenji Kohan,Piper Kerman,Anthony Natoli,60,2.6,2.6,0.6,14.8,1.3,0.6,278.5,91,7,US,US,28.4,12.3,Taylor Schilling, Natasha Lyonne,20.4,3.7,8.0,316768,5.32
2189461,60699,Marco Polo,tvSeries,2014,2016,Netflix,18,Action,Adventure,0,en,Daniel Minahan,David Petrarca,Marco Polo,299301,4063095,3250138,590889,7008,2399,Alik Sakharov,John Fusco,Matthew White,Noelle Valdivia,60,3.3,0.6,0.6,2.6,4.9,1.4,167.2,20,2,US,US,18.3,24.4,Lorenzo Richelmy, Benedict Wong,21.4,2.2,8.0,77293,5.04
3520702,61986,Bloodline,tvSeries,2015,2017,Netflix,18,Drama,Thriller,0,en,Mikael Håfström,Todd A. Kessler,Bloodline,450331,450393,954664,405632,450393,80601,Ed Bianchi,Glenn Kessler,Todd A. Kessler,Daniel Zelman,60,1.5,1.4,4.7,2.6,1.4,1.0,240.1,33,3,US,US,34.3,32.8,Kyle Chandler, Linda Cardellini,33.6,2.1,7.9,57529,5.01
3322312,61889,Daredevil,tvSeries,2015,2018,Netflix,18,Action,Crime,0,en,Phil Abraham,Stephen Surjik,Daredevil,1152450,1206844,498278,8971,839660,387486,Peter Hoar,Bill Everett,Drew Goddard,Stan Lee,52,0.6,9.8,14.2,1.3,4.3,2.9,354.4,39,3,US,US,37.4,40.5,Charlie Cox, Deborah Ann Woll,38.9,5.5,8.6,466426,5.61
2431438,61664,Sense8,tvSeries,2015,2018,Netflix,18,Drama,Mystery,0,en,Lana Wachowski,Lilly Wachowski,Sense8,833089,905154,905152,905154,905152,574625,James McTeigue,J. Michael Straczynski,Lana Wachowski,Lilly Wachowski,60,4.4,20.5,9.5,20.5,9.5,6.5,217.9,24,2,US,US,31.7,17.8,Miguel Ángel Silvestre, Max Riemelt,24.8,11.8,8.2,161239,5.25
2707408,63351,Narcos,tvSeries,2015,2017,Netflix,18,Biography,Crime,0,en,Andrés Baiz,Josef Kubota Wladyka,Narcos,76166,104333,1215164,1223381,2129610,2036500,Fernando Coimbra,Carlo Bernard,Chris Brancato,Doug Miro,57,1.4,5.1,3.7,2.5,4.1,0.6,194.3,30,3,US,US,128.3,21.5,Pedro Pascal, Matias Varela,74.9,2.9,8.8,459579,5.58
2357547,38472,Jessica Jones,tvSeries,2015,2019,Netflix,18,Action,Crime,0,en,Stephen Surjik,Jennifer Getzinger,Jessica Jones,1144314,7584292,742279,839660,315298,3802,Uta Briesewitz,Brian Michael Bendis,Michael Gaydos,Melissa Rosenberg,52,1.5,0.6,5.1,4.3,2.2,2.5,213.8,39,3,US,US,39.1,35.9,Krysten Ritter, Rachael Taylor,37.5,2.7,7.9,224144,5.19
4592410,65345,The Get Down,tvSeries,2016,2017,Netflix,18,Drama,Music,0,en,Ed Bianchi,Mack Williams,The Get Down,12289,525303,3228766,80601,2425863,76997,Andrew Bernstein,Stephen Adly Guirgis,Baz Luhrmann,Jacqui Rivera,52,3.4,5.3,0.6,1.0,0.8,1.8,62.1,11,1,US,US,40.0,22.6,Justice Smith, Shameik Moore,31.3,2.2,8.2,23465,4.79
3322314,62126,Luke Cage,tvSeries,2016,2018,Netflix,18,Action,Crime,0,en,Andy Goddard,Marc Jobst,Luke Cage,1854539,2745499,739661,323758,1305344,424800,Clark Johnson,Cheo Hodari Coker,Archie Goodwin,John Romita Sr.,46,1.7,0.8,1.3,1.3,1.8,7.6,195.0,26,2,US,US,29.8,16.1,Mike Colter, Alfre Woodard,23.0,2.4,7.3,137913,4.91
4635282,69061,The OA,tvSeries,2016,2019,Netflix,18,Drama,Fantasy,0,en,Zal Batmanglij,Andrew Haigh,The OA,2610231,1779870,5505530,2610231,354091,2326407,Zal Batmanglij,Zal Batmanglij,Brit Marling,Dominic Orlando,60,3.3,17.6,1.0,3.3,2.7,3.3,149.3,16,2,US,US,39.2,37.3,Brit Marling, Jason Isaacs,38.2,5.2,7.8,113218,5.01
4834206,65294,A Series of Unfortunate Events,tvSeries,2017,2019,Netflix,7,Adventure,Comedy,0,en,Barry Sonnenfeld,Bo Welch,A Series of Unfortunate Events,3321780,1428524,6220567,1756,919514,657372,Barry Sonnenfeld,Joshua Conkel,Emily Fox,Sigrid Gilmer,52,0.6,0.9,1.0,6.9,7.2,6.9,297.5,25,3,US,US,37.9,30.6,Neil Patrick Harris, Patrick Warburton,34.3,3.9,7.8,65625,5.03
3322310,62127,Iron Fist,tvSeries,2017,2018,Netflix,18,Action,Adventure,0,en,Stephen Surjik,John Dahl,Iron Fist,118420,437314,859471,839660,1093,1879225,Stephen Surjik,Scott Buck,Gil Kane,Roy Thomas,55,2.9,1.3,2.8,4.3,5.3,4.3,96.9,23,2,US,US,32.9,44.5,Finn Jones, Jessica Henwick,38.7,3.5,6.4,137876,4.51
1837492,66788,13 Reasons Why,tvSeries,2017,2020,Netflix,18,Drama,Mystery,0,en,Kyle Patrick Alvarez,John T. Kretchmer,13 Reasons Why,4311145,5039329,9507493,1547859,470971,517877,Kyle Patrick Alvarez,Jay Asher,Brian Yorkey,Julia Bicknell,57,0.6,1.2,0.7,3.6,11.5,3.6,162.0,49,4,US,US,25.1,5.3,Dylan Minnette, Grace Saif,15.2,3.5,7.5,311088,5.07
6928052,72462,Free Rein,tvSeries,2017,2019,Netflix,0,Action,Adventure,0,en,Rob Burke,Dusan Lazarevic,Free Rein,3278413,1590372,2283188,1637400,1595299,1398781,Rob Burke,Vicki Lutas,Anna McCleery,Kevin Rundle,26,1.4,1.4,0.8,0.8,0.6,0.8,115.1,30,3,US,US,17.8,23.8,Jaylen Barron, Celine Buckens,20.8,1.0,7.2,2432,4.22
5503718,66939,Gypsy,tvSeries,2017,2017,Netflix,18,Drama,Thriller,0,en,Coky Giedroyc,Victoria Mahoney,Gypsy,2599842,4568816,413005,317328,537199,2399,Coky Giedroyc,Jonathan Caren,Lisa Rubin,Sean Jablonski,51,0.6,1.4,1.2,1.2,2.4,1.2,67.3,10,1,US,US,36.8,41.6,Naomi Watts, Billy Crudup,39.2,1.3,6.7,18424,4.26
6076336,73602,Greenhouse Academy,tvSeries,2017,2020,Netflix,7,Adventure,Comedy,0,en,Roee Florentin,Amir Mann,Greenhouse Academy,2073166,1328493,1052109,1937128,1166154,1937128,Roee Florentin,Giora Chamizer,Paula Yoo,Janae Bakken,30,0.8,1.0,0.6,0.6,0.6,0.6,59.6,40,4,US,US,9.0,10.3,Ariel Mortman, Finn Roberts,9.6,0.7,6.6,6800,4.07
5290382,67744,Mindhunter,tvSeries,2017,2019,Netflix,18,Crime,Drama,0,en,David Fincher,Carl Franklin,Mindhunter,235123,647833,671856,399,2083,1497918,David Fincher,John Douglas,Mark Olshaker,Joe Penhall,50,0.6,1.0,4.9,20.0,1.9,20.0,207.5,19,2,US,US,13.7,25.2,Jonathan Groff, Holt McCallany,19.4,8.1,8.6,324435,5.48
5675620,67178,The Punisher,tvSeries,2017,2019,Netflix,18,Action,Crime,0,en,Jim O'Hanlon,Antonio Campos,The Punisher,2613887,176689,1479450,1317262,1290515,4945419,Jim O'Hanlon,Ross Andru,Gerry Conway,Ken Kristensen,53,1.1,5.2,1.3,1.2,3.1,1.2,264.5,26,2,US,US,74.4,32.3,Jon Bernthal, Ben Barnes,53.4,2.2,8.5,258863,5.45
2261227,68421,Altered Carbon,tvSeries,2018,2020,Netflix,18,Action,Drama,0,en,Jeremy Webb,Nick Hurran,Altered Carbon,436164,3975029,219719,2007278,403541,323758,Jeremy Webb,Laeta Kalogridis,Richard Morgan,Nevin Densham,50,4.2,0.6,0.6,0.7,2.2,0.7,619.3,18,2,US,US,35.5,32.1,Anthony Mackie, Renée Elise Goldsberry,33.8,1.5,7.9,185267,5.32
6297682,75540,Seven Seconds,tvMiniSeries,2018,2018,Netflix,18,Crime,Drama,0,en,Coky Giedroyc,Ernest R. Dickerson,Seven Seconds,4021775,1184198,2800988,317328,225416,1129,Coky Giedroyc,Yuriy Bykov,John Lopez,Evangeline Ordaz,55,0.6,0.6,0.6,1.2,10.4,1.2,250.6,10,1,US,US,19.0,18.5,Clare-Hope Ashitey, Michael Mosley,18.8,2.4,7.7,19279,4.79
5232792,3051,Lost in Space,tvSeries,2018,2021,Netflix,7,Adventure,Drama,0,en,Tim Southam,Stephen Surjik,Lost in Space,740,1948885,2332952,816074,839660,394012,Tim Southam,Irwin Allen,Matt Sazama,Burk Sharpless,60,6.1,1.6,3.4,1.5,4.3,1.5,282.2,83,3,US,US,21.1,27.6,Guy Williams, June Lockhart,24.4,3.1,7.3,104328,4.92
7692572,79892,Ponysitters Club,tvSeries,2017,2018,Netflix,0,Family,Family,0,en,Justin G. Dyck,Emma Jean Sutherland,Ponysitters Club,10014555,10014041,278031,3452373,5650585,5028410,Justin G. Dyck,Elizabeth Turner,H.T. Bussell,David Finley,23,1.7,0.6,0.8,2.0,0.6,2.0,56.4,20,2,US,US,3.1,4.8,Khiyla Aynne, Cailan Laine Punnewaert,4.0,1.3,6.3,130,3.39
8021824,77400,The Innocents,tvSeries,2018,2018,Netflix,18,Drama,Horror,0,en,Farren Blackburn,Jamie Donoughue,The Innocents,2039397,2715384,2050631,1879225,4385546,1879225,Farren Blackburn,Simon Duric,Hania Elkington,Corinna Faith,52,1.4,0.6,0.6,1.4,0.6,1.4,33.4,8,1,GB,GB,10.8,8.5,Percelle Ascott, Sorcha Groundsell,9.7,1.0,6.3,6205,3.87
7569592,79242,Chilling Adventures of Sabrina,tvSeries,2018,2020,Netflix,14,Drama,Fantasy,0,en,Rob Seidenglanz,Alex Pillai,Chilling Adventures of Sabrina,2630745,2529335,8090030,1032600,683478,838198,Rob Seidenglanz,Roberto Aguirre-Sacasa,Christianne Hedtke,Jenina Kibuka,60,6.4,0.6,0.6,1.2,4.2,1.2,163.0,36,2,US,US,48.4,17.1,Kiernan Shipka, Ross Lynch,32.7,2.3,7.4,106119,4.88
8714904,80968,Narcos: Mexico,tvSeries,2018,2021,Netflix,18,Crime,Drama,0,en,Andrés Baiz,Amat Escalante,Narcos: Mexico,76166,104333,1215164,1223381,1661334,2091911,Andrés Baiz,Carlo Bernard,Chris Brancato,Doug Miro,50,1.4,5.1,3.7,2.5,1.3,2.5,104.4,30,3,US,US,53.5,14.0,Scoot McNairy, José María Yázpik,33.8,2.7,8.4,91028,5.13
6898970,83381,Tidelands,tvSeries,2018,2018,Netflix,18,Crime,Drama,0,en,Toa Fraser,Emma Freeman,Tidelands,2207641,1329342,569838,1089736,1175458,1642908,Toa Fraser,Stephen M. Irwin,Nathan Mayfield,Leigh McGrath,60,0.6,0.6,1.4,1.4,0.9,1.4,52.9,8,1,AU,AU,15.0,21.1,Charlotte Best, Marco Pigossi,18.0,1.0,6.8,8774,4.16
8295472,82104,The Order,tvSeries,2019,2020,Netflix,18,Drama,Fantasy,0,en,Mathias Herndl,Leslie Hope,The Order,372773,2421483,259275,1018148,394012,5138,Mathias Herndl,Dennis Heaton,Gorrman Lee,Shelley Eriksen,50,1.9,0.6,1.1,3.2,13.6,3.2,83.9,20,2,US,US,18.0,22.2,Jake Manley, Sarah Grey,20.1,3.9,6.7,32513,4.38
7949204,80055,Chambers,tvSeries,2019,2019,Netflix,18,Drama,Fantasy,0,en,Alfonso Gomez-Rejon,Ti West,Chambers,1556992,8407221,2108496,4234,1488800,2978148,Alfonso Gomez-Rejon,Jason Gavin,Randy McKinnon,Leah Rachel,60,0.6,0.6,2.3,2.1,5.2,2.1,80.2,10,1,US,US,5.2,8.0,Sivan Alyra Rose, Marcus LaVoi,6.6,2.2,6.4,9395,4.09
8778064,84647,The Society,tvSeries,2019,2019,Netflix,18,Drama,Mystery,0,en,Tara Nicole Weyr,Marc Webb,The Society,10677408,6320621,450899,923423,1989536,341722,Tara Nicole Weyr,Rachel Alter,Emily Bensinger,Christopher Keyser,50,0.6,0.6,1.1,1.7,5.1,1.7,58.5,10,1,US,US,47.8,16.2,Kathryn Newton, Gideon Adlon,32.0,1.8,7.1,35644,4.47
8860450,91363,What/If,tvMiniSeries,2019,2019,Netflix,14,Drama,Thriller,0,en,Phillip Noyce,Jessika Borsiczky,What/If,445958,4772704,1332931,637518,1121978,2036500,Phillip Noyce,Mike Kelley,Brenna Kouf,David Graziano,34,3.0,1.0,1.4,7.2,0.6,7.2,400.7,18,3,US,US,58.7,58.7,Jeffrey Wright,Jeffrey Wright,58.7,3.4,6.3,16602,4.37
9134194,89852,Trinkets,tvSeries,2019,2020,Netflix,18,Comedy,Crime,0,en,Sara St. Onge,Sherwin Shilati,Trinkets,3655562,2199696,809006,2871451,2351144,453270,Sara St. Onge,Amy Andelson,Emily Meyer,Kirsten Smith,25,0.8,0.6,0.9,1.2,1.2,1.2,55.3,20,2,US,US,50.2,38.6,Brianna Hildebrand, Kiana Madeira,44.4,1.0,7.0,13141,4.29
8652642,86752,Wu Assassins,tvSeries,2019,2019,Netflix,18,Action,Crime,0,en,Toa Fraser,Stephen Fung,Wu Assassins,8627212,469813,4430515,1089736,298691,2749,Toa Fraser,Jessica Chou,Tony Krantz,Yalun Tu,45,1.1,2.0,0.9,1.4,3.7,1.4,97.8,10,1,US,US,48.8,28.9,Iko Uwais, Byron Mann,38.9,1.7,6.4,14193,4.18
6905542,71809,The Dark Crystal: Age of Resistance,tvSeries,2019,2019,Netflix,7,Adventure,Family,0,en,Louis Leterrier,Louis Leterrier,The Dark Crystal: Age of Resistance,2731620,1113276,1345,504642,504642,504642,Louis Leterrier,Jeffrey Addiss,Richard Elliott,Jim Henson,51,0.6,1.4,12.1,7.7,7.7,7.7,58.9,10,1,GB,US,36.8,62.8,Taron Egerton, Anya Taylor-Joy,49.8,6.2,8.4,26672,4.87
9348692,92926,Criminal: UK,tvSeries,2019,2020,Netflix,18,Crime,Drama,0,en,Jim Field Smith,Jim Field Smith,Criminal: UK,1637768,443047,1637768,1637768,1637768,1637768,Jim Field Smith,Jim Field Smith,George Kay,Jim Field Smith,43,2.8,1.4,2.8,2.8,2.8,2.8,70.0,7,2,GB,GB,23.3,21.7,Lee Ingleby, Katherine Kelly,22.5,2.6,7.7,20973,4.62
8509922,86456,Dolly Parton's Heartstrings,tvSeries,2019,2019,Netflix,14,Comedy,Drama,0,en,Timothy Busfield,Erica Dunton,Dolly Parton's Heartstrings,1299,344196,5081,124079,1827614,281598,Timothy Busfield,Thomas Ian Griffith,Gary Grubbs,Mary Page Keller,65,15.3,4.9,7.5,11.6,1.4,11.6,33.3,8,1,US,US,16.6,16.6,Dolly Parton,Dolly Parton,16.6,8.7,7.6,2383,4.17
7403736,81559,V-Wars,tvSeries,2019,2019,Netflix,18,Drama,Horror,0,en,Brad Turner,T.J. Scott,V-Wars,11181194,65949,11181193,877427,779830,1543846,Brad Turner,Sam Beck,Philip Bedard,Charlie Cleven,42,0.6,0.6,0.6,1.8,4.2,1.8,35.4,10,1,CA,US,51.2,25.8,Ian Somerhalder, Adrian Holmes,38.5,1.6,6.0,14925,3.91
7913450,96095,Soundtrack,tvSeries,2019,2019,Netflix,16,Drama,Musical,0,en,Karen Gaviola,Darren Grant,Soundtrack,2085100,1127336,10305682,4610,335337,1846132,Karen Gaviola,Allyn Rachel,Joshua Safran,Khiyon Hursey,57,3.4,2.6,0.6,3.5,2.1,3.5,52.9,10,1,US,US,16.9,13.9,Paul James, Callie Hernandez,15.4,2.6,6.8,2212,3.96
7671598,81292,Messiah,tvSeries,2020,2020,Netflix,18,Drama,Mystery,0,en,James McTeigue,Kate Woods,Messiah,1821879,8334003,678104,574625,940668,574625,James McTeigue,Michael Bond,Amy Louise Johnson,Michael Petroni,45,1.0,0.6,4.7,6.5,3.5,6.5,137.6,10,1,US,US,9.9,100.9,Mehdi Dehbi, Michelle Monaghan,55.4,3.8,7.6,46116,4.8
9117054,83050,Spinning Out,tvSeries,2020,2020,Netflix,18,Drama,Sport,0,en,Matthew Hastings,Elizabeth Allen Rosenbaum,Spinning Out,6233868,1243646,528709,368602,20491,47425,Matthew Hastings,Leon Chills,Elizabeth Higgins Clark,Jenny Lynn,50,0.6,0.6,0.6,1.8,4.4,1.8,50.1,10,1,US,US,68.8,67.6,Kaya Scodelario, January Jones,68.2,1.6,7.6,16512,4.51
8826128,93826,October Faction,tvSeries,2020,2020,Netflix,18,Adventure,Drama,0,en,Director X,Megan Follows,October Faction,454307,5698260,632051,1962311,1227,292468,Director X,Damian Kindler,Keely MacDonald,Steve Niles,40,2.9,0.6,1.4,2.6,16.1,2.6,62.6,10,1,US,US,3.8,16.7,Aurora Burghart, Megan Follows,10.3,4.4,6.2,12216,4.03
9698480,96608,The Stranger,tvMiniSeries,2020,2020,Netflix,18,Crime,Drama,0,en,Daniel O'Hara,Hannah Quinn,The Stranger,1454192,110662,285795,1637821,703854,1637821,Daniel O'Hara,Harlan Coben,Daniel Brocklehurst,Mick Ford,50,21.4,2.5,6.4,0.7,0.6,0.7,69.4,8,1,GB,GB,70.9,23.1,Richard Armitage, Siobhan Finneran,47.0,5.4,7.3,56928,4.63
9426290,96676,Queen Sono,tvSeries,2020,2020,Netflix,18,Action,Crime,0,en,Kagiso Lediga,Tebogo Malope,Queen Sono,1616879,6004756,1616879,1616879,6838196,1616879,Kagiso Lediga,Kagiso Lediga,Karabo Lediga,Kagiso Lediga,45,4.3,0.6,4.3,4.3,0.6,4.3,20.1,6,1,ZA,ZA,15.7,2.2,Pearl Thusi, Vuyo Dabula,8.9,3.1,6.2,1368,3.55
8741648,99356,The Letter for the King,tvSeries,2020,2020,Netflix,7,Action,Adventure,0,en,Felix Thompson,Charles Martin,The Letter for the King,204030,1096337,187912,3110964,1790560,391739,Felix Thompson,William Davies,Tonke Dragt,Harry Cripps,47,1.5,1.4,10.7,2.0,1.7,2.0,15.9,6,1,GB,US,13.9,16.7,Amir Wilson, Ruby Ashbourne Serkis,15.3,3.2,6.0,8238,3.71
8403664,100052,The English Game,tvMiniSeries,2020,2020,Netflix,14,Drama,History,0,en,Tim Fywell,Birgitte Stærmose,The English Game,11434749,153166,4088065,299563,1122945,299563,Tim Fywell,Richard Barber,Tony Charles,Edward Charlton,47,1.4,0.6,0.6,6.1,0.6,6.1,36.3,6,1,GB,GB,13.5,8.7,Kevin Guthrie, Edward Holcroft,11.1,2.6,7.6,16627,4.46
9827854,87050,Hollywood,tvMiniSeries,2020,2020,Netflix,18,Drama,History,0,en,Janet Mock,Michael Uppendahl,Hollywood,107302,614682,1424318,4270072,881461,590889,Janet Mock,Ian Brennan,Ryan Murphy,Hernando Cortes Watson,50,3.4,8.3,3.4,1.8,1.9,1.8,87.8,7,1,US,US,45.1,27.2,David Corenswet, Darren Criss,36.1,3.4,7.5,40005,4.68
9073958,90265,White Lines,tvSeries,2020,2020,Netflix,18,Crime,Drama,0,en,Nick Hamm,Luis Prieto,White Lines,1210565,4674670,2943989,358327,1060986,915416,Nick Hamm,Álex Pina,Ed Wethered,David Barrocal,55,12.1,0.6,1.0,2.1,2.0,2.1,41.5,10,1,GB,GB,29.1,4.7,Laura Haddock, Nuno Lopes,16.9,3.3,6.6,18234,4.16
8210856,83125,Cursed,tvSeries,2020,2020,Netflix,18,Adventure,Drama,0,en,Jon East,Daniel Nettheim,Cursed,588340,1117226,923980,1113890,626706,297489,Jon East,Frank Miller,Tom Wheeler,William Wheeler,60,4.9,5.1,1.6,0.6,1.1,0.6,92.3,10,1,GB,GB,25.8,16.5,Katherine Langford, Devon Terrell,21.2,2.3,6.0,32279,4.16
8787802,89233,Away,tvSeries,2020,2020,Netflix,14,Drama,Romance,0,en,David Boyd,Charlotte Brändström,Away,6999214,2629489,10400269,101741,104851,400486,David Boyd,Andrew Hinderaker,Chris Jones,Aditi Brennan Kapil,60,1.4,0.6,1.9,2.4,6.3,2.4,170.4,10,1,US,US,48.8,11.4,Hilary Swank, Mark Ivanir,30.1,2.5,6.6,25436,4.41
10473150,104229,Grand Army,tvSeries,2020,2020,Netflix,18,Drama,Drama,0,en,Silas Howard,So Yong Kim,Grand Army,6619196,8407221,1960849,1036574,811611,2064480,Silas Howard,Katie Cappiello,Randy McKinnon,Ming Peiffer,53,1.0,0.6,0.6,0.7,1.6,0.7,63.1,9,1,US,US,39.1,3.8,"""Odessa Azion""", Odley Jean,21.4,0.9,7.5,8709,4.41
9421868,97180,Selena: The Series,tvSeries,2020,2021,Netflix,7,Biography,Drama,0,en,Hiromi Kamata,Katina Medina Mora,Selena: The Series,8700306,3196204,4160695,1659777,2048922,1659777,Hiromi Kamata,Pamela Garcia Rooney,Jessica Lopez,Jorge Ramirez-Martinez,40,0.6,0.6,0.6,4.3,2.1,4.3,78.8,18,1,US,US,29.0,13.4,Christian Serratos, Gabriel Chavarria,21.2,2.1,7.0,4907,4.2
10767748,113246,Tiny Pretty Things,tvSeries,2020,2020,Netflix,18,Drama,Mystery,0,en,Samir Rehem,Gary Fleder,Tiny Pretty Things,12145551,6858872,7309344,716813,1219,367524,Samir Rehem,Stuti Malhotra,Azia Squire,Aiyana White,59,0.6,0.6,1.0,1.6,4.0,1.6,47.3,10,1,US,US,2.2,8.3,Brennan Clost, Barton Cowperthwaite,5.3,1.6,5.9,10295,3.86
12083014,120849,Zero Chill,tvSeries,2021,2021,Netflix,13,Comedy,Drama,0,en,Tessa Hoffe,Angelo Abela,Zero Chill,1011079,1718999,1254838,388745,1318214,388745,Tessa Hoffe,Kirstie Falkous,John Regier,Adam Usden,35,1.5,1.5,0.6,1.4,2.0,1.4,24.8,10,1,GB,GB,3.8,11.5,Grace Beedie, Dakota Taylor,7.6,1.4,5.7,1749,3.45
10893694,98187,The Irregulars,tvSeries,2021,2021,Netflix,14,Crime,Drama,0,en,Joss Agnew,Johnny Allan,The Irregulars,3635428,12155775,3635428,13140,12181762,4299757,Joss Agnew,Tom Bidwell,Sarah Simmonds,Tom Bidwell,53,0.8,0.6,0.8,1.2,0.6,1.2,32.4,8,1,GB,GB,23.6,29.4,Henry Lloyd-Hughes, Royce Pierreson,26.5,0.9,6.1,16799,3.95
5774002,93484,Jupiter's Legacy,tvSeries,2021,2021,Netflix,18,Action,Adventure,0,en,Charlotte Brändström,Christopher J. Byrne,Jupiter's Legacy,6269516,215299,2629398,104851,6501824,215299,Charlotte Brändström,Julia Cooperman,Steven S. DeKnight,Henry G.M. Jones,45,0.6,2.6,1.2,6.3,0.6,6.3,62.0,8,1,US,US,39.7,34.4,Josh Duhamel, Ben Daniels,37.0,2.9,6.7,40654,4.37
9073940,124416,Hit & Run,tvSeries,2021,2021,Netflix,18,Action,Crime,0,en,Neasa Hardiman,Rotem Shamir,Hit & Run,7216957,696518,2443797,1450065,3163149,54954,Neasa Hardiman,Avi Issacharoff,Dawn Prestwich,Lior Raz,48,1.0,1.4,7.8,2.3,1.1,2.3,52.3,9,1,IL,IL,18.3,6.8,Lior Raz, Kaelen Ohm,12.6,2.6,7.0,10740,4.25
1267295,30991,Cowboy Bebop,tvSeries,2021,2021,Netflix,14,Action,Adventure,0,ja,Alex Garcia Lopez,Michael Katleman,Cowboy Bebop,8331903,2391773,1236653,3421685,3150,3421685,Alex Garcia Lopez,Sean Cummings,Karl Taro Greenfeld,Christopher L. Yost,25,0.6,1.4,6.0,1.4,1.7,1.4,217.2,26,1,JP,JP,58.8,9.5,Koichi Yamadera, Unsho Ishizuka,34.2,2.1,6.7,42944,4.56
4160920,62626,Richie Rich,tvSeries,2015,2015,Netflix,7,Comedy,Comedy,0,en,Adam Weissman,Phill Lewis,Richie Rich,2621227,3130543,2773767,4597,507629,483302,Adam Weissman,Jeff Hodsden,Sid Jacobson,Tim Pollock,21,0.6,0.6,0.6,1.9,5.5,1.9,107.9,21,2,US,US,19.9,12.6,Jake Brennan, Brooke Wexler,16.2,1.8,3.3,1309,2.82
3339966,61671,Unbreakable Kimmy Schmidt,tvSeries,2015,2020,Netflix,14,Comedy,Comedy,0,en,Tristram Shapeero,Michael Engler,Unbreakable Kimmy Schmidt,1061622,275486,2337847,788426,257554,565063,Tristram Shapeero,Robert Carlock,Tina Fey,Sam Means,30,2.0,21.8,1.3,1.5,0.6,1.5,921.9,51,4,US,US,33.6,17.6,Ellie Kemper, Tituss Burgess,25.6,4.8,7.6,77607,5.15
4341500,61967,Wet Hot American Summer: First Day of Camp,tvMiniSeries,2015,2015,Netflix,18,Comedy,Comedy,0,en,David Wain,David Wain,Wet Hot American Summer: First Day of Camp,3975695,3636582,1812566,906476,906476,906476,David Wain,Sarah-Violet Bliss,Lauren Caltagirone,Joe DeRosa,30,1.2,0.6,1.1,8.3,8.3,8.3,85.6,8,1,US,US,14.4,19.7,Janeane Garofalo, Molly Shannon,17.1,4.7,7.3,24990,4.54
4861760,63454,Project Mc²,tvSeries,2015,2017,Netflix,0,Family,Family,0,en,Ken Friss,Michael Younesi,Project Mc²,35076,36961,2169608,295919,2991889,1060984,Ken Friss,Jordana Arkin,Elaine Aronson,Kathy Fischer,30,1.4,0.6,0.6,0.6,0.6,0.6,32.7,26,6,US,US,22.0,9.5,Mika Abdalla, Ysa Penarejo,15.8,0.7,6.2,1251,3.6
4574708,64113,W/Bob and David,tvSeries,2015,2015,Netflix,18,Comedy,Comedy,0,en,Keith Truesdell,Tom Gianas,W/Bob and David,42006,189144,388875,874133,316139,938471,Keith Truesdell,Scott Aukerman,David Cross,Eric Hoffman,30,1.2,20.8,0.6,1.1,0.6,1.1,48.1,5,1,US,US,26.7,32.9,David Cross, Bob Odenkirk,29.8,4.2,7.3,4604,4.22
4061080,53606,Love,tvSeries,2016,2018,Netflix,18,Comedy,Drama,0,en,Dean Holland,Lynn Shelton,Love,31976,5039571,1770256,390657,1119645,795290,Dean Holland,Judd Apatow,Lesley Arfin,Paul Rust,32,9.8,0.7,7.7,1.4,6.9,1.4,106.7,34,3,US,US,21.9,15.0,Gillian Jacobs, Paul Rust,18.4,4.6,7.6,45405,4.76
