,imdb_id,titleType,Title,originalTitle,startYear,endYear,runtimeMinutes,imdb_rating,imdb_no_votes,Streamer,Age,imdb_id2,tmdb_id,creators,writer_1,writer_2,writer_3,director_1,director_2,director_3,genre_1,genre_2,director_1_name,director_2_name,director_3_name,writer_1_name,writer_2_name,writer_3_name
266,tt6077448,tvSeries,Sacred Games,Sacred Games,2018,2019,50,8.5,92067.0,Netflix,18,6077448,79352,Vikramaditya Motwane,3542598,151512.0,1810831.0,0440604,3939.0,4784536.0,Action,Crime,Anurag Kashyap,Vikramaditya Motwane,Anurag Kashyap,Varun Grover,Vikram Chandra,Vasant Nath
267,tt5909930,tvMiniSeries,Ghoul,Ghoul,2018,2018,45,7.0,14927.0,Netflix,18,5909930,80707,Patrick Graham,3318887,3760511.0,4308825.0,3318887,3318887,3318887,Drama,Fantasy,Patrick Graham,Patrick Graham,Patrick Graham,Patrick Graham,Kartik Krishnan,Sarang Sathaye
268,tt8004628,tvSeries,Selection Day,Selection Day,2018,0,23,7.3,2370.0,Netflix,14,8004628,84310,Marston Bloom,0089202,5046012.0,1386575.0,0006841,3095461.0,0006841,Sport,Sport,Udayan Prasad,Karan Boolani,Udayan Prasad,Marston Bloom,Sumit Arora,Athar Nawaaz
269,tt9337588,tvSeries,Leila,Leila,2019,0,48,5.0,9249.0,Netflix,18,9337588,89545,Urmi Juvekar,10766660,3318887.0,4478309.0,0576548,474848.0,2384379.0,Drama,Sci-Fi,Deepa Mehta,Pawan Kumar,Deepa Mehta,Prayaag Akbar,Patrick Graham,Asad Hussain
270,tt9310372,tvSeries,Typewriter,Typewriter,2019,2019,48,6.5,4229.0,Netflix,18,9310372,91290,Sujoy Ghosh,1223910,4857370.0,1330994.0,1223910,1223910,1223910,Horror,Mystery,Sujoy Ghosh,Sujoy Ghosh,Sujoy Ghosh,Sujoy Ghosh,Pratim D. Gupta,Suresh Nair
271,tt8069036,tvSeries,Bard of Blood,Bard of Blood,2019,0,45,6.8,12040.0,Netflix,18,8069036,91016,"('Bilal Siddiqi', 'Gaurav Verma')",12352391,4415007.0,9660259.0,4138262,4138262,4138262,Action,Adventure,Ribhu Dasgupta,Ribhu Dasgupta,Ribhu Dasgupta,Vidit Tripathi,Mayank Tewari,Bilal Siddiqi
272,tt9359294,tvMiniSeries,Hasmukh,Hasmukh,2020,2020,34,5.4,2799.0,Netflix,18,9359294,102084,"('Nikkhil Advani', 'Vir Das')",0012541,1983888.0,2060343.0,2060343,2060343,2060343,Comedy,Crime,Nikhil Gonsalves,Nikhil Gonsalves,Nikhil Gonsalves,Nikkhil Advani,Vir Das,Nikhil Gonsalves
273,tt10651790,tvSeries,Betaal,Betaal,2020,0,46,5.4,9574.0,Netflix,16,10651790,103759,Patrick Graham,1872089,3318887.0,8819319.0,3318887,4454185.0,3318887,Action,Horror,Patrick Graham,Nikhil Mahajan,Patrick Graham,Adhir Bhat,Patrick Graham,Suhani Kanwar
274,tt7197684,tvSeries,Suburra: Blood on Rome,Suburra: Blood on Rome,2017,2020,50,7.9,16189.0,Netflix,18,7197684,73671,"('Carlo Bonini', 'Daniele Cesarano', 'Barbara Petronio')",7473003,79296.0,3560629.0,0146166,686375.0,3321297.0,Action,Crime,Arnaldo Catinari,Michele Placido,Arnaldo Catinari,Ezio Abbate,Fabrizio Bettelli,Carlo Bonini
275,tt7645192,tvSeries,Baby,Baby,2018,2020,50,6.8,12786.0,Netflix,18,7645192,82700,,5187666,9427935.0,9427936.0,1693484,7607546.0,624448.0,Drama,Drama,Andrea De Sica,Letizia Lamartire,Andrea De Sica,Antonio Le Fosse,Giacomo Mazzariol,Marco Raspanti
276,tt8403622,tvSeries,Luna Nera,Luna Nera,2020,2020,43,5.9,3380.0,Netflix,18,8403622,96346,"('Laura Paolucci', 'Francesca Manieri', 'Tiziana Triana')",3812261,1228536.0,9832785.0,0173726,1339604.0,2113581.0,Drama,Fantasy,Francesca Comencini,Susanna Nicchiarelli,Francesca Comencini,Francesca Manieri,Laura Paolucci,Tiziana Triana
277,tt10101518,tvSeries,Curon,Curon,2020,2020,0,5.9,4507.0,Netflix,18,10101518,103849,"('Ezio Abbate', 'Ivano Fachin')",7473003,3990490.0,5564203.0,3092172,6576097.0,3092172,Drama,Fantasy,Fabio Mollo,Lyda Patitucci,Fabio Mollo,Ezio Abbate,Ivano Fachin,Giovanni Galassi
278,tt10619486,tvSeries,Zero,Zero,2021,2021,27,5.8,1499.0,Netflix,18,10619486,119861,,9896612,11565343.0,1371376.0,1989547,3275885.0,2113581.0,Action,Comedy,Ivan Silvestrini,Margherita Ferri,Ivan Silvestrini,Carolina Cavalli,Antonio Dikele Distefano,Menotti
279,tt7931520,tvSeries,Blazing Transfer Students,Blazing Transfer Students,2017,2017,0,6.8,138.0,Netflix,16,7931520,75009,Toshio Lee,3975335,2281202.0,,2838692,2838692,2838692,Action,Adventure,Toshio Lee,Toshio Lee,Toshio Lee,Yûko Kawabe,Kazuhiko Shimamoto,
280,tt10049610,tvSeries,Followers,Followers,2020,2020,40,6.4,661.0,Netflix,18,10049610,98772,Mika Ninagawa,3668395,2242451.0,3828077.0,5212342,2242451.0,8149371.0,Drama,Romance,Jessica Blue,Mika Ninagawa,Jessica Blue,Yuri Kanchiku,Mika Ninagawa,Kôta Oh'ura
281,tt12079236,tvMiniSeries,The Forest of Love: Deep Cut,The Forest of Love: Deep Cut,2020,2020,40,6.8,586.0,Netflix,18,12079236,102846,Sion Sono,0814469,,,0814469,0814469,0814469,Crime,Drama,Sion Sono,Sion Sono,Sion Sono,Sion Sono,,
282,tt12313914,tvSeries,Ju-on: Origins,Ju-on: Origins,2020,2020,30,6.1,5246.0,Netflix,18,12313914,103445,Takashi Shimizu,0406772,847126.0,,4999608,4999608,4999608,Drama,Horror,Shô Miyake,Shô Miyake,Shô Miyake,Takashige Ichise,Hiroshi Takahashi,
283,tt6125832,tvSeries,My Only Love Song,My Only Love Song,2017,2017,30,7.1,815.0,Netflix,18,6125832,70372,"('Min Doo-sik', 'Kim Soo-jin')",2577066,,,8447129,8447129,8447129,Comedy,Fantasy,Doo-sik Min,Doo-sik Min,Doo-sik Min,Su-jin Kim,,
284,tt6611916,tvSeries,Kingdom,Kingdom,2019,0,45,8.3,52652.0,Netflix,18,6611916,61427,Byron Balasco,1953626,,,1826454,4538096.0,1826454,Action,Drama,Kim Seong-hun,In-je Park,Kim Seong-hun,Eun-hee Kim,,
285,tt8995604,tvSeries,My First First Love,My First First Love,2019,2019,50,7.5,2893.0,Netflix,7,8995604,87527,Jung Hyun-jung,2928489,4509203.0,,6857499,6857499,6857499,Drama,Romance,Jin Suk Oh,Jin Suk Oh,Jin Suk Oh,Hyun-jung Jung,Kim Min-seo,
286,tt11058644,tvMiniSeries,My Holo Love,My Holo Love,2020,2020,55,7.6,3395.0,Netflix,16,11058644,96160,"('Ryu Yong-jae', 'Lee Sang-yeop')",\N,,,11031339,11031339,11031339,Drama,Romance,Go Sung Hee,Go Sung Hee,Go Sung Hee,,,
287,tt10262630,tvSeries,Extracurricular,Extracurricular,2020,2020,50,7.6,8901.0,Netflix,18,10262630,90814,"('Kim Jin-min', 'Gin Han-sai')",11449231,,,1534618,1534618,1534618,Crime,Drama,Jin-min Kim,Jin-min Kim,Jin-min Kim,Jin Han-sae,,
288,tt12879522,tvSeries,The School Nurse Files,The School Nurse Files,2020,0,51,6.4,1506.0,Netflix,14,12879522,87313,"('Lee Kyoung-mi', 'Chung Se-rang')",11808724,3209293.0,,3209293,3209293,3209293,Comedy,Drama,Kyoung-mi Lee,Kyoung-mi Lee,Kyoung-mi Lee,Serang Chung,Kyoung-mi Lee,
289,tt11612120,tvSeries,Sweet Home,Sweet Home,2020,0,52,7.3,29946.0,Netflix,18,11612120,96648,,11274902,12036707.0,11274903.0,6095359,4624887.0,12331065.0,Drama,Fantasy,Young-woo Jang,Eung Bok Lee,Young-woo Jang,Kim Hyung-min,Kim Kan-bi,Park So-Jeong
290,tt10895588,tvSeries,Nowhere Man,Nowhere Man,2019,2019,0,5.7,428.0,Netflix,14,10895588,10494,Lawrence Hertzog,5940836,1697638.0,3209057.0,1697638,1697638,1697638,Action,Crime,Yin-jung Chen,Yin-jung Chen,Yin-jung Chen,Chun-Chieh Chan,Yin-jung Chen,Yu Li Chen
291,tt9314996,tvSeries,Triad Princess,Triad Princess,2019,2019,0,6.6,934.0,Netflix,14,9314996,96049,Neal Wu,12160676,8235400.0,,8235400,8235400,8235400,Adventure,Drama,Neal Wu,Neal Wu,Neal Wu,Pei-Wen Chen,Neal Wu,
292,tt9690302,tvSeries,The Ghost Bride,The Ghost Bride,2020,0,0,6.4,891.0,Netflix,14,9690302,98492,Yangsze Choo,7044691,10440166.0,2061709.0,1012525,5000082.0,1012525,Drama,Fantasy,Yuhang Ho,Shio Chuan Quek,Yuhang Ho,Anwari Ashraf,Yangsze Choo,Dan Hamamura
293,tt10069398,tvSeries,Home for Christmas,Home for Christmas,2019,2020,29,7.7,16590.0,Netflix,18,10069398,95612,Per-Olav Sørensen,10567959,3890140.0,2967498.0,2008031,1633071.0,2008031,Comedy,Drama,Anna Gutto,Per-Olav Sørensen,Anna Gutto,Kristian Andersen,Miriam Larsen,Mattis Herman Nyquist
294,tt9815502,tvSeries,Bloodride,Bloodride,2020,2020,0,6.4,4315.0,Netflix,18,9815502,100043,"('Kjetil Indregard', 'Atle Knudsen')",0408553,2923315.0,,1076816,2923315.0,1076816,Drama,Horror,Geir Henning Hopland,Atle Knudsen,Geir Henning Hopland,Kjetil Indregard,Atle Knudsen,
295,tt7371666,tvSeries,1983,1983,2018,2018,448,6.7,4118.0,Netflix,18,7371666,82798,"('Maciej Musiał', 'Joshua Long')",2319893,2982080.0,3008125.0,0010653,2274251.0,2140.0,Crime,Drama,Kasia Adamik,Olga Chajdas,Kasia Adamik,Dariusz Glazer,Joshua Long,Maciej Musial
296,tt1910645,tvMiniSeries,The Woods,The Woods,2020,2020,306,6.6,7381.0,Netflix,18,1910645,103425,"('Harlan Coben', 'Wojciech Miłoszewski', 'Agata Malesińska')",1454192,11189299.0,7193196.0,1572674,1291828.0,1572674,Crime,Drama,Bartosz Konopka,Leszek Dawid,Bartosz Konopka,Harlan Coben,Agata Malesinska,Wojciech Miloszewski
297,tt4922804,tvSeries,3%,3%,2016,2020,49,7.3,27676.0,Netflix,7,4922804,3239,Peter Ocko,4747123,3238584.0,3120962.0,3120984,54005.0,4746526.0,Action,Drama,Daina Giannecchini,Philippe Barcinski,Daina Giannecchini,Pedro Aguilera,Denis Nielsen,Ivan Nakamura
298,tt6873658,tvSeries,The Mechanism,The Mechanism,2018,2019,41,8.0,36599.0,Netflix,18,6873658,76954,"('Elena Soarez', 'José Padilha')",0811709,655683.0,,1179870,655683.0,695038.0,Crime,Drama,Daniel Rezende,José Padilha,Daniel Rezende,Elena Soarez,José Padilha,
299,tt8001788,tvSeries,Girls from Ipanema,Girls from Ipanema,2019,2020,45,7.8,3806.0,Netflix,18,8001788,86943,"('Giuliano Cedroni', 'Heather Roth')",5326042,2322685.0,1907616.0,2317758,2338949.0,2365786.0,Drama,Romance,Caito Ortiz,Hugo Prata,Caito Ortiz,Luna Grimberg,Giuliano Cedroni,Heather Roth
300,tt9048368,tvSeries,The Chosen One,The Chosen One,2019,2019,40,5.8,778.0,Netflix,18,9048368,223400,"('Leopoldo Gout', 'Everardo Gout', 'Jorge Dorantes')",0190427,4088564.0,1145589.0,2633637,4127251.0,2633637,Mystery,Thriller,Michel Tikhomiroff,Max Calligaris,Michel Tikhomiroff,Pablo Cruz,Raphael Draccon,Mauricio Katz
301,tt11131980,tvSeries,Nobody's Looking,Nobody's Looking,2019,2019,26,7.7,2435.0,Netflix,18,11131980,95121,"('Daniel Rezende', 'Carolina Markowicz', 'Teo Poppovic')",6302955,5991148.0,4266178.0,1179870,1485793.0,3821208.0,Comedy,Drama,Daniel Rezende,Marcus Baldini,Daniel Rezende,Mariana Trench Bastos,Carolina Markowicz,Teodoro Poppovic
302,tt11542920,tvSeries,Omniscient,Omniscient,2020,2020,0,6.5,2477.0,Netflix,16,11542920,80736,,4747123,9877632.0,3646509.0,1155504,2943969.0,1155504,Drama,Sci-Fi,Júlia Pacheco Jordão,Isabel Valiante,Júlia Pacheco Jordão,Pedro Aguilera,Guilherme Freitas,Thais Fujinaga
303,tt10241238,tvSeries,Reality Z,Reality Z,2020,2020,30,5.6,2810.0,Netflix,18,10241238,104108,"('Cláudio Torres', 'João Costa')",12018770,11667858.0,12016595.0,1059000,868595.0,1059000,Comedy,Horror,Rodrigo Monte,Cláudio Torres,Rodrigo Monte,Tatiana Bacal,João Costa Van Hombeeck,João Costa
304,tt11131962,tvSeries,Kissing Game,Kissing Game,2020,2020,0,6.3,891.0,Netflix,18,11131962,105213,Esmir Filho,2296828,5889549.0,11685208.0,2296828,2193400.0,2296828,Drama,Mystery,Esmir Filho,Juliana Rojas,Esmir Filho,Esmir Filho,Juliana Soares,Marcelo Marchi
305,tt4680240,tvSeries,Club de Cuervos,Club de Cuervos,2015,2019,40,8.2,6106.0,Netflix,18,4680240,63314,Gary Alazraki,2683474,10927948.0,7777895.0,1890752,7020801.0,1662689.0,Comedy,Drama,Gary Alazraki,Salvador Espinosa,Gary Alazraki,Alessia Costantini,David Toussier,Moises Dayan Schneider
306,tt6102418,tvSeries,Estocolmo,Estocolmo,2016,2016,60,5.8,353.0,Netflix,18,6102418,68387,,0131305,6918765.0,1412439.0,1419614,1948237.0,1419614,Crime,Drama,Jesus Braceras,Diego Palacio,Jesus Braceras,Marcelo Camaño,Federico Larrosa,Lucas Molteni
307,tt6495756,tvSeries,Ingobernable,Ingobernable,2017,0,40,7.0,3364.0,Netflix,18,6495756,70897,"('Rodrigo Ordoñez', 'Luis Gamboa', 'Fernanda Eguiarte')",8082738,5246010.0,1978839.0,0950426,0950426,0950426,Crime,Drama,Pitipol Ybarra,Pitipol Ybarra,Pitipol Ybarra,Sheerly Avni,Fernanda Eguiarte,Jimena Gallardo
308,tt5674718,tvSeries,Cable Girls,Cable Girls,2017,2020,50,7.5,15849.0,Netflix,18,5674718,71225,"('Ramón Campos', 'Gema R. Neira', 'Teresa Fernández-Valdés')",1202178,2610456.0,4152116.0,0379872,2149627.0,1202806.0,Drama,Drama,Antonio Hernández,Carlos Sedes,Antonio Hernández,Ramón Campos,Gema R. Neira,María José Rustarazo
309,tt7956274,tvSeries,Edha,Edha,2018,2018,40,4.9,687.0,Netflix,18,7956274,78087,Daniel Burman,0122184,9685257.0,4117720.0,0122184,2953954.0,0122184,Drama,Mystery,Daniel Burman,Bruno Hernández,Daniel Burman,Daniel Burman,Virginia Martinez,Tomás Sala
310,tt8498114,tvSeries,The Ballad of Hugo Sánchez,The Ballad of Hugo Sánchez,2018,2018,36,6.5,884.0,Netflix,18,8498114,80280,"('Gary Alazraki', 'Mark Alazraki', 'Moises Chiver')",4204713,3862834.0,2953647.0,4204713,4071.0,4204713,Comedy,Drama,Mark Alazraki,Álvaro Curiel,Mark Alazraki,Mark Alazraki,L.E. Correia,Conor Galvin
311,tt8387348,tvSeries,The House of Flowers,The House of Flowers,2018,2020,60,7.6,8390.0,Netflix,18,8387348,80169,Manolo Caro,1919456,8082736.0,8402016.0,1919456,1990586.0,1761358.0,Comedy,Drama,Manolo Caro,Yibran Asuad,Manolo Caro,Manolo Caro,Mara Vargas Jackson,Dariela Pérez Hernández
312,tt8105958,tvSeries,Wild District,Wild District,2018,2019,45,8.1,2124.0,Netflix,18,8105958,83245,Cristian Conti,3590688,3707864.0,10274439.0,4387002,1659906.0,2872021.0,Action,Crime,Andres Beltran,Javier Fuentes-León,Andres Beltran,Cristian Conti,Mauricio Leiva-Cock,Jenny Ceballos
313,tt7414954,tvSeries,Diablero,Diablero,2018,2020,40,6.8,2793.0,Netflix,18,7414954,83300,"('José Manuel Cravioto', 'Pablo Tébar')",0879377,2529688.0,1891146.0,0144511,1458283.0,0144511,Adventure,Drama,Rigoberto Castañeda,J.M Cravioto,Rigoberto Castañeda,Pablo Tébar,Verónica Marzá,José Rodríguez
314,tt8001250,tvSeries,Always a Witch,Always a Witch,2019,2020,40,6.3,2692.0,Netflix,14,8001250,85703,Ana María Parra Vázquez,0663365,900220.0,9777939.0,2160742,2849107.0,1903155.0,Drama,Fantasy,Liliana Bocanegra,Mateo Stivelberg,Liliana Bocanegra,Ana María Parra,Diego Vivanco,Cristhiam Gerardo Osorio
315,tt9327348,tvSeries,Crime Diaries: The Candidate,Crime Diaries: The Candidate,2019,2019,45,7.6,887.0,Netflix,16,9327348,87820,,0121437,1048978.0,7603309.0,1135329,1659777.0,1135329,Crime,Drama,Natalia Beristain,Hiromi Kamata,Natalia Beristain,Andrés Burgos,Alejandro Gerber Bicecci,Itzel Lara
316,tt10242266,tvMiniSeries,Historia de un crimen: Colmenares,Historia de un crimen: Colmenares,2019,2019,0,7.3,971.0,Netflix,18,10242266,89008,"('Pablo Gonzalez', 'C.S. Prince')",1504247,4043991.0,5843642.0,1903155,1909039.0,1903155,Crime,Crime,Juan Felipe Cano,Felipe Martínez Amador,Juan Felipe Cano,Pablo Gonzalez,C.S. Prince,Nicolás Serrano
317,tt8961508,tvSeries,High Seas,High Seas,2019,2020,50,6.8,8233.0,Netflix,18,8961508,88239,"('Ramón Campos', 'Gema R. Neira')",1202178,2610456.0,1324537.0,1292099,350957.0,2149627.0,Crime,Drama,Lino Escalera,Manuel Gómez Pereira,Lino Escalera,Ramón Campos,Gema R. Neira,José Antonio Valverde
318,tt9046782,tvSeries,Yankee,Yankee,2019,2019,40,6.0,844.0,Netflix,18,9046782,88775,"('Veronica Velasco', 'Diego Enrique Osorno', 'Epigmenio Ibarra')",5142203,8977430.0,1865974.0,1993449,140196.0,2156410.0,Drama,Drama,Max Zunino,Carlos Carrera,Max Zunino,Diego Enrique Osorno,Alo Valenzuela,Alexandro Aldrete
319,tt8655736,tvSeries,Monarca,Monarca,2019,2021,43,7.8,3597.0,Netflix,18,8655736,93297,Diego Gutierrez,0305684,1417932.0,746370.0,1458283,746370.0,1135329.0,Drama,Drama,J.M Cravioto,Fernando Rovzar,J.M Cravioto,Diego Gutierrez,Lisa Carrion,Fernando Rovzar
320,tt10986050,tvMiniSeries,Criminal: Spain,Criminal: Spain,2019,2019,40,6.9,4634.0,Netflix,18,10986050,93878,"('Jim Field Smith', 'George Kay')",1637768,3765639.0,379864.0,0057819,1637768.0,0057819,Crime,Drama,Mariano Barroso,Jim Field Smith,Mariano Barroso,Jim Field Smith,Sebastian Heeg,Alejandro Hernández
321,tt8575476,tvSeries,Hache,Hache,2019,2021,50,6.5,1865.0,Netflix,18,8575476,84112,Verónica Fernández,0273785,530037.0,1847914.0,0868441,1417232.0,0868441,Crime,Drama,Jorge Torregrossa,Fernando Trullols,Jorge Torregrossa,Verónica Fernández,Carlos López,Santos Mercero
322,tt9731254,tvMiniSeries,Three Days of Christmas,Three Days of Christmas,2019,2019,0,6.8,1495.0,Netflix,13,9731254,96208,"('Pau Freixas', 'Clara Esparrach')",3329293,5350655.0,1420178.0,1420178,1420178,1420178,Drama,Drama,Pau Freixas,Pau Freixas,Pau Freixas,Marta Armengol,Clara Esparrach,Pau Freixas
323,tt9170386,tvSeries,Puerta 7,Puerta 7,2020,2020,45,5.7,610.0,Netflix,18,9170386,99633,Martín Zimmerman,6724758,1352198.0,8851912.0,0128382,0128382,0128382,Crime,Drama,Israel Adrián Caetano,Israel Adrián Caetano,Israel Adrián Caetano,Gonzalo Salaya,Patricio Vega,Martin Zimmerman
324,tt11120674,tvSeries,Unstoppable,Unstoppable,2020,2020,43,7.2,1080.0,Netflix,18,11120674,99385,Diego Martínez Ulanosky,2805227,11344798.0,6575981.0,2805227,1792936.0,2785946.0,Comedy,Drama,Diego Martínez Ulanosky,Elisa Miller,Diego Martínez Ulanosky,Diego Martínez Ulanosky,Patricia Ulanosky,Samara Ibrahim
325,tt9731222,tvSeries,The Neighbor,The Neighbor,2019,2021,30,6.5,2417.0,Netflix,7,9731222,81144,Jim Reynolds,2594268,623001.0,11237417.0,0508277,2075313.0,2954266.0,Action,Comedy,Víctor García León,Paco Caballero,Víctor García León,Miguel Esteban,Raúl Navarro,Astiberri Ediciones
326,tt12624844,tvSeries,The Great Heist,The Great Heist,2020,2020,0,7.3,2844.0,Netflix,16,12624844,104555,"('Pablo González', 'C.S. Prince')",1504247,4043991.0,5843642.0,1504247,4043991.0,1504247,Crime,Drama,Pablo Gonzalez,C.S. Prince,Pablo Gonzalez,Pablo Gonzalez,C.S. Prince,Nicolás Serrano
327,tt10311932,tvMiniSeries,Someone Has to Die,Someone Has to Die,2020,2020,149,6.3,5533.0,Netflix,18,10311932,105904,Manolo Caro,1919456,3374051.0,4856853.0,1919456,1919456,1919456,Crime,Drama,Manolo Caro,Manolo Caro,Manolo Caro,Manolo Caro,Fernando Pérez,Monika Revilla
328,tt10147520,tvMiniSeries,The Minions of Midas,The Minions of Midas,2020,2020,316,6.6,4569.0,Netflix,18,10147520,111761,"('Mateo Gil', 'Miguel Barros')",0057774,317834.0,518711.0,0317834,0317834,0317834,Crime,Drama,Mateo Gil,Mateo Gil,Mateo Gil,Miguel Barros,Mateo Gil,Jack London
329,tt9731242,tvSeries,The Mess You Leave Behind,The Mess You Leave Behind,2020,2020,56,6.8,10441.0,Netflix,18,9731242,94413,Carlos Montero,0599413,1661156.0,9014802.0,1202806,994567.0,599413.0,Crime,Drama,Roger Gual,Sílvia Quer,Roger Gual,Carlos Montero,Javier Holgado,Andrés Seara
330,tt10147644,tvMiniSeries,The Innocent,The Innocent,2021,2021,467,7.8,35356.0,Netflix,16,10147644,44969,,1454192,1079062.0,2553218.0,1079062,1079062,1079062,Crime,Drama,Oriol Paulo,Oriol Paulo,Oriol Paulo,Harlan Coben,Oriol Paulo,Jordi Vallejo
331,tt8686106,tvMiniSeries,Quicksand,Quicksand,2019,2019,45,7.4,24849.0,Netflix,18,8686106,86621,"('Per-Olav Sørensen', 'Lisa Farzaneh')",0014008,5339507.0,363024.0,1633071,7087171.0,1633071,Crime,Drama,Per-Olav Sørensen,Lisa Farzaneh,Per-Olav Sørensen,Camilla Ahlgren,Malin Persson Giolito,Alex Haridi
332,tt13735930,tvMiniSeries,The Unlikely Murderer,The Unlikely Murderer,2021,2021,228,7.0,4844.0,Netflix,18,13735930,132316,"('Wilhelm Behrman', 'Niklas Rockström', 'Thomas Pettersson')",0067104,7426215.0,734316.0,0104851,435030.0,0104851,Crime,Drama,Charlotte Brändström,Simon Kaijser,Charlotte Brändström,Wilhelm Behrman,Thomas Pettersson,Niklas Rockström
333,tt11168604,tvMiniSeries,Anxious People,Anxious People,2021,2021,171,6.8,4837.0,Netflix,18,11168604,139155,,0014008,363024.0,7554519.0,0379773,0379773,0379773,Comedy,Crime,Felix Herngren,Felix Herngren,Felix Herngren,Camilla Ahlgren,Alex Haridi,Fredrik Backman
334,tt13206988,tvSeries,Paava Kadhaigal,Paava Kadhaigal,2020,0,36,8.0,7055.0,Netflix,16,13206988,114893,Ronnie Screwvala,6314922,1464314.0,4174626.0,1464314,1069826.0,4174626.0,Drama,Drama,Sudha Kongara,Gautham Vasudev Menon,Sudha Kongara,Ganeshaa,Sudha Kongara,Vignesh Shivan
335,tt9310400,tvSeries,The Stranded,The Stranded,2019,2019,40,6.2,1455.0,Netflix,18,9310400,95041,Christian Durso,1711452,9659386.0,11133259.0,1637163,1637163,1637163,Adventure,Drama,Sophon Sakdaphisit,Sophon Sakdaphisit,Sophon Sakdaphisit,Christian James Durso,Chawanwit Imchai,Kaenipa Phanakorn
336,tt7668518,tvSeries,The Protector,The Protector,2018,2020,40,6.5,36463.0,Netflix,7,7668518,4354,Gerry Anderson,1729452,5238321.0,4734893.0,2141029,3159880.0,3828643.0,Action,Adventure,Umut Aral,Can Evrenol,Umut Aral,N. Ipek Gökdel,Askim Özbek,Atilla Ünsal
337,tt10075318,tvSeries,The Gift,The Gift,2019,2021,40,7.0,23685.0,Netflix,14,10075318,69629,Matt Nix,11153545,2898305.0,9909516.0,3155993,3828643.0,1780337.0,Drama,Fantasy,Burcu Alptekin,Gonenc Uyanik,Burcu Alptekin,Sengül Boybas,Nuran Evren Sit,Cansu Coban
338,tt10516352,tvSeries,Love 101,Love 101,2020,2021,40,7.4,16666.0,Netflix,18,10516352,100897,Meriç Acemi,1689260,,,5519375,3446789.0,3828643.0,Comedy,Drama,Deniz Yorulmazer,Ahmet Katiksiz,Deniz Yorulmazer,Meriç Acemi,,
339,tt11301642,tvSeries,Ethos,Ethos,2020,2020,50,8.5,29087.0,Netflix,18,11301642,112745,Berkun Oya,1727762,,,1727762,1727762,1727762,Drama,Thriller,Berkun Oya,Berkun Oya,Berkun Oya,Berkun Oya,,
340,tt4295140,tvSeries,Chef's Table,Chef's Table,2015,2019,50,8.5,16738.0,Netflix,18,4295140,62391,David Gelb,\N,,,0422316,2770831.0,1101674.0,Biography,Documentary,Clay Jeter,Brian McGinn,Clay Jeter,,,
341,tt5189670,tvSeries,Making a Murderer,Making a Murderer,2015,2018,60,8.5,101468.0,Netflix,14,5189670,64439,"('Moira Demos', 'Laura Ricciardi')",0218668,3309730.0,,0218668,3309730.0,0218668,Crime,Documentary,Moira Demos,Laura Ricciardi,Moira Demos,Moira Demos,Laura Ricciardi,
342,tt5275894,tvSeries,Chelsea Does,Chelsea Does,2016,2016,70,7.4,2585.0,Netflix,18,5275894,65434,Chelsea Handler,\N,,,0772907,0772907,0772907,Documentary,Documentary,Eddie Schmidt,Eddie Schmidt,Eddie Schmidt,,,
343,tt5347906,tvMiniSeries,Cooked,Cooked,2016,2016,60,8.1,3116.0,Netflix,7,5347906,65517,"('Alex Gibney', 'Michael Pollan')",2293679,,,0119989,316795.0,3585952.0,Documentary,Documentary,Peter Bull,Alex Gibney,Peter Bull,Michael Pollan,,
344,tt5863126,tvSeries,Last Chance U,Last Chance U,2016,2020,55,8.4,7400.0,Netflix,18,5863126,67027,Greg Whiteley,\N,,,1789501,7133142.0,3400508.0,Documentary,Sport,Greg Whiteley,Daniel George McDonald,Greg Whiteley,,,
345,tt5883700,tvSeries,Fearless,Fearless,2016,2016,0,7.1,334.0,Netflix,18,5883700,72289,Patrick Harbinson,\N,,,1434034,1434034,1434034,Documentary,Documentary,Michael John Warren,Michael John Warren,Michael John Warren,,,
346,tt6088326,tvMiniSeries,Chef's Table: France,Chef's Table: France,2016,2016,46,8.2,1842.0,Netflix,14,6088326,69959,David Gelb,\N,,,0312173,1101674.0,422316.0,Documentary,Documentary,David Gelb,Andrew Fried,David Gelb,,,
347,tt6233538,tvSeries,Roman Empire,Roman Empire,2016,2019,48,7.0,9028.0,Netflix,14,6233538,68708,,3423574,3960589.0,2409374.0,1117076,247159.0,2201242.0,Biography,Documentary,Richard Lopez,John Ealer,Richard Lopez,Christian Baker,Dan Benamor,Brian Burstein
348,tt6246500,tvSeries,Captive,Captive,2016,2016,60,6.8,825.0,Netflix,18,6246500,68545,,\N,,,2270163,69582.0,3193813.0,Documentary,Documentary,David Sington,David Belton,David Sington,,,
349,tt6333098,tvSeries,Abstract: The Art of Design,Abstract: The Art of Design,2017,0,45,8.3,5842.0,Netflix,14,6333098,70177,,5380892,,,1365879,2200708.0,1888091.0,Documentary,Documentary,Morgan Neville,Brian Oakes,Morgan Neville,Chris Chuang,,
350,tt6587094,tvMiniSeries,Five Came Back,Five Came Back,2017,2017,60,8.2,5176.0,Netflix,18,6587094,70508,,1577830,,,0100522,0100522,0100522,Biography,Documentary,Laurent Bouzereau,Laurent Bouzereau,Laurent Bouzereau,Mark Harris,,
