,imdb_id,titleType,Title,originalTitle,startYear,endYear,runtimeMinutes,imdb_rating,imdb_no_votes,Streamer,Age,imdb_id2,tmdb_id,creators,writer_1,writer_2,writer_3,director_1,director_2,director_3,genre_1,genre_2,director_1_name,director_2_name,director_3_name,writer_1_name,writer_2_name,writer_3_name
0,tt1856010,tvSeries,House of Cards,House of Cards,2013,2018,3804,8.6,525135.0,Netflix,18,1856010,1425,Beau Willimon,0203577,229645.0,2802722.0,0001226,705.0,171315.0,Drama,Drama,James Foley,Robin Wright,John David Coles,Andrew Davies,Michael Dobbs,Beau Willimon
1,tt2309295,tvSeries,Hemlock Grove,Hemlock Grove,2013,2015,46,7.0,42205.0,Netflix,18,2309295,42295,Brian McGreevy,2992029,794106.0,290130.0,3393440,797455.0,7008.0,Drama,Fantasy,Carl Tibbetts,Floria Sigismondi,David Petrarca,Brian McGreevy,Lee Shipman,David Paul Francis
2,tt2372162,tvSeries,Orange Is the New Black,Orange Is the New Black,2013,2019,59,8.0,316768.0,Netflix,18,2372162,1424,Jenji Kohan,0463176,5246353.0,6371396.0,0000530,8971.0,872841.0,Comedy,Crime,Andrew McCarthy,Phil Abraham,Michael Trim,Jenji Kohan,Piper Kerman,Anthony Natoli
3,tt2189461,tvSeries,Marco Polo,Marco Polo,2014,2016,60,8.0,77293.0,Netflix,18,2189461,60699,John Fusco,0299301,4063095.0,3250138.0,0590889,7008.0,2399.0,Action,Adventure,Daniel Minahan,David Petrarca,Alik Sakharov,John Fusco,Matthew White,Noelle Valdivia
4,tt3520702,tvSeries,Bloodline,Bloodline,2015,2017,60,7.9,57529.0,Netflix,18,3520702,61986,"('Daniel Zelman', 'Glenn Kessler', 'Todd A. Kessler')",0450331,450393.0,954664.0,0405632,450393.0,80601.0,Drama,Thriller,Mikael Håfström,Todd A. Kessler,Ed Bianchi,Glenn Kessler,Todd A. Kessler,Daniel Zelman
5,tt3322312,tvSeries,Daredevil,Daredevil,2015,2018,54,8.6,466426.0,Netflix,18,3322312,61889,Drew Goddard,1152450,1206844.0,498278.0,0008971,839660.0,387486.0,Action,Crime,Phil Abraham,Stephen Surjik,Peter Hoar,Bill Everett,Drew Goddard,Stan Lee
6,tt2431438,tvSeries,Sense8,Sense8,2015,2018,60,8.2,161239.0,Netflix,18,2431438,61664,"('Lilly Wachowski', 'Lana Wachowski', 'J. Michael Straczynski')",0833089,905154.0,905152.0,0905154,905152.0,574625.0,Drama,Mystery,Lana Wachowski,Lilly Wachowski,James McTeigue,J. Michael Straczynski,Lana Wachowski,Lilly Wachowski
7,tt2707408,tvSeries,Narcos,Narcos,2015,2017,49,8.8,459579.0,Netflix,18,2707408,63351,"('Chris Brancato', 'Doug Miro', 'Carlo Bernard')",0076166,104333.0,1215164.0,1223381,2129610.0,2036500.0,Biography,Crime,Andrés Baiz,Josef Kubota Wladyka,Fernando Coimbra,Carlo Bernard,Chris Brancato,Doug Miro
8,tt2357547,tvSeries,Jessica Jones,Jessica Jones,2015,2019,56,7.9,224144.0,Netflix,18,2357547,38472,Melissa Rosenberg,1144314,7584292.0,742279.0,0839660,315298.0,3802.0,Action,Crime,Stephen Surjik,Jennifer Getzinger,Uta Briesewitz,Brian Michael Bendis,Michael Gaydos,Melissa Rosenberg
9,tt4592410,tvSeries,The Get Down,The Get Down,2016,2017,52,8.2,23465.0,Netflix,18,4592410,65345,Baz Luhrmann,0012289,525303.0,3228766.0,0080601,2425863.0,76997.0,Drama,Music,Ed Bianchi,Mack Williams,Andrew Bernstein,Stephen Adly Guirgis,Baz Luhrmann,Jacqui Rivera
10,tt3322314,tvSeries,Luke Cage,Luke Cage,2016,2018,55,7.3,137913.0,Netflix,18,3322314,62126,Cheo Hodari Coker,1854539,2745499.0,739661.0,0323758,1305344.0,424800.0,Action,Crime,Andy Goddard,Marc Jobst,Clark Johnson,Cheo Hodari Coker,Archie Goodwin,John Romita Sr.
11,tt4635282,tvSeries,The OA,The OA,2016,2019,60,7.8,113218.0,Netflix,18,4635282,69061,"('Brit Marling', 'Zal Batmanglij')",2610231,1779870.0,5505530.0,2610231,354091.0,2326407.0,Drama,Fantasy,Zal Batmanglij,Andrew Haigh,Zal Batmanglij,Zal Batmanglij,Brit Marling,Dominic Orlando
12,tt4834206,tvSeries,A Series of Unfortunate Events,A Series of Unfortunate Events,2017,2019,50,7.8,65625.0,Netflix,7,4834206,65294,"('Barry Sonnenfeld', 'Daniel Handler')",3321780,1428524.0,6220567.0,0001756,919514.0,657372.0,Adventure,Comedy,Barry Sonnenfeld,Bo Welch,Barry Sonnenfeld,Joshua Conkel,Emily Fox,Sigrid Gilmer
13,tt3322310,tvSeries,Iron Fist,Iron Fist,2017,2018,55,6.4,137876.0,Netflix,18,3322310,62127,Scott Buck,0118420,437314.0,859471.0,0839660,1093.0,1879225.0,Action,Adventure,Stephen Surjik,John Dahl,Stephen Surjik,Scott Buck,Gil Kane,Roy Thomas
14,tt1837492,tvSeries,13 Reasons Why,13 Reasons Why,2017,2020,60,7.5,311088.0,Netflix,18,1837492,66788,Brian Yorkey,4311145,5039329.0,9507493.0,1547859,470971.0,517877.0,Drama,Mystery,Kyle Patrick Alvarez,John T. Kretchmer,Kyle Patrick Alvarez,Jay Asher,Brian Yorkey,Julia Bicknell
15,tt6928052,tvSeries,Free Rein,Free Rein,2017,2019,26,7.2,2432.0,Netflix,0,6928052,72462,"('Vicki Lutas', 'Anna McCleery', 'Kirstie Falkous')",3278413,1590372.0,2283188.0,1637400,1595299.0,1398781.0,Action,Adventure,Rob Burke,Dusan Lazarevic,Rob Burke,Vicki Lutas,Anna McCleery,Kevin Rundle
16,tt5503718,tvSeries,Gypsy,Gypsy,2017,2017,51,6.7,18424.0,Netflix,18,5503718,66939,Lisa Rubin,2599842,4568816.0,413005.0,0317328,537199.0,2399.0,Drama,Thriller,Coky Giedroyc,Victoria Mahoney,Coky Giedroyc,Jonathan Caren,Lisa Rubin,Sean Jablonski
17,tt6076336,tvSeries,Greenhouse Academy,Greenhouse Academy,2017,2020,25,6.6,6800.0,Netflix,7,6076336,73602,Giora Chamizer,2073166,1328493.0,1052109.0,1937128,1166154.0,1937128,Adventure,Comedy,Roee Florentin,Amir Mann,Roee Florentin,Giora Chamizer,Paula Yoo,Janae Bakken
18,tt5290382,tvSeries,Mindhunter,Mindhunter,2017,2019,60,8.6,324435.0,Netflix,18,5290382,67744,Joe Penhall,0235123,647833.0,671856.0,0000399,2083.0,1497918.0,Crime,Drama,David Fincher,Carl Franklin,David Fincher,John Douglas,Mark Olshaker,Joe Penhall
19,tt5675620,tvSeries,The Punisher,The Punisher,2017,2019,53,8.5,258863.0,Netflix,18,5675620,67178,Steve Lightfoot,2613887,176689.0,1479450.0,1317262,1290515.0,4945419.0,Action,Crime,Jim O'Hanlon,Antonio Campos,Jim O'Hanlon,Ross Andru,Gerry Conway,Ken Kristensen
20,tt2261227,tvSeries,Altered Carbon,Altered Carbon,2018,2020,60,7.9,185267.0,Netflix,18,2261227,68421,Laeta Kalogridis,0436164,3975029.0,219719.0,2007278,403541.0,323758.0,Action,Drama,Jeremy Webb,Nick Hurran,Jeremy Webb,Laeta Kalogridis,Richard Morgan,Nevin Densham
21,tt6297682,tvMiniSeries,Seven Seconds,Seven Seconds,2018,2018,60,7.7,19279.0,Netflix,18,6297682,75540,Veena Sud,4021775,1184198.0,2800988.0,0317328,225416.0,1129.0,Crime,Drama,Coky Giedroyc,Ernest R. Dickerson,Coky Giedroyc,Yuriy Bykov,John Lopez,Evangeline Ordaz
22,tt5232792,tvSeries,Lost in Space,Lost in Space,2018,2021,60,7.3,104328.0,Netflix,7,5232792,3051,Irwin Allen,0000740,1948885.0,2332952.0,0816074,839660.0,394012.0,Adventure,Drama,Tim Southam,Stephen Surjik,Tim Southam,Irwin Allen,Matt Sazama,Burk Sharpless
23,tt7692572,tvSeries,Ponysitters Club,Ponysitters Club,2017,2018,22,6.3,130.0,Netflix,0,7692572,79892,"('Elizabeth Turner', 'Nancy Yeaman')",10014555,10014041.0,278031.0,3452373,5650585.0,5028410.0,Family,Family,Justin G. Dyck,Emma Jean Sutherland,Justin G. Dyck,Elizabeth Turner,H.T. Bussell,David Finley
24,tt8021824,tvSeries,The Innocents,The Innocents,2018,2018,60,6.3,6205.0,Netflix,18,8021824,77400,"('Simon Duric', 'Hania Elkington')",2039397,2715384.0,2050631.0,1879225,4385546.0,1879225,Drama,Horror,Farren Blackburn,Jamie Donoughue,Farren Blackburn,Simon Duric,Hania Elkington,Corinna Faith
25,tt7569592,tvSeries,Chilling Adventures of Sabrina,Chilling Adventures of Sabrina,2018,2020,60,7.4,106119.0,Netflix,14,7569592,79242,Roberto Aguirre-Sacasa,2630745,2529335.0,8090030.0,1032600,683478.0,838198.0,Drama,Fantasy,Rob Seidenglanz,Alex Pillai,Rob Seidenglanz,Roberto Aguirre-Sacasa,Christianne Hedtke,Jenina Kibuka
26,tt8714904,tvSeries,Narcos: Mexico,Narcos: Mexico,2018,2021,50,8.4,91028.0,Netflix,18,8714904,80968,"('Chris Brancato', 'Doug Miro', 'Carlo Bernard')",0076166,104333.0,1215164.0,1223381,1661334.0,2091911.0,Crime,Drama,Andrés Baiz,Amat Escalante,Andrés Baiz,Carlo Bernard,Chris Brancato,Doug Miro
27,tt6898970,tvSeries,Tidelands,Tidelands,2018,2018,60,6.8,8774.0,Netflix,18,6898970,83381,"('Tracey Robertson', 'Nathan Mayfield', 'Leigh McGrath', 'Stephen M. Irwin')",2207641,1329342.0,569838.0,1089736,1175458.0,1642908.0,Crime,Drama,Toa Fraser,Emma Freeman,Toa Fraser,Stephen M. Irwin,Nathan Mayfield,Leigh McGrath
28,tt8295472,tvSeries,The Order,The Order,2019,2020,60,6.7,32513.0,Netflix,18,8295472,82104,"('Dennis Heaton', 'Shelley Eriksen')",0372773,2421483.0,259275.0,1018148,394012.0,5138.0,Drama,Fantasy,Mathias Herndl,Leslie Hope,Mathias Herndl,Dennis Heaton,Gorrman Lee,Shelley Eriksen
29,tt7949204,tvSeries,Chambers,Chambers,2019,2019,60,6.4,9395.0,Netflix,18,7949204,80055,Leah Rachel,1556992,8407221.0,2108496.0,0004234,1488800.0,2978148.0,Drama,Fantasy,Alfonso Gomez-Rejon,Ti West,Alfonso Gomez-Rejon,Jason Gavin,Randy McKinnon,Leah Rachel
30,tt8778064,tvSeries,The Society,The Society,2019,2019,58,7.1,35644.0,Netflix,18,8778064,84647,Christopher Keyser,10677408,6320621.0,450899.0,0923423,1989536.0,341722.0,Drama,Mystery,Tara Nicole Weyr,Marc Webb,Tara Nicole Weyr,Rachel Alter,Emily Bensinger,Christopher Keyser
31,tt8860450,tvMiniSeries,What/If,What/If,2019,2019,55,6.3,16602.0,Netflix,14,8860450,91363,,0445958,4772704.0,1332931.0,0637518,1121978.0,2036500.0,Drama,Thriller,Phillip Noyce,Jessika Borsiczky,Phillip Noyce,Mike Kelley,Brenna Kouf,David Graziano
32,tt9134194,tvSeries,Trinkets,Trinkets,2019,2020,30,7.0,13141.0,Netflix,18,9134194,89852,"('Amy Andelson', 'Emily Meyer', 'Kirsten Smith')",3655562,2199696.0,809006.0,2871451,2351144.0,453270.0,Comedy,Crime,Sara St. Onge,Sherwin Shilati,Sara St. Onge,Amy Andelson,Emily Meyer,Kirsten Smith
33,tt8652642,tvSeries,Wu Assassins,Wu Assassins,2019,2019,44,6.4,14193.0,Netflix,18,8652642,86752,"('Tony Krantz', 'John Wirth')",8627212,469813.0,4430515.0,1089736,298691.0,2749.0,Action,Crime,Toa Fraser,Stephen Fung,Toa Fraser,Jessica Chou,Tony Krantz,Yalun Tu
34,tt6905542,tvSeries,The Dark Crystal: Age of Resistance,The Dark Crystal: Age of Resistance,2019,2019,60,8.4,26672.0,Netflix,7,6905542,71809,Jim Henson,2731620,1113276.0,1345.0,0504642,0504642,0504642,Adventure,Family,Louis Leterrier,Louis Leterrier,Louis Leterrier,Jeffrey Addiss,Richard Elliott,Jim Henson
35,tt9348692,tvSeries,Criminal: UK,Criminal: UK,2019,2020,43,7.7,20973.0,Netflix,18,9348692,92926,"('Jim Field Smith', 'George Kay')",1637768,443047.0,,1637768,1637768,1637768,Crime,Drama,Jim Field Smith,Jim Field Smith,Jim Field Smith,Jim Field Smith,George Kay,
36,tt8509922,tvSeries,Dolly Parton's Heartstrings,Dolly Parton's Heartstrings,2019,2019,62,7.6,2383.0,Netflix,14,8509922,86456,,0001299,344196.0,5081.0,0124079,1827614.0,281598.0,Comedy,Drama,Timothy Busfield,Erica Dunton,Timothy Busfield,Thomas Ian Griffith,Gary Grubbs,Mary Page Keller
37,tt7403736,tvSeries,V-Wars,V-Wars,2019,2019,60,6.0,14925.0,Netflix,18,7403736,81559,"('Glenn Davis', 'William Laurin')",11181194,65949.0,11181193.0,0877427,779830.0,1543846.0,Drama,Horror,Brad Turner,T.J. Scott,Brad Turner,Sam Beck,Philip Bedard,Charlie Cleven
38,tt7913450,tvSeries,Soundtrack,Soundtrack,2019,2019,56,6.8,2212.0,Netflix,16,7913450,96095,Joshua Safran,2085100,1127336.0,10305682.0,0004610,335337.0,1846132.0,Drama,Musical,Karen Gaviola,Darren Grant,Karen Gaviola,Allyn Rachel,Joshua Safran,Khiyon Hursey
39,tt7671598,tvSeries,Messiah,Messiah,2020,2020,43,7.6,46116.0,Netflix,18,7671598,81292,Michael Petroni,1821879,8334003.0,678104.0,0574625,940668.0,0574625,Drama,Mystery,James McTeigue,Kate Woods,James McTeigue,Michael Bond,Amy Louise Johnson,Michael Petroni
40,tt9117054,tvSeries,Spinning Out,Spinning Out,2020,2020,48,7.6,16512.0,Netflix,18,9117054,83050,Samantha Stratton,6233868,1243646.0,528709.0,0368602,20491.0,47425.0,Drama,Sport,Matthew Hastings,Elizabeth Allen Rosenbaum,Matthew Hastings,Leon Chills,Elizabeth Higgins Clark,Jenny Lynn
41,tt8826128,tvSeries,October Faction,October Faction,2020,2020,39,6.2,12216.0,Netflix,18,8826128,93826,Damian Kindler,0454307,5698260.0,632051.0,1962311,1227.0,292468.0,Adventure,Drama,Director X,Megan Follows,Director X,Damian Kindler,Keely MacDonald,Steve Niles
42,tt9698480,tvMiniSeries,The Stranger,The Stranger,2020,2020,363,7.3,56928.0,Netflix,18,9698480,96608,Harlan Coben,1454192,110662.0,285795.0,1637821,703854.0,1637821,Crime,Drama,Daniel O'Hara,Hannah Quinn,Daniel O'Hara,Harlan Coben,Daniel Brocklehurst,Mick Ford
43,tt9426290,tvSeries,Queen Sono,Queen Sono,2020,2020,43,6.2,1368.0,Netflix,18,9426290,96676,Kagiso Lediga,1616879,6004756.0,,1616879,6838196.0,1616879,Action,Crime,Kagiso Lediga,Tebogo Malope,Kagiso Lediga,Kagiso Lediga,Karabo Lediga,
44,tt8741648,tvSeries,The Letter for the King,The Letter for the King,2020,2020,0,6.0,8238.0,Netflix,7,8741648,99356,William Davies,0204030,1096337.0,187912.0,3110964,1790560.0,391739.0,Action,Adventure,Felix Thompson,Charles Martin,Felix Thompson,William Davies,Tonke Dragt,Harry Cripps
45,tt8403664,tvMiniSeries,The English Game,The English Game,2020,2020,281,7.6,16627.0,Netflix,14,8403664,100052,"('Julian Fellowes', 'Oliver Cotton', 'Tony Charles')",11434749,153166.0,4088065.0,0299563,1122945.0,0299563,Drama,History,Tim Fywell,Birgitte Stærmose,Tim Fywell,Richard Barber,Tony Charles,Edward Charlton
46,tt9827854,tvMiniSeries,Hollywood,Hollywood,2020,2020,347,7.5,40005.0,Netflix,18,9827854,87050,"('Ryan Murphy', 'Ian Brennan')",0107302,614682.0,1424318.0,4270072,881461.0,590889.0,Drama,History,Janet Mock,Michael Uppendahl,Janet Mock,Ian Brennan,Ryan Murphy,Hernando Cortes Watson
47,tt9073958,tvSeries,White Lines,White Lines,2020,2020,60,6.6,18234.0,Netflix,18,9073958,90265,Álex Pina,1210565,4674670.0,2943989.0,0358327,1060986.0,915416.0,Crime,Drama,Nick Hamm,Luis Prieto,Nick Hamm,Álex Pina,Ed Wethered,David Barrocal
48,tt12574336,tvSeries,Homemade,Homemade,2020,0,138,6.1,877.0,Netflix,18,12574336,105465,"('Pablo Larraín', 'Juan de Dios Larraín', 'Lorenzo Mieli')",2213147,1883257.0,585747.0,3235877,1135329.0,1290515.0,Drama,Drama,Ana Lily Amirpour,Natalia Beristain,Ana Lily Amirpour,Juan de Dios Larraín,Pablo Larraín,Lorenzo Mieli
49,tt8210856,tvSeries,Cursed,Cursed,2020,2020,60,6.0,32279.0,Netflix,18,8210856,83125,"('Frank Miller', 'Tom Wheeler')",0588340,1117226.0,923980.0,1113890,626706.0,297489.0,Adventure,Drama,Jon East,Daniel Nettheim,Jon East,Frank Miller,Tom Wheeler,William Wheeler
50,tt8787802,tvSeries,Away,Away,2020,2020,50,6.6,25436.0,Netflix,14,8787802,89233,Andrew Hinderaker,6999214,2629489.0,10400269.0,0101741,104851.0,400486.0,Drama,Romance,David Boyd,Charlotte Brändström,David Boyd,Andrew Hinderaker,Chris Jones,Aditi Brennan Kapil
51,tt12313074,tvMiniSeries,Social Distance,Social Distance,2020,2020,0,6.0,710.0,Netflix,16,12313074,110862,Hilary Weisman Graham,4977841,918853.0,3612790.0,1449136,8971.0,55493.0,Comedy,Drama,Anya Adams,Phil Abraham,Anya Adams,Heather Jeng Bladt,Hilary Weisman Graham,Tara Herrmann
52,tt10473150,tvSeries,Grand Army,Grand Army,2020,2020,0,7.5,8709.0,Netflix,18,10473150,104229,Katie Cappiello,6619196,8407221.0,1960849.0,1036574,811611.0,2064480.0,Drama,Drama,Silas Howard,So Yong Kim,Silas Howard,Katie Cappiello,Randy McKinnon,Ming Peiffer
53,tt1758589,tvSeries,Dash & Lily,Dash & Lily,2020,2020,0,7.5,22756.0,Netflix,14,1758589,111625,Joe Tracz,2578825,2832819.0,4739522.0,0000625,2408871.0,797869.0,Comedy,Drama,Fred Savage,Pamela Romanowsky,Fred Savage,Rachel Cohn,David Levithan,Lauren Moon
54,tt9421868,tvSeries,Selena: The Series,Selena: The Series,2020,2021,40,7.0,4907.0,Netflix,7,9421868,97180,Moisés Zamora,8700306,3196204.0,4160695.0,1659777,2048922.0,1659777,Biography,Drama,Hiromi Kamata,Katina Medina Mora,Hiromi Kamata,Pamela Garcia Rooney,Jessica Lopez,Jorge Ramirez-Martinez
55,tt10767748,tvSeries,Tiny Pretty Things,Tiny Pretty Things,2020,2020,60,5.9,10295.0,Netflix,18,10767748,113246,Michael MacLennan,12145551,6858872.0,7309344.0,0716813,1219.0,367524.0,Drama,Mystery,Samir Rehem,Gary Fleder,Samir Rehem,Stuti Malhotra,Azia Squire,Aiyana White
56,tt12083014,tvSeries,Zero Chill,Zero Chill,2021,2021,35,5.7,1749.0,Netflix,13,12083014,120849,,1011079,1718999.0,1254838.0,0388745,1318214.0,0388745,Comedy,Drama,Tessa Hoffe,Angelo Abela,Tessa Hoffe,Kirstie Falkous,John Regier,Adam Usden
57,tt10893694,tvSeries,The Irregulars,The Irregulars,2021,2021,0,6.1,16799.0,Netflix,14,10893694,98187,Tom Bidwell,3635428,12155775.0,,0013140,12181762.0,4299757.0,Crime,Drama,Joss Agnew,Johnny Allan,Joss Agnew,Tom Bidwell,Sarah Simmonds,
58,tt5774002,tvSeries,Jupiter's Legacy,Jupiter's Legacy,2021,2021,56,6.7,40654.0,Netflix,18,5774002,93484,Steven S. DeKnight,6269516,215299.0,2629398.0,0104851,6501824.0,215299.0,Action,Adventure,Charlotte Brändström,Christopher J. Byrne,Charlotte Brändström,Julia Cooperman,Steven S. DeKnight,Henry G.M. Jones
59,tt9073940,tvSeries,Hit & Run,Hit & Run,2021,2021,60,7.0,10740.0,Netflix,18,9073940,124416,"('Dawn Prestwich', 'Nicole Yorkin', 'Lior Raz', 'Avi Issacharoff')",7216957,696518.0,2443797.0,1450065,3163149.0,54954.0,Action,Crime,Neasa Hardiman,Rotem Shamir,Neasa Hardiman,Avi Issacharoff,Dawn Prestwich,Lior Raz
60,tt1267295,tvSeries,Cowboy Bebop,Cowboy Bebop,2021,2021,58,6.7,42944.0,Netflix,14,1267295,30991,,8331903,2391773.0,1236653.0,3421685,3150.0,3421685,Action,Adventure,Alex Garcia Lopez,Michael Katleman,Alex Garcia Lopez,Sean Cummings,Karl Taro Greenfeld,Christopher L. Yost
61,tt4160920,tvSeries,Richie Rich,Richie Rich,2015,2015,22,3.3,1309.0,Netflix,7,4160920,62626,"('Jeff Hodsden', 'Tim Pollock')",2621227,3130543.0,2773767.0,0004597,507629.0,483302.0,Comedy,Comedy,Adam Weissman,Phill Lewis,Adam Weissman,Jeff Hodsden,Sid Jacobson,Tim Pollock
62,tt3339966,tvSeries,Unbreakable Kimmy Schmidt,Unbreakable Kimmy Schmidt,2015,2020,30,7.6,77607.0,Netflix,14,3339966,61671,"('Tina Fey', 'Robert Carlock')",1061622,275486.0,2337847.0,0788426,257554.0,565063.0,Comedy,Comedy,Tristram Shapeero,Michael Engler,Tristram Shapeero,Robert Carlock,Tina Fey,Sam Means
63,tt4341500,tvMiniSeries,Wet Hot American Summer: First Day of Camp,Wet Hot American Summer: First Day of Camp,2015,2015,30,7.3,24990.0,Netflix,18,4341500,61967,"('David Wain', 'Michael Showalter')",3975695,3636582.0,1812566.0,0906476,0906476,0906476,Comedy,Comedy,David Wain,David Wain,David Wain,Sarah-Violet Bliss,Lauren Caltagirone,Joe DeRosa
64,tt4861760,tvSeries,Project Mc²,Project Mc²,2015,2017,26,6.2,1251.0,Netflix,0,4861760,63454,Jordana Arkin,0035076,36961.0,2169608.0,0295919,2991889.0,1060984.0,Family,Family,Ken Friss,Michael Younesi,Ken Friss,Jordana Arkin,Elaine Aronson,Kathy Fischer
65,tt4574708,tvSeries,W/Bob and David,W/Bob and David,2015,2015,30,7.3,4604.0,Netflix,18,4574708,64113,"('David Cross', 'Bob Odenkirk')",0042006,189144.0,388875.0,0874133,316139.0,938471.0,Comedy,Comedy,Keith Truesdell,Tom Gianas,Keith Truesdell,Scott Aukerman,David Cross,Eric Hoffman
66,tt4061080,tvSeries,Love,Love,2016,2018,50,7.6,45405.0,Netflix,18,4061080,53606,"('Judd Apatow', 'Paul Rust', 'Lesley Arfin')",0031976,5039571.0,1770256.0,0390657,1119645.0,795290.0,Comedy,Drama,Dean Holland,Lynn Shelton,Dean Holland,Judd Apatow,Lesley Arfin,Paul Rust
67,tt3986586,tvSeries,Fuller House,Fuller House,2016,2020,30,6.7,29069.0,Netflix,7,3986586,63623,Jeff Franklin,0291449,8643131.0,3127081.0,0180902,148252.0,959034.0,Comedy,Drama,Richard Correll,Mark Cendrowski,Richard Correll,Jeff Franklin,Eydie Faye,Kate Spurgeon
68,tt4973548,tvSeries,Flaked,Flaked,2016,2017,30,7.2,12342.0,Netflix,18,4973548,65315,"('Will Arnett', 'Mark Chappell')",0004715,1746309.0,39101.0,0002892,1139.0,330347.0,Comedy,Drama,Wally Pfister,Tom DiCillo,Wally Pfister,Will Arnett,Mark Chappell,Nikki Schiefelbein
69,tt5228026,tvSeries,The Characters,The Characters,2016,2016,32,5.4,975.0,Netflix,18,5228026,65977,,2547958,5707880.0,2440581.0,3760083,3760083,3760083,Comedy,Comedy,Andrew Gaynord,Andrew Gaynord,Andrew Gaynord,Kate Berlant,Phil Burgers,Andrew DeYoung
70,tt4998212,tvSeries,The Ranch,The Ranch,2016,2020,30,7.5,41965.0,Netflix,18,4998212,65493,"('Don Reo', 'Jim Patterson')",1017487,720009.0,8040404.0,0870699,0870699,0870699,Comedy,Drama,David Trainer,David Trainer,David Trainer,Jim Patterson,Don Reo,William Vallery
71,tt4789300,tvSeries,Lady Dynamite,Lady Dynamite,2016,2017,30,7.4,3948.0,Netflix,18,4789300,66309,"('Pam Brady', 'Mitchell Hurwitz')",0103702,403804.0,4278387.0,0568840,169712.0,75728.0,Comedy,Comedy,Ryan McFaul,Robert Cohen,Ryan McFaul,Pam Brady,Mitchell Hurwitz,Jen Statsky
72,tt5562056,tvSeries,Easy,Easy,2016,2019,30,6.9,15061.0,Netflix,18,5562056,67780,Joe Swanberg,1846132,,,1846132,1846132,1846132,Comedy,Comedy,Joe Swanberg,Joe Swanberg,Joe Swanberg,Joe Swanberg,,
73,tt5467814,tvSeries,Haters Back Off!,Haters Back Off!,2016,2017,30,5.9,7835.0,Netflix,14,5467814,67148,"('Colleen Ballinger', 'Chris Ballinger')",2544907,4180339.0,566998.0,3760083,1286069.0,737442.0,Comedy,Drama,Andrew Gaynord,Steven K. Tsuchida,Andrew Gaynord,Christopher Ballinger,Colleen Ballinger,Gigi McCreery
74,tt5937754,tvSeries,Trailer Park Boys: Out of the Park,Trailer Park Boys: Out of the Park,2016,2017,30,7.0,2592.0,Netflix,18,5937754,68375,,1034266,1033215.0,1036211.0,0398258,1034266.0,1033215.0,Adventure,Comedy,Gary Howsam,Mike Smith,Gary Howsam,Mike Smith,John Paul Tremblay,Robb Wells
75,tt5339440,tvSeries,One Day at a Time,One Day at a Time,2017,2020,30,8.2,17977.0,Netflix,7,5339440,69017,"('Whitney Blake', 'Allan Manings')",0086756,1260853.0,5131.0,0507629,296945.0,1260853.0,Comedy,Drama,Phill Lewis,Pamela Fryman,Phill Lewis,Whitney Blake,Gloria Calderón Kellett,Norman Lear
76,tt5580540,tvSeries,Santa Clarita Diet,Santa Clarita Diet,2017,2019,30,7.8,74648.0,Netflix,18,5580540,69470,Victor Fresco,0294355,115272.0,6342509.0,0118530,477129.0,684336.0,Comedy,Horror,Marc Buckland,Ken Kwapis,Marc Buckland,Victor Fresco,Aaron Brownstein,Simon Ganz
77,tt5706996,tvSeries,Girlboss,Girlboss,2017,2017,26,7.0,19454.0,Netflix,18,5706996,65856,Kay Cannon,4619459,3873358.0,134224.0,0228542,44803.0,112565.0,Comedy,Comedy,Christian Ditter,Jamie Babbit,Christian Ditter,Sophia Amoruso,Jen Braeden,Kay Cannon
78,tt5707802,tvSeries,Dear White People,Dear White People,2017,2021,30,6.4,26257.0,Netflix,18,5707802,70767,Justin Simien,2282177,3344453.0,6975175.0,2282177,1286069.0,5697142.0,Comedy,Drama,Justin Simien,Steven K. Tsuchida,Justin Simien,Justin Simien,Leann Bowen,Njeri Brown
79,tt5770786,tvSeries,GLOW,GLOW,2017,2019,35,8.0,49819.0,Netflix,18,5770786,70573,"('Liz Flahive', 'Carly Mensch')",3477311,4063230.0,4611331.0,0673400,1119645.0,768957.0,Comedy,Drama,Jesse Peretz,Lynn Shelton,Jesse Peretz,Liz Flahive,Carly Mensch,Rachel Shukert
80,tt5565334,tvSeries,Friends from College,Friends from College,2017,2019,30,6.9,22982.0,Netflix,18,5565334,71890,"('Nicholas Stoller', 'Francesca Delbanco')",2973496,831557.0,2817114.0,0831557,348640.0,2973496.0,Comedy,Drama,Nicholas Stoller,Andrew Gurland,Nicholas Stoller,Francesca Delbanco,Nicholas Stoller,Tiffany Barrett
81,tt6315640,tvSeries,Atypical,Atypical,2017,2021,30,8.2,101141.0,Netflix,14,6315640,71578,Robia Rashid,1968720,4652422.0,4061085.0,0417794,1884278.0,926526.0,Comedy,Drama,Michael Patrick Jann,Ryan Case,Michael Patrick Jann,Robia Rashid,D.J. Ryan,Michael Oppenhuizen
82,tt5884792,tvSeries,Disjointed,Disjointed,2017,2018,30,6.7,11147.0,Netflix,18,5884792,71308,"('Chuck Lorre', 'David Javerbaum')",1974551,419486.0,521143.0,0007193,927042.0,1586450.0,Comedy,Comedy,Richie Keen,James Widdoes,Richie Keen,Will Hayes,David Javerbaum,Chuck Lorre
